game_pk,game_date,home_team,away_team,home_runs,away_runs,total_runs,home_win_prob,away_win_prob,home_hitters,away_hitters,predicted_at_utc,start_time_utc
824470,2026-09-02,CIN,SD,4.399489988593444,4.344927722670721,8.744417711264166,0.5127098631557006,0.4872901368442994,9,8,2026-09-02T15:30:47Z,2026-09-02T16:40:00Z
822686,2026-09-02,WSH,ATL,4.445847787710627,4.85512032381445,9.300968111525076,0.4748957987716095,0.5251042012283905,9,9,2026-09-02T15:30:47Z,2026-09-02T17:05:00Z
822851,2026-09-02,TEX,ATH,4.285532703977076,3.789268485039397,8.074801189016473,0.5529640668153821,0.4470359331846179,9,9,2026-09-02T18:31:36Z,2026-09-02T18:35:00Z
824312,2026-09-02,COL,BAL,4.248401451920742,4.9971394541872325,9.245540906107976,0.4475118036942235,0.5524881963057765,9,9,2026-09-02T18:31:36Z,2026-09-02T19:10:00Z
825037,2026-09-02,AZ,PHI,4.47296133438576,4.747244016596161,9.22020535098192,0.4856211941369539,0.5143788058630461,9,9,2026-09-02T18:31:36Z,2026-09-02T19:40:00Z
824717,2026-09-02,BOS,SEA,4.251944925059042,4.225554350480615,8.477499275539657,0.510598268046226,0.489401731953774,9,9,2026-09-02T18:31:36Z,2026-09-02T20:10:00Z
822931,2026-09-02,TB,NYM,4.2428158267019205,4.280112361875439,8.52292818857736,0.5050848638233417,0.4949151361766583,9,9,2026-09-02T22:19:03Z,2026-09-02T22:40:00Z
823339,2026-09-02,PIT,SF,4.261173686800105,3.8963769266887667,8.157550613488873,0.5409326669132589,0.4590673330867411,9,9,2026-09-02T22:19:03Z,2026-09-02T22:40:00Z
824390,2026-09-02,CLE,TOR,4.109613423146286,4.170516547233873,8.280129970380159,0.5031351009840253,0.49686489901597475,9,9,2026-09-02T22:19:03Z,2026-09-02T22:40:00Z
823660,2026-09-02,MIN,DET,4.236050057000161,4.184847605187387,8.420897662187548,0.5128049368055367,0.48719506319446326,9,9,2026-09-02T22:19:03Z,2026-09-02T23:40:00Z
824068,2026-09-02,KC,MIA,3.7320540515005365,3.7352798457953456,7.467333897295882,0.5089056953424057,0.4910943046575943,9,9,2026-09-02T22:19:03Z,2026-09-02T23:40:00Z
824634,2026-09-02,CHC,MIL,4.1258268868959584,4.594843481377143,8.720670368273101,0.468590330948051,0.531409669051949,9,9,2026-09-02T22:19:03Z,2026-09-02T23:40:00Z
824147,2026-09-02,HOU,CWS,4.320863300218801,4.726127150580031,9.046990450798832,0.4746819203303715,0.5253180796696285,9,9,2026-09-02T22:19:03Z,2026-09-03T00:10:00Z
823983,2026-09-02,LAA,NYY,3.7096055332714006,4.293300101960974,8.002905635232375,0.4561759012622552,0.5438240987377447,9,9,2026-09-02T22:19:03Z,2026-09-03T01:38:00Z
823906,2026-09-02,LAD,STL,4.841306625840108,3.5936355097099857,8.434942135550093,0.6151857149433093,0.3848142850566907,9,9,2026-09-02T22:19:03Z,2026-09-03T02:10:00Z
