game_pk,game_date,home_team,away_team,home_runs,away_runs,total_runs,home_lineup_runs,away_lineup_runs,home_win_prob,away_win_prob,home_hitters,away_hitters,predicted_at_utc,start_time_utc
824469,2026-09-06,CIN,MIL,4.737169811984345,4.568488154229623,9.305657966213968,4.540525078994677,4.378845568274143,0.5212401383929048,0.4787598616070951,9,8,2026-09-05T22:41:32Z,2026-09-06T16:10:00Z
823417,2026-09-06,PHI,ATL,4.605870715236568,4.809613742018105,9.415484457254674,4.414676341184093,4.609961787872427,0.4914546450449145,0.5085453549550855,9,9,2026-09-05T22:41:32Z,2026-09-06T17:10:00Z
823336,2026-09-06,PIT,LAA,4.304453550706063,3.773404170686412,8.077857721392474,4.125771309464967,3.6167663288827407,0.5560406160715939,0.443959383928406,9,9,2026-09-05T22:41:32Z,2026-09-06T17:35:00Z
824794,2026-09-06,BAL,BOS,4.498470248946123,4.385277604695256,8.883747853641378,4.311734177393849,4.203240274836555,0.5174240107118945,0.4825759892881055,9,9,2026-09-05T22:41:32Z,2026-09-06T17:35:00Z
823578,2026-09-06,NYM,SF,4.549248888804028,4.441555146827813,8.990804035631841,4.360404944308046,4.257181679003788,0.5168066433389389,0.4831933566610611,9,9,2026-09-05T22:41:32Z,2026-09-06T17:40:00Z
823822,2026-09-06,MIA,CHC,4.232331869472407,4.274553191533406,8.506885061005814,4.056643472512147,4.097112144587462,0.5046692915755633,0.4953307084244367,9,8,2026-09-05T22:41:32Z,2026-09-06T17:40:00Z
824385,2026-09-06,CLE,DET,4.166127102954521,4.307724373661044,8.473851476615565,3.993186933132249,4.128906357235151,0.4961126233412501,0.5038873766587498,9,9,2026-09-05T22:41:32Z,2026-09-06T17:40:00Z
824065,2026-09-06,KC,TOR,4.239435218081398,4.360453668302747,8.599888886384145,4.076990217517474,4.193371530666742,0.497903515684608,0.502096484315392,9,9,2026-09-06T18:04:41Z,2026-09-06T18:10:00Z
824142,2026-09-06,HOU,AZ,4.580907784535728,4.699527334535605,9.280435119071331,4.4053783733376575,4.519452706374568,0.4981981983216673,0.5018018016783327,9,9,2026-09-06T18:04:41Z,2026-09-06T18:10:00Z
822848,2026-09-06,TEX,TB,4.17648931846791,4.535724105805494,8.712213424273404,4.016552664642175,4.362030728223633,0.4777219203278687,0.5222780796721312,9,9,2026-09-06T18:18:01Z,2026-09-06T18:35:00Z
824309,2026-09-06,COL,STL,4.578693120779791,5.223404415828749,9.80209753660854,4.403354265393692,5.023376650846298,0.4576426165433072,0.5423573834566928,9,9,2026-09-06T18:18:01Z,2026-09-06T19:10:00Z
823091,2026-09-06,SEA,ATH,4.067091277070555,3.910322089159787,7.977413366230342,3.911343968731426,3.760578181625864,0.5229568235138651,0.4770431764861349,8,9,2026-09-06T20:02:42Z,2026-09-06T20:10:00Z
823253,2026-09-06,SD,NYY,4.035640242358031,4.374315792872736,8.409956035230767,3.8810973362973984,4.206803469162118,0.4789061900861363,0.5210938099138638,9,9,2026-09-06T20:02:42Z,2026-09-06T20:10:00Z
824552,2026-09-06,CWS,MIN,4.712680744872262,4.388972301664005,9.101653046536269,4.532210897732719,4.220898713984035,0.5343567043258344,0.4656432956741656,9,9,2026-09-06T20:02:42Z,2026-09-06T22:20:00Z
823903,2026-09-06,LAD,WSH,4.744175774597055,4.510043389591417,9.254219164188473,4.562499840411137,4.337333442710784,0.5266831517333688,0.47331684826663123,9,9,2026-09-07T01:45:27Z,2026-09-07T02:10:00Z
