game_pk,game_date,home_team,away_team,home_runs,away_runs,total_runs,home_lineup_runs,away_lineup_runs,home_win_prob,away_win_prob,home_hitters,away_hitters,predicted_at_utc,start_time_utc
824386,2026-09-14,CLE,CWS,4.006621284485251,4.227602205680726,8.234223490165977,3.8522146864663167,4.064679476526311,0.4889814024335018,0.5110185975664981,9,9,2026-09-14T19:53:11Z,2026-09-14T22:40:00Z
824465,2026-09-14,CIN,LAD,4.295349942486924,5.229256255290546,9.52460619777747,4.1298163607410165,5.027731925632726,0.4339942404018966,0.5660057595981034,9,9,2026-09-14T19:53:11Z,2026-09-14T22:40:00Z
822765,2026-09-14,TOR,DET,4.18363612307824,4.542511956740012,8.726148079818252,4.02240775252696,4.367453280638892,0.4777851329046655,0.5222148670953345,9,9,2026-09-14T19:53:11Z,2026-09-14T23:07:00Z
823575,2026-09-14,NYM,BAL,4.717735175252082,4.591463686761784,9.309198862013863,4.535923771817051,4.414518515890351,0.5178845743101053,0.4821154256898947,9,9,2026-09-14T19:53:11Z,2026-09-14T23:10:00Z
823656,2026-09-14,MIN,NYY,4.387130698602341,4.594819239667331,8.981949938269672,4.218060083204099,4.417744752977948,0.4907720480925292,0.5092279519074707,9,9,2026-09-14T19:53:11Z,2026-09-14T23:40:00Z
824629,2026-09-14,CHC,ATL,4.493752456678883,4.812458310068236,9.30621076674712,4.320572867217345,4.62699648001133,0.4820839056782243,0.5179160943217757,9,9,2026-09-14T19:53:11Z,2026-09-14T23:40:00Z
823006,2026-09-14,STL,SF,4.254323017588381,4.439283785185991,8.693606802774372,4.090370525606383,4.268203301596126,0.4924727201209227,0.5075272798790773,9,9,2026-09-14T19:53:11Z,2026-09-14T23:45:00Z
824308,2026-09-14,COL,SD,4.691739510559006,5.06051377562124,9.752253286180245,4.510489673540542,4.865017564675004,0.47882005510705467,0.5211799448929453,9,9,2026-09-15T00:17:07Z,2026-09-15T00:40:00Z
823981,2026-09-14,LAA,SEA,4.451748795704768,4.623106251842615,9.074855047547384,4.27977020613203,4.444507833754891,0.4938168711785007,0.5061831288214993,9,9,2026-09-15T00:17:07Z,2026-09-15T01:38:00Z
825034,2026-09-14,AZ,MIA,4.404710560688764,4.455224031342995,8.85993459203176,4.234549137736444,4.2831111875364885,0.5038197443547376,0.49618025564526236,9,9,2026-09-15T00:17:07Z,2026-09-15T01:40:00Z
