game_date,player_id,team,opponent,lineup_slot,prob_hit,prob_hits_over_0.5,prob_hits_over_1.5,prob_hits_over_2.5,prob_hr,prob_hrr_over_0.5,prob_hrr_over_1.5,prob_hrr_over_2.5,prob_hrr_over_3.5,prob_k,prob_tb_over_0.5,prob_tb_over_1.5,prob_tb_over_2.5,prob_tb_over_3.5,prob_walk,got_hr,got_hit,got_walk,hrr,total_bases,hits,pa,game_pk,name
2026-08-19,677649,TEX,WSH,5,0.6034385353445021,0.5845956123035368,0.2024465140952258,0.0406691097156236,0.0813966066314451,0.6197832789719946,0.4122679822607017,0.2572836759461033,0.1469892580250504,0.6375981282765715,0.5549967490199849,0.3157992998952701,0.1822545775074023,0.1304103677114462,0.2505986139572044,0,0,0,0,0,0,4,822860.0,Ezequiel Duran
2026-08-19,665953,WSH,TEX,5,0.5441986122588156,0.5291474564676096,0.1590050107747395,0.027476330965364,0.1159076736785869,0.6059962861237244,0.3985954913738782,0.246227461109649,0.1391731395465331,0.6089968424953431,0.5477314855698355,0.3093486486186367,0.1778658810900927,0.1275811507810999,0.3274612216377831,1,1,0,9,7,3,4,822860.0,Andrés Chaparro
2026-08-19,694497,TEX,WSH,6,0.5357315838237199,0.5212040572874186,0.1524939462571212,0.0249268866136411,0.0893168914076021,0.5881721981749184,0.3813014719331584,0.2320600252747893,0.1287865853784805,0.6018085239992793,0.5191188208015403,0.2850739606204336,0.16092488888266,0.1159947872834872,0.3788772756826452,0,1,0,1,1,1,2,822860.0,Evan Carter
2026-08-19,660688,WSH,TEX,6,0.6199991387791985,0.5998940407212043,0.2180611990942865,0.0470026140388069,0.0888226872243062,0.6236589840869079,0.4174676931040503,0.2623322211370166,0.1511285309276292,0.3540250789478401,0.5664658785644652,0.3271215455095693,0.1907118483010841,0.1361734955295539,0.2508620999744075,0,1,1,2,1,1,4,822860.0,Keibert Ruiz
2026-08-19,672284,TEX,WSH,7,0.5402941343418072,0.5255377102086574,0.1548796031223075,0.0253166042615613,0.1033262725558,0.5887579877204095,0.3814216499011474,0.2318856987467233,0.1284858956391358,0.7215529068418357,0.5320696089989849,0.2952235732718405,0.1675767662378774,0.1204405765128971,0.2754018875524344,0,0,1,0,0,0,3,822860.0,Jarred Kelenic
2026-08-19,696285,WSH,TEX,7,0.5614561832546785,0.545326737711904,0.1709988868237413,0.0306752567702442,0.0572105282095711,0.577270664687772,0.3719748012074289,0.2252585665446041,0.1243872174257128,0.5274567939635253,0.4935680840479172,0.2655358280208124,0.1482547611316191,0.1075056244595813,0.2766615624837403,0,1,0,1,1,1,4,822860.0,Jacob Young
2026-08-19,553869,TEX,WSH,8,0.5536239625647702,0.5381596514601981,0.1624482069991199,0.0268335480028842,0.075308547817093,0.5780104789071442,0.3706464181737469,0.222986453877529,0.1219990028950522,0.6099033778450381,0.5061952837222281,0.27357514209246,0.1527865030118652,0.1104886678251011,0.2054551901996806,0,1,0,1,1,1,3,822860.0,Elias Díaz
2026-08-19,678391,WSH,TEX,8,0.5292297818647739,0.5155963852683598,0.1403306193953386,0.01848092381554,0.06848919101319,0.5520260478741692,0.3435623227959152,0.2000866693327702,0.1050192649964993,0.4078518459555839,0.4820404602380173,0.2514106285889984,0.1369261433226823,0.0998009079330082,0.3465982857788507,0,0,0,1,0,0,3,822860.0,Jorbit Vivas
2026-08-19,670032,TEX,WSH,9,0.53114736029964,0.5172085139702978,0.1446010774708596,0.0208991909790794,0.0471892407349504,0.5429472667212467,0.3376983316089283,0.197028443169777,0.1038509193727261,0.4087967928896506,0.4577522499578619,0.2354834692963169,0.1276692626459316,0.093635072979619,0.2569019478188404,0,0,0,0,0,0,3,822860.0,Nicky Lopez
2026-08-19,683083,WSH,TEX,9,0.4847032045651993,0.4734043154968155,0.1155231583657926,0.0137724194620335,0.0472732519934013,0.516548652565351,0.3142979762897205,0.1793801081684951,0.0919961889789279,0.5071914513391664,0.4175294049575072,0.2066364983118012,0.1095968016399601,0.0814821701495824,0.2893804264097436,0,0,0,0,0,0,4,822860.0,Nasim Nuñez
2026-08-19,802415,TB,TOR,1,0.7200522510958626,0.692399628800354,0.3179069494352636,0.0940208674290673,0.072729087830431,0.7013029937694853,0.5018277485369261,0.3370956758571236,0.2095509885792549,0.3829633488314734,0.6198432460709014,0.3790747177166413,0.2301298001998246,0.1637035691824538,0.2502656929463285,0,1,0,2,1,1,4,822937.0,Chandler Simpson
2026-08-19,703520,TOR,TB,1,0.6362432964998902,0.6148839607356988,0.2367192631211276,0.0577825061860885,0.0870589075489274,0.6449833930674437,0.44168303685603,0.2847530280837538,0.1694441209195365,0.6090804205693877,0.5773136802337427,0.3397139300363123,0.2014684673307237,0.1441069318694827,0.3367459189453856,0,0,0,0,0,0,2,822937.0,Brett Bateman
2026-08-19,691406,TB,TOR,2,0.6580930852221284,0.635209472249893,0.2541107490409197,0.0631546138001403,0.2077667259411024,0.7314681836382088,0.5364391924689994,0.3688288742322504,0.2349670823357411,0.6681671631383229,0.6810394840995336,0.4422361388283882,0.2795191556685187,0.1983875368547214,0.2757323433288751,0,1,0,3,2,1,4,822937.0,Junior Caminero
2026-08-19,664770,TOR,TB,2,0.6338053049947217,0.6126353483778875,0.2334963445096794,0.0555726071928243,0.080476022702398,0.6504198084587233,0.4466964087078213,0.2885086174410801,0.1718609926860445,0.5100786837248571,0.5732921373967057,0.3354177903029155,0.1979327386186205,0.1415216805220353,0.283903348676095,0,0,0,1,0,0,5,822937.0,Nathan Lukes
2026-08-19,666018,TB,TOR,3,0.6566953204587919,0.633952899377666,0.2515728644216116,0.0612752074977347,0.1245824539603703,0.6882447546535005,0.4857691446750366,0.3215154638282982,0.1964000985718399,0.6425747908499281,0.6203419246742077,0.3781324055457624,0.2286090837513393,0.1623764770006577,0.3702918307617439,0,0,0,0,0,0,4,822937.0,Jonathan Aranda
2026-08-19,672386,TOR,TB,3,0.6215365102683486,0.6012333146598878,0.2220048053980674,0.0501994678337693,0.0837532934533086,0.6345593837064379,0.4299307124118047,0.2738174239935881,0.1604316179283936,0.4677237003644338,0.5533512124910921,0.3171857687866655,0.1845311621848797,0.132211511668172,0.2946610362670598,1,1,0,5,5,2,5,822937.0,Alejandro Kirk
2026-08-19,650490,TB,TOR,4,0.6809981404592638,0.656439828753811,0.2737159110748949,0.0698933962257029,0.1041926978733682,0.6992516338319624,0.4975412807933951,0.3315740657522406,0.203865500133729,0.5637351753531743,0.6194096538371687,0.3766025200523378,0.2270180394858678,0.1610890612739275,0.2809198494203014,1,1,1,5,4,1,4,822937.0,Yandy Díaz
2026-08-19,672960,TOR,TB,4,0.588816778177577,0.5707371306563775,0.1948240818355858,0.0398197718089692,0.1207000029742691,0.6668476735292505,0.4629836883608982,0.3016527167825378,0.18112318995156,0.7832254764154991,0.573277578651688,0.3343189585602275,0.1964434002539902,0.1402545762945713,0.2680742049307913,0,1,1,2,1,1,4,822937.0,Kazuma Okamoto
2026-08-19,689414,TB,TOR,5,0.6016232937251957,0.5828329568555269,0.2022726553122835,0.0411802725157316,0.1077061769737015,0.6402353345946104,0.4334780575537755,0.275290716568583,0.1604653350479568,0.3863706098099622,0.5613535127419109,0.3220928735826641,0.186995246361199,0.1336720145822073,0.4252672694562108,0,1,0,3,2,2,4,822937.0,Liam Hicks
2026-08-19,665926,TOR,TB,5,0.6238523945504791,0.6034552440899563,0.2225122313262434,0.0496380305412037,0.0816712130235394,0.6418210526383455,0.4364049545266127,0.278661479524088,0.1636238898316675,0.5961713897278818,0.5634280119498742,0.3251715281400317,0.1897946437501522,0.1357231377670373,0.2538788681604966,0,0,0,0,0,0,4,822937.0,Andrés Giménez
2026-08-19,656775,TB,TOR,6,0.563238248183442,0.5469200945260257,0.1732553872312973,0.0315369797604725,0.1317032795033637,0.6242810500659622,0.4174023376627853,0.261839805241057,0.1504828218667926,0.5788638513492657,0.5695130085829715,0.3291496654075886,0.1918416536987514,0.1368882831338341,0.3337963343810032,0,0,1,1,0,0,4,822937.0,Cedric Mullins
2026-08-19,660821,TOR,TB,6,0.5881367291123787,0.5702334711730964,0.1920551533414165,0.0379864099344468,0.0950734319757092,0.6208539072033875,0.4142508694923486,0.2595330111286677,0.1490625165383011,0.6599073910767352,0.5592671366812383,0.3204241750376124,0.185943523627619,0.1330113155199093,0.2574813610989032,0,0,0,0,0,0,2,822937.0,Jesús Sánchez
2026-08-19,668723,TB,TOR,7,0.5068767526076927,0.4943435547745479,0.1290599918616945,0.016993766582711,0.0950209477982507,0.559400789711194,0.351335827047331,0.2067079382255739,0.1099575001245877,0.6500902239519115,0.4922378692098237,0.2603185333917048,0.1431428016197428,0.103980980083163,0.2090887431582009,0,0,0,0,0,0,3,822937.0,Ryan Vilade
2026-08-19,669701,TOR,TB,7,0.565581092943623,0.5491324118604034,0.1749782914964861,0.0323100274848836,0.0761331537983917,0.5954903080393069,0.3895731422070998,0.2394713333517911,0.134579652546892,0.5823724443387666,0.5171935248564492,0.2848338443762369,0.1613299435620466,0.1163377653332759,0.3244565378713079,0,1,1,3,1,1,4,822937.0,Josh Smith
2026-08-19,680700,TB,TOR,8,0.5058758634827164,0.4933536235461174,0.1291116842467398,0.0172743935601323,0.0806207338541069,0.5651862731633546,0.356872628273448,0.211129301291414,0.1130829365682752,0.4399948721115818,0.4777162501184635,0.2498689480524525,0.1366653461910662,0.0996645181239209,0.3534515637573758,0,1,0,4,2,1,4,822937.0,Richie Palacios
2026-08-19,678218,TOR,TB,8,0.5392678157462295,0.5246633269236362,0.1529265938894443,0.0243851291115869,0.0917416840956111,0.5935680605209152,0.3849452331953794,0.2340893155863054,0.1296840694597319,0.6461564956577486,0.5118293176131841,0.2780279567828881,0.1557637783116348,0.1125150906589209,0.2550585192653676,0,1,0,2,1,1,4,822937.0,Brandon Valenzuela
2026-08-19,670764,TB,TOR,9,0.4746115218882482,0.4636506143668677,0.1124653007950858,0.0140596035981663,0.0679620076382995,0.5414514227139351,0.3367974638551555,0.1966140826333857,0.1037440121153723,0.5426488693711212,0.4498971822959974,0.2302181680323426,0.1245240849506164,0.0915218964731145,0.3020818338279466,0,1,0,3,1,1,3,822937.0,Taylor Walls
2026-08-19,807727,TOR,TB,9,0.4656829016592203,0.4555904333893085,0.101782337163687,0.0097183646780717,0.0718792054610874,0.5365654936778766,0.3281176314909642,0.1874250579393706,0.0958756797793052,0.5214632316614608,0.4439792121775125,0.2222432382285792,0.1180702237405303,0.0872016514605415,0.1912294182443278,0,1,0,6,4,3,4,822937.0,Charles McAdoo
2026-08-19,668930,MIL,SEA,1,0.6490054375833704,0.6267476846391593,0.2467597424269673,0.0606582264986725,0.1055500084478065,0.6922712278823882,0.4916425681981752,0.3278414339846771,0.2021758362757935,0.714147798068193,0.6009303137135134,0.3608050226047217,0.216386614065755,0.1541646246107362,0.3525216114911081,0,0,1,0,0,0,5,823748.0,Brice Turang
2026-08-19,680977,SEA,MIL,1,0.6908735100867206,0.6654677833238033,0.2888656282583394,0.0808955001377376,0.0987305158176703,0.7204599240779056,0.5250634797494952,0.3595063317569503,0.2284224749409556,0.5243393416630765,0.6240446652125292,0.3843038698029375,0.2347557591808904,0.1671607335547665,0.4725010061936867,0,1,1,4,2,2,5,823748.0,Brendan Donovan
2026-08-19,694192,MIL,SEA,2,0.6832948157380097,0.6585273726057109,0.2783196482109724,0.0738537251760706,0.1293046728679984,0.7307880800128652,0.5356194363132181,0.3680479898931965,0.234319862675337,0.7024307421920746,0.6521442356215441,0.4111359924194021,0.2545513032010614,0.1806649588077125,0.2450640120610037,0,1,0,3,3,3,5,823748.0,Jackson Chourio
2026-08-19,668227,SEA,MIL,2,0.6467086062115914,0.6245927493226517,0.2456205945134704,0.0608651313996903,0.1213961007324656,0.7125688402018291,0.5153253864222032,0.350022850137828,0.2203856517112881,0.6917364055062437,0.6176647856640851,0.3775312452208927,0.2293321157557127,0.1632931107028045,0.43159829621173,0,1,1,3,1,1,5,823748.0,Randy Arozarena
2026-08-19,641343,MIL,SEA,3,0.6097328280600931,0.5903248378760857,0.2107399871294351,0.0454605778273569,0.1611019875474556,0.6939890946844739,0.4919644208711838,0.3270227526294461,0.2007459517998188,0.730650523516707,0.6243170213560382,0.3819061922601087,0.2314827195252594,0.164419896646264,0.4282149015167428,0,0,0,0,0,0,5,823748.0,Jake Bauers
2026-08-19,686527,SEA,MIL,3,0.6313552461093038,0.6103797274306205,0.2309929773359192,0.0544477280462462,0.149615165882213,0.6974494892903503,0.4972571437050848,0.3329291406108884,0.2062988532161394,0.6301895598745348,0.630786350283448,0.3898230990934265,0.2384218762598291,0.1695824659764283,0.3601068038863994,0,1,1,6,3,2,5,823748.0,Dominic Canzone
2026-08-19,661388,MIL,SEA,4,0.6280746762133677,0.6073894715444735,0.2252368134675484,0.0498324724742332,0.1097892657214901,0.6684548959031815,0.4637752974973258,0.3016086649788986,0.1805183680362534,0.5595007320372187,0.589243738393435,0.3479493674949394,0.2057631676203216,0.1464496816868329,0.2995789187828207,0,0,1,1,0,0,5,823748.0,William Contreras
2026-08-19,677594,SEA,MIL,4,0.6468267199608048,0.624747086299675,0.2432913257980196,0.0579305908726441,0.1252576514426589,0.6962611603507433,0.4953071143848527,0.3303420459415423,0.2034547405471501,0.6563867689692622,0.614855641229589,0.3732476995577458,0.2250373786206419,0.1598739136525608,0.2950635217017627,0,0,0,1,0,0,5,823748.0,Julio Rodríguez
2026-08-19,592885,MIL,SEA,5,0.6087141643670716,0.5893985440689793,0.2085000399078884,0.0433861043659371,0.1208873615810551,0.6632632955780908,0.4578111622803462,0.296141142464647,0.1761414498827831,0.7191318837665518,0.5866597720222756,0.3451457576158529,0.203519013038679,0.1448654696284049,0.3385071468784729,0,1,1,2,1,1,4,823748.0,Christian Yelich
2026-08-19,647304,SEA,MIL,5,0.6607419535773535,0.637693080290662,0.2552794989650342,0.0626849617080792,0.1155043431610703,0.689932896998055,0.4876477065282077,0.3231446069624453,0.1976153135668242,0.4835458804642931,0.6157495940340814,0.3736226588997718,0.2251525023681626,0.1599478012873061,0.3522663072778244,0,1,0,5,3,3,5,823748.0,Josh Naylor
2026-08-19,683734,MIL,SEA,6,0.6329795349624203,0.612020901815927,0.2280323594929959,0.0502505968378509,0.1026399794815685,0.6578312924818092,0.4515874985534919,0.2905178430274422,0.1717260498048511,0.5460154241547411,0.5909943956639567,0.3486854187469051,0.205910216658871,0.1464753175805545,0.2843919169270659,0,1,1,2,1,1,4,823748.0,Andrew Vaughn
2026-08-19,702284,SEA,MIL,6,0.6111897602665564,0.5917046317993983,0.2112331740283555,0.0451413139376165,0.1134196482575566,0.6528327413250921,0.447218405830718,0.2874982998650214,0.1700251621568155,0.5203827619271839,0.5797980865431639,0.3393353455862173,0.1997170079568858,0.1424568009728278,0.3445280262632616,0,0,1,1,0,0,5,823748.0,Cole Young
2026-08-19,800325,MIL,SEA,7,0.5263956783291007,0.5127237652812475,0.1417153507324745,0.0202600220101978,0.0742042933706462,0.5574143541859524,0.3502523053002143,0.2063207558682673,0.1099810796773341,0.5636575780669126,0.4902815372973944,0.2594526822356284,0.1428526414902703,0.1038057926583732,0.272793301401535,0,1,0,2,1,1,4,823748.0,Luis Lara
2026-08-19,663728,SEA,MIL,7,0.5408336475767408,0.5258282637406106,0.1586662894730357,0.0277338427563916,0.1672252875732016,0.6548797752702699,0.4490813236185311,0.2888214588536592,0.1707912895577638,0.76867589331108,0.5856968187766812,0.344404464425613,0.2031508320862402,0.1447068801658354,0.3704915934104801,0,0,1,0,0,0,4,823748.0,Cal Raleigh
2026-08-19,687401,MIL,SEA,8,0.5205575974318967,0.5071166827312019,0.139581452845706,0.020371370799582,0.0683327810805145,0.5592519875902547,0.3528367238405158,0.208864011974114,0.1120722646944579,0.4882657969446635,0.4839265070181367,0.2555564412945093,0.140725832520646,0.1023967004351512,0.2097738601427068,1,1,0,7,5,2,4,823748.0,Joey Ortiz
2026-08-19,621493,SEA,MIL,8,0.5796223688115298,0.5622450324436236,0.1858762157943047,0.0359456772877419,0.0986678452507405,0.6546798654937532,0.4486796580521078,0.2883464831863423,0.1703411526011581,0.6038218224823326,0.5492651444843888,0.3119338516223532,0.1800255039117032,0.128977011613854,0.4206857264682162,0,1,0,3,1,1,4,823748.0,Taylor Ward
2026-08-19,806198,MIL,SEA,9,0.5235431019704304,0.5101977149498376,0.1373987102964352,0.0181300672849256,0.0631871085845469,0.5636117256795372,0.3539688363550354,0.2079859538638633,0.1103439535232246,0.5157554191071766,0.4733238120159534,0.245327202891024,0.1332526997051079,0.0973630849112083,0.2584373696052444,0,0,0,0,0,0,4,823748.0,Cooper Pratt
2026-08-19,801126,SEA,MIL,9,0.4880363542834038,0.4768463125605921,0.1132445152220051,0.011570480541381,0.0701612338973447,0.5615282156316715,0.3493471018584707,0.2026914741524022,0.1055811594260608,0.5557985389436199,0.4593793719665055,0.2329266452588983,0.1245387964166502,0.0915116005552837,0.2709028901595061,0,1,0,1,3,1,4,823748.0,Brock Rodden
2026-08-19,679845,KC,ATH,1,0.6031573830379576,0.5841214349710596,0.2072265012328086,0.0453091754219096,0.0863737132771187,0.6210708800534059,0.4165770363248852,0.2629722012270593,0.1526897011803188,0.50636211292856,0.5657199631890846,0.3282706278786593,0.1926700792446662,0.1379119713323092,0.3685430441576413,0,0,1,0,0,0,3,824076.0,Nick Loftin
2026-08-19,703607,ATH,KC,1,0.6490614984901937,0.6267537561975871,0.2486727355491013,0.0628136596398349,0.084798831080486,0.6658030130411541,0.4638331062661804,0.3040230500834414,0.1842337989399672,0.741711710854192,0.5795064076949724,0.3419707570449957,0.2031544969528513,0.1452360796028667,0.2872226800626371,0,1,0,5,2,2,5,824076.0,Henry Bolte
2026-08-19,677951,KC,ATH,2,0.6813346801785407,0.6566329329864159,0.2766624011124663,0.0724630481941667,0.1407224163679159,0.7196911587789663,0.522893169527121,0.3560332151974437,0.2242338982063777,0.5315491192970999,0.6649421442259553,0.4249780314268341,0.2653419394958318,0.1880144739212345,0.2926019830714086,0,0,0,1,0,0,5,824076.0,Bobby Witt Jr.
2026-08-19,643446,ATH,KC,2,0.6725703986501453,0.6485604652962025,0.269351062343849,0.0707008761564772,0.0848797446436437,0.6738096691290827,0.471648437259399,0.3101931550553261,0.1884517522597328,0.4299701686008644,0.6058762753586073,0.3657991736473887,0.2202329400624558,0.1568498319974043,0.3031435137906492,0,1,0,5,3,2,4,824076.0,Jeff McNeil
2026-08-19,695506,KC,ATH,3,0.6234645467702687,0.6031022421802857,0.2220279099284945,0.0493857068440414,0.133845950731713,0.6711503076615055,0.4669945529644556,0.3048260942363615,0.1833686675058436,0.6399339223191834,0.6117067561861335,0.3695885848131993,0.2220965298958491,0.1578408022922066,0.2646846024439627,0,1,1,1,1,1,2,824076.0,Jac Caglianone
2026-08-19,680869,ATH,KC,3,0.6314124004311793,0.6104215106252092,0.2306868221597417,0.0538214424152791,0.1157536746184203,0.6755175527628102,0.4729134545514912,0.3109082014339015,0.1887252247015344,0.7916860400061537,0.60215969673012,0.3616822473435016,0.2168771629788342,0.1544526750006989,0.2689199986915207,0,1,0,3,1,1,4,824076.0,Zack Gelof
2026-08-19,672580,KC,ATH,4,0.6500330205158638,0.6277936145874117,0.2444387148777098,0.0574534212506976,0.074289744558875,0.6550805896497729,0.449543772792727,0.2893561383099843,0.1712759047604664,0.4833382795809153,0.5834824078154619,0.3426046089497414,0.2019324583153643,0.1438810410745466,0.2954788103927436,0,1,0,4,4,2,5,824076.0,Maikel Garcia
2026-08-19,671732,ATH,KC,4,0.6241722193701009,0.6037259829469419,0.2235367944435158,0.0505129477498403,0.1221697028227104,0.6685234875524441,0.4647624080848914,0.3033167869814276,0.1825405365245826,0.6786076313889079,0.6064937650441306,0.3651908125604381,0.2191612561654587,0.1559331722739726,0.3423698523205164,0,1,0,2,2,2,4,824076.0,Lawrence Butler
2026-08-19,686469,KC,ATH,5,0.6220275526931223,0.6018088110890373,0.2194618733971007,0.0474863390220327,0.099765903345892,0.6499203050124016,0.4438137474395032,0.2842227739759539,0.1672414241715872,0.4946324147380952,0.5826012590289519,0.3414352653592596,0.2009037400274338,0.1431320393168478,0.3014267244715909,1,1,1,8,6,3,5,824076.0,Vinnie Pasquantino
2026-08-19,695720,ATH,KC,5,0.5921136206187377,0.5740192266455361,0.1940787866273433,0.0383342147015794,0.0895098467117496,0.6375762497167998,0.4301597678817788,0.2722378013270675,0.1580925012170159,0.4957069890917867,0.5437449729404854,0.3064667407380339,0.1760007171040683,0.1262752843123896,0.2142464508532806,0,0,0,0,0,0,4,824076.0,Tommy White
2026-08-19,521692,KC,ATH,6,0.6227392726491604,0.6024934544263716,0.2195506921399965,0.0472383061117915,0.154138945676486,0.6663963773008923,0.4607526003823186,0.2984854843934248,0.1778158765561812,0.5781973783299325,0.6211744610281841,0.3775290239604199,0.2272701597592327,0.1611146321795757,0.2449234754571708,0,1,1,3,2,1,4,824076.0,Salvador Perez
2026-08-19,666126,ATH,KC,6,0.5801024351161782,0.562937193263783,0.1825641253690618,0.0336332389573665,0.0827100100913617,0.6003135925287242,0.3921503248049874,0.2403924856852306,0.1345575419915347,0.4753690653692905,0.543099017234511,0.3043845989719586,0.173940440114852,0.1248322459936562,0.2730506450677639,0,0,0,0,0,0,4,824076.0,Carlos Cortes
2026-08-19,695600,KC,ATH,7,0.5416748258344528,0.5267502678865664,0.1570742423666066,0.0263651701749926,0.0953253100252448,0.6074165651635115,0.3999646361651135,0.2471074471262707,0.1395241535985139,0.6883269124880701,0.5280151874962462,0.2927644547632014,0.1662594103410127,0.1195797642392438,0.3232186009467739,0,1,1,1,1,1,4,824076.0,Carter Jensen
2026-08-19,641680,ATH,KC,7,0.5429385569317083,0.5279085277400493,0.1584443465779137,0.0269957975618477,0.0911201844373908,0.5873257494536134,0.3813704369191316,0.2326214442580346,0.1294991289512995,0.4951852100884092,0.5105570119950897,0.278975083259087,0.1571502092257942,0.1134722938668207,0.2534840848366418,0,0,0,0,0,0,4,824076.0,Jonah Heim
2026-08-19,686475,KC,ATH,8,0.5228709047026591,0.50974655994702,0.1340119283947941,0.0158788837555097,0.0793003165527394,0.5804766927466564,0.366921424833172,0.2162196284993223,0.1147670447903658,0.4997456039715854,0.4915679060331913,0.2569677342301633,0.1397148246333899,0.1015778004443087,0.2173071577702497,0,1,1,2,1,1,4,824076.0,Tyler Tolbert
2026-08-19,622268,ATH,KC,8,0.5103105183500121,0.4976705054911745,0.12989060993905,0.016667521477973,0.0638876949100862,0.5441660439142553,0.3373803716777305,0.1959417126189604,0.1025820610041421,0.4334986417368459,0.4753723615118436,0.2470267358804966,0.1344012012803294,0.098135205279682,0.2944447709235664,0,1,0,4,2,2,4,824076.0,Donovan Walton
2026-08-19,664728,KC,ATH,9,0.4917142632452986,0.4801101646545654,0.1186359848732287,0.0141542338251921,0.0489057658996933,0.5347549699717452,0.3288977284767535,0.1895196695653502,0.0982693837952351,0.4710664497581166,0.449226835630774,0.2278781650234594,0.1223594261780967,0.090089962543251,0.1983124811177443,0,1,0,3,1,1,4,824076.0,Kyle Isbel
2026-08-19,691777,ATH,KC,9,0.4889065818908579,0.4773554816464468,0.1183580723652193,0.0145513467890742,0.0741853511741305,0.5530112432795052,0.3453716531456264,0.2020461292129544,0.106727089945599,0.7033495602136984,0.4660770950667562,0.2406236533790234,0.1305434758922235,0.0955637793809788,0.2159049255389678,1,1,0,6,5,2,4,824076.0,Max Muncy
2026-08-19,665161,HOU,LAA,1,0.6791863908268985,0.6547029872691934,0.2754372331150229,0.0733621547160138,0.1113996035077935,0.7116271176735606,0.5137213238201412,0.3480915410721937,0.218456942846268,0.663455631254809,0.6273071542456147,0.38652369219206,0.2358657786059937,0.1677280825431119,0.3350437825690643,0,0,0,0,0,0,1,824155.0,Jeremy Peña
2026-08-19,685133,LAA,HOU,1,0.6712390618874247,0.6473435296472966,0.2699236269680839,0.0729117770167269,0.0895000839894409,0.6665435492048143,0.4647933271496339,0.3051318696802891,0.1853591899836728,0.62528008868418,0.6028332687465231,0.3640180193798743,0.2197478780978092,0.1568880693202567,0.3777254231120184,0,0,0,0,0,0,3,824155.0,Wade Meckler
2026-08-19,670541,HOU,LAA,2,0.6904682579346202,0.6651521416851357,0.2856044784418143,0.0773204312004498,0.2139727110930886,0.7583891368162753,0.5697855338869067,0.4012385920352821,0.2622792576961719,0.5331156224262542,0.7076502038930552,0.4726293421584854,0.30490186246663,0.2167444032794775,0.5198767822778624,0,1,0,2,1,1,4,824155.0,Yordan Alvarez
2026-08-19,545361,LAA,HOU,2,0.6212657005525805,0.6009085471815655,0.2230144547778191,0.0510255936822399,0.1832241492872352,0.6950811134257459,0.4953810104328477,0.3314371148586809,0.2050834604754227,0.7458113475863554,0.6453549634749179,0.405289390406747,0.2504412086429284,0.1778487977287689,0.4391900674427917,0,1,1,1,1,1,4,824155.0,Mike Trout
2026-08-19,670623,HOU,LAA,3,0.593303950468116,0.5749632471255017,0.1979234610054616,0.0408678885220221,0.1187846719252527,0.6545850845502236,0.4496915957202802,0.2900324868918901,0.1722224808856202,0.5299627239825736,0.5737438907393765,0.3344750039958541,0.1965000086195765,0.1403160322478214,0.4863245690941918,0,1,1,2,1,1,4,824155.0,Isaac Paredes
2026-08-19,694384,LAA,HOU,3,0.6578189011768857,0.634921932653827,0.2542211648301652,0.0631827039379206,0.0968443089295361,0.6641773315395952,0.4606867804910489,0.3000773727871977,0.1802394517691848,0.4513012439309384,0.592867898660771,0.3528242131341508,0.2101962164236313,0.1497744727122282,0.4233203393767674,0,0,0,0,0,0,4,824155.0,Nolan Schanuel
2026-08-19,514888,HOU,LAA,4,0.6377430638534715,0.6163910461884112,0.2338520616287171,0.0536206574257982,0.1119695026621244,0.6944745124186614,0.4922910067417483,0.3270071210769585,0.20042945350901,0.6020665620443011,0.5968196652805847,0.3551566529776319,0.2112383373394453,0.1503186268854955,0.3572467178422445,0,1,0,2,2,1,4,824155.0,Jose Altuve
2026-08-19,687263,LAA,HOU,4,0.622499212011797,0.6021625575104691,0.2221429603785173,0.0499254958550263,0.1267964540720246,0.6774631195552826,0.4744405553547658,0.3117980954841574,0.1890656878990539,0.775005155991698,0.613482622494215,0.3719385369450278,0.2241889183425355,0.15938684777322,0.3279471951477715,0,1,0,1,1,1,4,824155.0,Zach Neto
2026-08-19,664774,HOU,LAA,5,0.5483723025018429,0.53296973000849,0.1629665182081355,0.0286812976416764,0.0973036141784361,0.6145792192376079,0.4078682433742976,0.2541396247485673,0.1450160913140746,0.557620897066952,0.5255307042083072,0.2916332218794998,0.1659143912388817,0.1194206660121251,0.5477599768687137,0,1,0,1,1,1,3,824155.0,LaMonte Wade Jr.
2026-08-19,694208,LAA,HOU,5,0.5925934284853036,0.5744410973898715,0.1951644825498867,0.0391768523133148,0.1132453240629902,0.6331369444406943,0.4261437883157953,0.2692577100429822,0.1561807098575694,0.5372610713146864,0.5687774595140249,0.3285703827981664,0.1917181004616087,0.1370102194371296,0.3135779674035843,0,0,1,0,0,0,4,824155.0,Moisés Ballesteros
2026-08-19,701358,HOU,LAA,6,0.5525851703132955,0.536937277145674,0.1655914658642243,0.0292382968127413,0.0941985546538627,0.6099046642478152,0.4031882668132888,0.2502099689012766,0.1420741522662054,0.6720035130979194,0.5302643108835648,0.2953639485457561,0.1683373029468026,0.121017009680709,0.3475098687008485,0,0,0,1,0,0,3,824155.0,Cam Smith
2026-08-19,687093,LAA,HOU,6,0.5948154471344468,0.5764630731267704,0.1972107194195235,0.0395910498093115,0.0770775098761841,0.6074297461591044,0.4012409018469959,0.2489535602330904,0.1414031826123634,0.555554787901297,0.5363879884348673,0.300885063678278,0.1723280938432343,0.1237588454011442,0.2578817566543581,0,0,1,1,0,0,4,824155.0,Vaughn Grissom
