game_date,player_id,team,opponent,lineup_slot,prob_hit,prob_hits_over_0.5,prob_hits_over_1.5,prob_hits_over_2.5,prob_hr,prob_hrr_over_0.5,prob_hrr_over_1.5,prob_hrr_over_2.5,prob_hrr_over_3.5,prob_k,prob_tb_over_0.5,prob_tb_over_1.5,prob_tb_over_2.5,prob_tb_over_3.5,prob_walk,got_hr,got_hit,got_walk,hrr,total_bases,hits,pa,game_pk,name
2026-08-18,650490,TB,TOR,4,0.6934694403961328,,,,0.0940475392908478,0.7120450829580804,0.5127806601307012,0.3459491981810875,0.2157255621131318,0.5206016821812386,,,,,0.3806154814491226,0,1,0,3,2,2,4,822938.0,Yandy Díaz
2026-08-18,543807,TOR,TB,4,0.6598126842161997,,,,0.1196144235898491,0.7093103177194482,0.5109184869048946,0.3453290317711621,0.2161126836601092,0.5672613081535711,,,,,0.3327449163679136,0,1,1,5,4,3,5,822938.0,George Springer
2026-08-18,689414,TB,TOR,5,0.5826628158435752,,,,0.0848808124827272,0.6279929244003112,0.4214533942875616,0.2653965925645872,0.1532702601689045,0.3637523257898105,,,,,0.4500154635663345,0,1,0,2,1,1,4,822938.0,Liam Hicks
2026-08-18,660821,TOR,TB,5,0.6083895295092259,,,,0.1068292139328315,0.6410501530854672,0.4355768831469884,0.2778782786896355,0.163003928930627,0.6285972827847425,,,,,0.2620734177663393,0,1,1,2,2,1,4,822938.0,Jesús Sánchez
2026-08-18,683748,TB,TOR,6,0.518700331191951,,,,0.1146302972488565,0.5995774979034703,0.3907665330545624,0.2386812106015532,0.1328978890365178,0.4904769536617696,,,,,0.3098220376252634,0,0,1,0,0,0,1,822938.0,Victor Mesa Jr.
2026-08-18,672960,TOR,TB,6,0.6141236633315109,,,,0.1274760284122099,0.679052811109398,0.4759056290069289,0.3128198552533812,0.1896744878891684,0.7409648610107824,,,,,0.2816918213230572,1,1,0,3,4,1,5,822938.0,Kazuma Okamoto
2026-08-18,656775,TB,TOR,7,0.5521192281939403,,,,0.1036090595837108,0.6207495188567794,0.4140981361764644,0.2591894956203334,0.148622830406643,0.5546645002068654,,,,,0.3612608376500367,0,1,0,3,1,1,4,822938.0,Cedric Mullins
2026-08-18,665926,TOR,TB,7,0.6179069997484484,,,,0.0854801463826361,0.640803994055903,0.4350235784988691,0.2771658122300369,0.1622808751196167,0.5428592492112541,,,,,0.2504843560003243,0,1,0,1,1,1,5,822938.0,Andrés Giménez
2026-08-18,680700,TB,TOR,8,0.4913689528583109,,,,0.0648617966397765,0.5517983570862613,0.3453407598313686,0.2025705080557065,0.1074404523473151,0.4314309141758918,,,,,0.3731185009859339,0,1,0,3,1,1,4,822938.0,Richie Palacios
2026-08-18,676391,TOR,TB,8,0.6315460099954788,,,,0.0632245785905696,0.644998716530826,0.4376648933935089,0.2783269729308716,0.1624322475448548,0.3491522676582953,,,,,0.1642145050147369,0,1,0,6,3,3,5,822938.0,Ernie Clement
2026-08-18,670764,TB,TOR,9,0.4824131370665892,,,,0.0587417033297874,0.5537570001530097,0.3487502847746775,0.2061484911705828,0.110489385500879,0.5414706209305149,,,,,0.3381808066953691,0,1,0,3,1,1,4,822938.0,Taylor Walls
2026-08-18,669701,TOR,TB,9,0.5448443865073674,,,,0.0741560827838485,0.5919904952838227,0.3847659460760192,0.2346668409619265,0.1305678102118861,0.5174711960546512,,,,,0.3144881790810421,1,1,0,5,5,2,5,822938.0,Josh Smith
2026-08-18,687462,PIT,DET,1,0.6353237890897298,,,,0.1102856129947405,0.6814416765032445,0.4800361480691753,0.3176230715300253,0.1942683566480924,0.4365316307710936,,,,,0.4377268082962255,0,1,1,2,1,1,4,823341.0,Spencer Horwitz
2026-08-18,650402,DET,PIT,1,0.6685148472659698,,,,0.0988155369573582,0.7086285872683141,0.5117243168318077,0.3473220489508694,0.2186845340191917,0.6935123299665528,,,,,0.3660871152023655,0,1,0,1,1,1,4,823341.0,Gleyber Torres
2026-08-18,664040,PIT,DET,2,0.6401552473539615,,,,0.1804996851991609,0.7019150191690643,0.5022638137037436,0.3371825574443678,0.2093840666896566,0.7031376097388999,,,,,0.337157411604125,0,0,0,0,0,0,4,823341.0,Brandon Lowe
2026-08-18,805808,DET,PIT,2,0.6795174963686333,,,,0.1085127812175529,0.7111765406459722,0.5141209701018798,0.3491176373327809,0.2198161282664362,0.5796108408804805,,,,,0.4960511453588323,0,1,0,1,1,1,4,823341.0,Kevin McGonigle
2026-08-18,668804,PIT,DET,3,0.6516230488080896,,,,0.1239358907920484,0.691299132058423,0.4898119481826872,0.325528342255534,0.1998551271617915,0.6215948922519039,,,,,0.4101690482898567,0,1,0,2,1,1,4,823341.0,Bryan Reynolds
2026-08-18,690993,DET,PIT,3,0.6229575435287629,,,,0.0952740207456857,0.6450385209363679,0.4407058235742572,0.2829777414308538,0.1673803007948412,0.6241821762505096,,,,,0.2967696755833882,0,1,0,1,1,1,3,823341.0,Colt Keith
2026-08-18,699013,PIT,DET,4,0.594265468566221,,,,0.1383554404657217,0.6836576922915667,0.480041383333639,0.3157979442513646,0.1914640477175018,0.7692766191423537,,,,,0.4199187695700645,0,0,1,1,0,0,4,823341.0,Esmerlyn Valdez
2026-08-18,680664,DET,PIT,4,0.551078295996113,,,,0.100873069449134,0.666272203956167,0.4550392519099919,0.2897538240271068,0.1687093548112893,0.5648371880069382,,,,,0.1818678695984848,0,0,0,0,0,0,4,823341.0,Eduardo Valencia
2026-08-18,665833,PIT,DET,5,0.6114626232012561,,,,0.1520194173024415,0.6921976529307485,0.4896890185014415,0.3244942571921365,0.1983079014734106,0.7305106767638938,,,,,0.3717335361850211,1,1,0,4,4,1,3,823341.0,Oneil Cruz
2026-08-18,656716,DET,PIT,5,0.5606917320480459,,,,0.0712075361231765,0.6025146026777842,0.3971566354016314,0.2460596614760817,0.1396487520654822,0.5576771793966582,,,,,0.3125100071876099,0,0,0,0,0,0,3,823341.0,Zach McKinstry
2026-08-18,663968,PIT,DET,6,0.6330122843641499,,,,0.0571931499703435,0.6345815159762802,0.4269290422733209,0.2692165312041709,0.1555895137611455,0.4863457213512693,,,,,0.2142110505720798,0,1,0,1,1,1,3,823341.0,Jake Mangum
2026-08-18,679529,DET,PIT,6,0.5765755792411356,,,,0.0983831362925308,0.6368535008635252,0.4315696910010885,0.2746584074518887,0.1607014692887297,0.7770412784464722,,,,,0.2996318903193239,0,0,0,0,0,0,3,823341.0,Spencer Torkelson
2026-08-18,804668,PIT,DET,7,0.4871403354195511,,,,0.0759690979498414,0.5389614808773772,0.3315464865267141,0.1907213570189777,0.0985589729202568,0.6031730014728838,,,,,0.2555449820937726,0,1,0,2,2,1,3,823341.0,Rafael Flores Jr.
2026-08-18,814430,DET,PIT,7,0.4961386732403937,,,,0.0887282481226308,0.6746549330901093,0.4569753561752763,0.2857658928534319,0.1615295843892901,0.5419793659544558,,,,,0.2290859244727974,1,1,0,4,5,2,3,823341.0,Brett Callahan
2026-08-18,694378,PIT,DET,8,0.4965801295537188,,,,0.0843922668497936,0.5504850398864444,0.340999655486976,0.1973189784735406,0.1026238698887168,0.3502506757774654,,,,,0.2219209154103974,0,0,0,0,0,0,3,823341.0,Jacob Gonzalez
2026-08-18,703601,DET,PIT,8,0.5269050203071722,,,,0.0717014153877186,0.5548388123371693,0.3483137623993712,0.204981412380121,0.1091745314749199,0.5985746390034611,,,,,0.2516927015424345,0,0,0,0,0,0,3,823341.0,Max Clark
2026-08-18,669707,PIT,DET,9,0.5279956646633627,,,,0.0549027034844218,0.5702847102533586,0.3632720293775044,0.2170180472033655,0.1177374963384951,0.5074170837963351,,,,,0.2592863720334932,0,1,0,2,1,1,3,823341.0,Jared Triolo
2026-08-18,595879,DET,PIT,9,0.5615053312884254,,,,0.0593591375805152,0.6028222722342491,0.3958806729730301,0.2440200371106567,0.1375058702220307,0.62416623480418,,,,,0.1553764712314431,0,0,0,0,0,0,3,823341.0,Javier Báez
2026-08-18,656941,PHI,MIA,1,0.618185357525293,,,,0.2373939811413006,0.7238877607404448,0.5286539394497008,0.3624313830993747,0.230483549896776,0.8176540008555794,,,,,0.5636172849251416,0,1,0,2,1,1,5,823423.0,Kyle Schwarber
2026-08-18,805300,MIA,PHI,1,0.6312293842863336,,,,0.1027367693090717,0.6585373098434388,0.456530670112233,0.2977829176761959,0.1794940489072571,0.6854737333580685,,,,,0.4594680186555908,0,0,1,0,0,0,4,823423.0,Jakob Marsee
2026-08-18,607208,PHI,MIA,2,0.7082623963155064,,,,0.1276478401898667,0.7329682215146109,0.5388167098101311,0.371493397867329,0.2375133484956985,0.5676599081091463,,,,,0.3570989074836652,0,0,1,1,0,0,5,823423.0,Trea Turner
2026-08-18,669364,MIA,PHI,2,0.6954704047610847,,,,0.075360144681758,0.6790538350304658,0.478017382051194,0.3163056990079289,0.193614244639478,0.5777668528589754,,,,,0.3682465882346862,0,1,1,2,1,1,4,823423.0,Xavier Edwards
2026-08-18,547180,PHI,MIA,3,0.6557077302669855,,,,0.149435169298167,0.7195036407526803,0.5220780475451103,0.3550864062764249,0.2235319691647223,0.6053207469749244,,,,,0.5242877587421824,0,0,1,1,0,0,4,823423.0,Bryce Harper
2026-08-18,672640,MIA,PHI,3,0.6599309583500906,,,,0.0783693643684977,0.6640930701820824,0.4612567070782172,0.3010631390658519,0.1814119462464458,0.5896962715555025,,,,,0.212815930734737,0,0,1,1,0,0,4,823423.0,Otto Lopez
2026-08-18,650333,PHI,MIA,4,0.7325942158959321,,,,0.0663235485460267,0.7093758776272348,0.50971432333262,0.3431428268956842,0.2134862896114295,0.3164154977222876,,,,,0.265904782792557,0,1,0,4,3,3,4,823423.0,Luis Arraez
2026-08-18,665052,MIA,PHI,4,0.5787499571461158,,,,0.153710363727732,0.6526742760376222,0.44637172482947,0.286338085118879,0.1689202347590789,0.7534895595050225,,,,,0.3283543088654268,1,1,0,5,5,2,4,823423.0,Griffin Conine
2026-08-18,664761,PHI,MIA,5,0.6682704043194588,,,,0.1006929331838734,0.6893894181603883,0.4865722299505643,0.3217125697431294,0.1961354945135097,0.4385015933241458,,,,,0.3325318839434999,0,1,0,5,3,2,4,823423.0,Alec Bohm
2026-08-18,681715,MIA,PHI,5,0.5611989912479198,,,,0.1276481121188991,0.6312656720234877,0.4255977836393015,0.2694782265111559,0.1567508498568628,0.8080085334758802,,,,,0.2794718944643779,0,1,0,2,1,1,4,823423.0,Heriberto Hernández
2026-08-18,681082,PHI,MIA,6,0.6172755904663673,,,,0.077802371882115,0.6465833526149987,0.4403317043556837,0.2811614178302642,0.164882494347763,0.4804026894274498,,,,,0.3621692837083528,0,1,1,5,1,1,4,823423.0,Bryson Stott
2026-08-18,682663,MIA,PHI,6,0.5785955716875784,,,,0.0930784865811017,0.6276580631347366,0.4223542632554949,0.2669962816720506,0.1550578324668025,0.7225722104702784,,,,,0.2511400987471985,0,0,0,0,0,0,4,823423.0,Agustín Ramírez
2026-08-18,669016,PHI,MIA,7,0.5775309643445905,,,,0.0810184621628582,0.6142205304287122,0.4064402998705111,0.2522024320556241,0.1431064187524745,0.6228231408522267,,,,,0.2845220678794731,0,1,0,1,1,1,4,823423.0,Brandon Marsh
2026-08-18,683357,MIA,PHI,7,0.5238294149237318,,,,0.1249701087944382,0.5928717592499808,0.3837324189318433,0.2326928585563726,0.1284325432918449,0.8220215449157947,,,,,0.2610229476743525,0,0,0,0,0,0,3,823423.0,Owen Caissie
2026-08-18,592663,PHI,MIA,8,0.604507458757638,,,,0.1012837798894241,0.6527134333443565,0.4459253322448994,0.2853950283851634,0.1676868740078651,0.5588388971284197,,,,,0.3405519203058483,0,0,1,0,0,0,4,823423.0,J.T. Realmuto
2026-08-18,691594,MIA,PHI,8,0.5211632301234286,,,,0.0564656082207502,0.5387112998472299,0.3351773657786478,0.1957752660303265,0.1034405986884936,0.3982148053872372,,,,,0.1579950025506577,0,1,0,1,1,1,4,823423.0,Javier Sanoja
2026-08-18,702222,PHI,MIA,9,0.5380264921535146,,,,0.049260989096191,0.5574521880913861,0.3492625824547302,0.2048282478626273,0.1084920655264993,0.421134971370922,,,,,0.2262726271583837,0,1,0,3,2,2,4,823423.0,Justin Crawford
2026-08-18,640459,MIA,PHI,9,0.444662768223911,,,,0.0599390997959208,0.4807433102151554,0.2834033211728987,0.1564189182400007,0.0767722408108173,0.6526377986779082,,,,,0.1788016600337194,0,0,1,1,0,0,3,823423.0,Brian Navarreto
2026-08-18,596019,NYM,SD,1,0.6626415815706035,,,,0.1466621837821732,0.7285351689105616,0.5341699068080261,0.3676357234072248,0.2347664524385201,0.6574823980457017,,,,,0.4087142023951984,0,0,0,0,0,0,5,823586.0,Francisco Lindor
2026-08-18,665487,SD,NYM,1,0.7053892648175307,,,,0.1495398048707071,0.7445593625810005,0.5545959810656068,0.3881001570123179,0.2525744684843146,0.5761570333422906,,,,,0.3963881443963389,1,1,0,7,8,2,5,823586.0,Fernando Tatis Jr.
2026-08-18,666182,NYM,SD,2,0.7001827330115765,,,,0.1197922385513461,0.7194463865699312,0.5226427222631265,0.3561368638393737,0.2248039246834947,0.5900160055071685,,,,,0.3199561335480681,0,1,0,2,4,2,5,823586.0,Bo Bichette
2026-08-18,650859,SD,NYM,2,0.6513781749192478,,,,0.0899482410873094,0.6709534107563564,0.4691315448176758,0.308340906370537,0.1873123098347099,0.5083016145117466,,,,,0.2986863349337112,0,1,1,1,1,1,4,823586.0,Luis Rengifo
2026-08-18,673357,NYM,SD,3,0.6240277517459396,,,,0.1594816940890152,0.6884026948394933,0.4864774275598755,0.3224280079334718,0.1973220434933081,0.7331620306833664,,,,,0.3289060745516154,1,1,0,3,4,1,4,823586.0,Luis Robert Jr.
2026-08-18,592518,SD,NYM,3,0.672486864500999,,,,0.1638123596317436,0.722050471512497,0.5262726316915829,0.3600245210543303,0.228380217250216,0.5875177865956895,,,,,0.3271705070465329,1,1,1,5,6,3,5,823586.0,Manny Machado
2026-08-18,701807,NYM,SD,4,0.6472915295979306,,,,0.0932559779059009,0.6722833523164315,0.4683543036682392,0.3059894520946016,0.1842386034905885,0.6649210855878072,,,,,0.3290805426652974,0,0,0,0,0,0,4,823586.0,Carson Benge
2026-08-18,664034,SD,NYM,4,0.6716946930491564,,,,0.1082163202890305,0.678053763060801,0.4756669488436765,0.3132566266222519,0.1905037111480545,0.5408527343804179,,,,,0.3148875708475948,0,1,0,2,1,1,5,823586.0,Ty France
2026-08-18,682626,NYM,SD,5,0.5666164125460628,,,,0.1483390895452845,0.6334337568686416,0.4268220784571399,0.2697967138790645,0.1564634052688006,0.7256421053358912,,,,,0.3910010024877288,0,0,1,0,0,0,4,823586.0,Francisco Alvarez
2026-08-18,701538,SD,NYM,5,0.6456309187405755,,,,0.1203236684576214,0.6840726518076145,0.4816921886067374,0.3181692240289785,0.1940035639504879,0.5917189394598886,,,,,0.2324901022001685,0,0,0,0,0,0,4,823586.0,Jackson Merrill
2026-08-18,666624,NYM,SD,6,0.540342713044385,,,,0.1220288555636229,0.6110710313561967,0.404583587117045,0.2514348708080588,0.1430337679331787,0.7924972510672279,,,,,0.3356628250620406,0,1,1,1,1,1,4,823586.0,Christopher Morel
2026-08-18,593428,SD,NYM,6,0.6433721305189405,,,,0.0918369633572425,0.6695454821465444,0.4656419701607041,0.303815994967671,0.1827289935265826,0.5174180104542666,,,,,0.3602269877070922,0,0,0,0,0,0,4,823586.0,Xander Bogaerts
2026-08-18,543760,NYM,SD,7,0.5898135352567659,,,,0.1336577275198498,0.6603958953684446,0.4547328652722353,0.2934402489154629,0.1741051657138585,0.5941249138179354,,,,,0.3473814236532608,0,0,1,0,0,0,4,823586.0,Marcus Semien
2026-08-18,669720,SD,NYM,7,0.6419278224335018,,,,0.1067124880944151,0.6748711429513773,0.4705788927433566,0.3075492030963259,0.1851645423406639,0.5748081904645197,,,,,0.233741815423169,0,1,0,1,1,1,4,823586.0,Austin Hays
2026-08-18,805999,NYM,SD,8,0.572414519115252,,,,0.0761206280700702,0.6117275213688276,0.4047299738980626,0.2512302262272886,0.1426640952706064,0.6930838751888724,,,,,0.3092955707613919,0,0,1,0,0,0,4,823586.0,A.J. Ewing
2026-08-18,666023,SD,NYM,8,0.5786292766034111,,,,0.0774455251107045,0.6024593808735437,0.3949374215618043,0.2429040501050156,0.1364821162249449,0.4682216272555039,,,,,0.2257738351263629,0,1,0,1,1,1,4,823586.0,Freddy Fermin
2026-08-18,620443,NYM,SD,9,0.4902609448970911,,,,0.0791560298629391,0.5475987198019024,0.3397221947045352,0.197161420676544,0.1030448351647758,0.5007926725765225,,,,,0.2589179914172807,1,1,0,4,5,2,3,823586.0,Luis Torrens
2026-08-18,630105,SD,NYM,9,0.5585147589254318,,,,0.06929870680993,0.6120894669597661,0.405772476824132,0.2525741469073966,0.1440001566690579,0.5406256205491017,,,,,0.333511022525524,0,1,0,2,1,1,4,823586.0,Jake Cronenworth
2026-08-18,807712,MIN,ATL,1,0.6830717350949537,,,,0.0953464082653381,0.7102857183648794,0.51254640829699,0.3471738825200294,0.2178352174308924,0.4898815485393356,,,,,0.4325323850962524,0,1,0,2,2,2,4,823667.0,Luke Keaschall
2026-08-18,686948,ATL,MIN,1,0.7166741431326443,,,,0.1749773258301302,0.7503256253899929,0.5618073552916864,0.3951485506318115,0.2585345068893462,0.5885958790369594,,,,,0.3808432084904244,1,1,0,4,5,2,4,823667.0,Drake Baldwin
2026-08-18,663616,MIN,ATL,2,0.6116658679435494,,,,0.1228759628288898,0.6636088392059539,0.4599757358561055,0.2993670191086391,0.179667397041999,0.5950693094251998,,,,,0.3597529181795747,0,0,0,0,0,0,3,823667.0,Trevor Larnach
2026-08-18,660670,ATL,MIN,2,0.7084951313692015,,,,0.1648338516429519,0.7539193131212165,0.5658242901373598,0.3987622558603524,0.2613852210057096,0.7158679935849253,,,,,0.4165948057999145,0,0,0,0,0,0,4,823667.0,Ronald Acuña Jr.
2026-08-18,680777,MIN,ATL,3,0.6363094857354524,,,,0.1219166464304521,0.678700443868902,0.4756194468030025,0.3126124466033418,0.189529347700603,0.5533739625852506,,,,,0.3941390062144502,0,1,0,5,4,2,4,823667.0,Ryan Jeffers
2026-08-18,621566,ATL,MIN,3,0.7006930547967799,,,,0.2839186130010539,0.7684705248232696,0.5837577241248839,0.4160615175953892,0.2758253968745408,0.7406842238560579,,,,,0.4050237145621197,0,0,0,0,0,0,4,823667.0,Matt Olson
2026-08-18,605137,MIN,ATL,4,0.6144452667917326,,,,0.1219551474140136,0.6613626145059793,0.4566850777598205,0.2958256118242486,0.1764450334099083,0.5936851380811479,,,,,0.3527422405842018,1,1,0,5,5,2,4,823667.0,Josh Bell
2026-08-18,671739,ATL,MIN,4,0.7197795281195357,,,,0.1528940908829303,0.73920762568637,0.5460816744875132,0.3781610765795357,0.2428148498340683,0.5968498511653426,,,,,0.2267028938137469,0,1,0,3,5,3,4,823667.0,Michael Harris II
2026-08-18,665019,MIN,ATL,5,0.5434700473560727,,,,0.1344970800841313,0.6223142454258281,0.4147583277000282,0.2592552176190369,0.148396565710421,0.608663938321939,,,,,0.2490443052456213,0,1,1,1,1,1,4,823667.0,Kody Clemens
2026-08-18,645277,ATL,MIN,5,0.6787557699326429,,,,0.1534691460596565,0.7170062671283763,0.5192678946687987,0.3525792175908506,0.2215931057230025,0.5322720031241914,,,,,0.3148592854132269,0,1,0,1,1,1,4,823667.0,Ozzie Albies
2026-08-18,668904,MIN,ATL,6,0.6224969726999986,,,,0.1310831085251749,0.6703717860310812,0.4652605939967897,0.3024921367359786,0.1809444118493413,0.6206564135711656,,,,,0.2823298416101619,0,0,0,0,0,0,4,823667.0,Royce Lewis
2026-08-18,573262,ATL,MIN,6,0.5938845444178176,,,,0.1438393028026683,0.6536050026497914,0.448009091421459,0.2880570884908111,0.1703639796381982,0.6248944950596915,,,,,0.3724115789060839,0,0,1,0,0,0,2,823667.0,Mike Yastrzemski
2026-08-18,686797,MIN,ATL,7,0.6071017783103095,,,,0.0972417227811402,0.6302653044475957,0.4232975011421207,0.2666084003482429,0.1539246774547235,0.4932078073746829,,,,,0.2427051946051334,0,1,0,1,1,1,3,823667.0,Brooks Lee
2026-08-18,663586,ATL,MIN,7,0.6486057433528737,,,,0.1503032811108479,0.7006499442192113,0.4995775145936689,0.333759618850253,0.2059085265198875,0.7841882997516948,,,,,0.2745973294375446,0,0,0,0,0,0,4,823667.0,Austin Riley
2026-08-18,702176,MIN,ATL,8,0.4871883786482876,,,,0.0716642725750486,0.537729888309889,0.3316620517302442,0.1915380358355884,0.0995741235708776,0.469431418981252,,,,,0.2887250678246096,0,0,0,0,0,0,3,823667.0,Alan Roden
2026-08-18,643289,ATL,MIN,8,0.6030940618230631,,,,0.0657397484563075,0.6221393249366135,0.4143380632321427,0.2587685341227526,0.147964429825891,0.4197066286885462,,,,,0.1767588559507992,0,0,0,0,0,0,3,823667.0,Mauricio Dubón
2026-08-18,701785,MIN,ATL,9,0.5136432484656693,,,,0.0748099114360529,0.5627424992455482,0.3507930086263565,0.2039175181289164,0.1065005121200464,0.5511480463372481,,,,,0.249460423198089,0,1,0,2,1,1,3,823667.0,Kaelen Culpepper
2026-08-18,669221,ATL,MIN,9,0.5556783772082923,,,,0.1055262241221237,0.6259868696813781,0.4188720730628852,0.2629357967724194,0.1512792088481874,0.7076551258585404,,,,,0.3115519642544667,0,0,0,0,0,0,3,823667.0,Sean Murphy
