game_pk,player_id,name,team,opponent,is_home,lineup_slot,lineup_status,opposing_pitcher,venue_name,start_time_utc,expected_pa,batter_pa_seen,pitcher_pa_seen,exp_runs,form_z,form_state,prob_hr,prob_hit,prob_walk,prob_k,prob_hrr_over_0.5,prob_hrr_over_1.5,prob_hrr_over_2.5,prob_hrr_over_3.5,prob_tb_over_0.5,prob_tb_over_1.5,prob_tb_over_2.5,prob_tb_over_3.5,prob_hits_over_0.5,prob_hits_over_1.5,prob_hits_over_2.5,predicted_at_utc
822686,695578,James Wood,WSH,ATL,1,1,confirmed,Grant Holmes,Nationals Park,2026-09-02T17:05:00Z,4.602352263437452,1565,1327,0.7528472718009417,-0.6859812963698726,Normal,0.1967315071990977,0.6678842491410467,0.5581929160995291,0.7616484819460995,0.7515174876455878,0.5616592366370221,0.393736226330302,0.2565275015443232,0.688459459692568,0.4503353355156603,0.2862619172643221,0.2032189892918965,0.6453488850713169,0.2649630881072275,0.0688075012267912,2026-09-02T15:30:47Z
822686,686948,Drake Baldwin,ATL,WSH,0,1,confirmed,Brad Lord,Nationals Park,2026-09-02T17:05:00Z,4.687915433997057,959,0,0.6685165878686969,0.205280509961481,Normal,0.1663235617484633,0.728596317296386,0.3622164038546959,0.5918580248148441,0.7651835948712864,0.5795202423482436,0.4119119699636562,0.2725074090191474,0.6956787794808379,0.4590772504846989,0.2939017838446003,0.2089010822135606,0.701605929855297,0.3291110627827358,0.1008881400725546,2026-09-02T15:30:47Z
822686,694673,Abimelec Ortiz,WSH,ATL,1,2,confirmed,Grant Holmes,Nationals Park,2026-09-02T17:05:00Z,4.167930393059412,96,1327,0.5198475948668295,-0.4925195197890998,Normal,0.1467825079106232,0.6290692986586535,0.3191935377939744,0.6272084265210162,0.6967129312415208,0.4946670283837115,0.328979243209019,0.2020527458526514,0.6241908048540762,0.3804749767364992,0.2295949028207306,0.1626823129253117,0.6092890196374005,0.2265553598077025,0.0508672342151784,2026-09-02T15:30:47Z
822686,660670,Ronald Acuña Jr.,ATL,WSH,0,2,confirmed,Brad Lord,Nationals Park,2026-09-02T17:05:00Z,4.687915433997056,2280,0,0.6580192588250304,-0.0667514891737318,Normal,0.1496670652450271,0.7035205516060168,0.434262046316768,0.6703978739238992,0.7559241073690012,0.5676903847338736,0.4000965460900506,0.2622985211076989,0.6702423401026073,0.4307439253230349,0.2705609689526231,0.1920962448127701,0.6784021853273322,0.3016412396850528,0.0866326812781387,2026-09-02T15:30:47Z
822686,686611,Dylan Crews,WSH,ATL,1,3,confirmed,Grant Holmes,Nationals Park,2026-09-02T17:05:00Z,4.167930393059412,813,1327,0.4627356596811347,-0.228029574536274,Normal,0.1045427692747193,0.5973483252882634,0.3179584673287782,0.7197939651951865,0.6495596576409747,0.4437696461767467,0.2843114355591112,0.1675964720231453,0.5685344968609405,0.3282746469167716,0.1912494753975469,0.1364039945663723,0.5796327004805187,0.2002464035192497,0.0410986891266041,2026-09-02T15:30:47Z
822686,621566,Matt Olson,ATL,WSH,0,3,confirmed,Brad Lord,Nationals Park,2026-09-02T17:05:00Z,4.587517572596297,3437,0,0.6372627749465138,-1.2245277510789083,Normal,0.2483657899592575,0.692566656152463,0.3867070234837988,0.6796319479303002,0.7589885195647,0.5709767814053701,0.4028646695949757,0.2642855915876294,0.7368086028825425,0.5075252140960409,0.3352470790589131,0.2391603941704219,0.6682703429728514,0.2892851734967208,0.0799718826131127,2026-09-02T15:30:47Z
822686,682928,CJ Abrams,WSH,ATL,1,4,confirmed,Grant Holmes,Nationals Park,2026-09-02T17:05:00Z,4.167930393059411,2735,1327,0.5102256756444832,-2.1622099594365887,Cold,0.1338202895735362,0.6422016408352347,0.3565258457457954,0.644972258883422,0.695652794032989,0.4930080556711484,0.3270922338904816,0.200260628968575,0.6323020554975131,0.3880179234002082,0.2349979896672868,0.166298929169884,0.6215577821465068,0.2372442845408264,0.0545001673485933,2026-09-02T15:30:47Z
822686,645277,Ozzie Albies,ATL,WSH,0,4,confirmed,Brad Lord,Nationals Park,2026-09-02T17:05:00Z,4.46854727395394,2625,0,0.5396142676315088,-0.3992674981164731,Normal,0.1423097767378122,0.6895348960199635,0.3179877277627672,0.4712798465689423,0.7258058908629197,0.5295753225770902,0.3622667939622452,0.229739792441526,0.661593369340574,0.4201672823505475,0.2612822612363047,0.1851862279174606,0.665479309086358,0.2851404624260693,0.0772695029893037,2026-09-02T15:30:47Z
822686,665953,Andrés Chaparro,WSH,ATL,1,5,confirmed,Grant Holmes,Nationals Park,2026-09-02T17:05:00Z,3.963956410426377,380,1327,0.4612956666006845,0.4131164711015153,Normal,0.1270804082510651,0.5876341241531123,0.3595616382523849,0.6674798331666026,0.6550741385789749,0.4480941255546777,0.287040184303021,0.1689707874126977,0.589161186265434,0.3455475473954925,0.2029460272680205,0.1441830823320947,0.5706219653410267,0.1907525145106607,0.036954182055418,2026-09-02T15:30:47Z
822686,671739,Michael Harris II,ATL,WSH,0,5,confirmed,Brad Lord,Nationals Park,2026-09-02T17:05:00Z,4.243566767871117,2629,0,0.5241595634157209,0.245704292199872,Normal,0.1479078657032297,0.7209834794412092,0.2203611749236336,0.5545278920126686,0.7420545927699682,0.548066215175238,0.3788898910764341,0.2426740087986207,0.6897553644076252,0.4496923729416742,0.2842849605103347,0.2011220063807008,0.6945993344030724,0.3163619664188229,0.0908914564333512,2026-09-02T15:30:47Z
822686,695734,Daylen Lile,WSH,ATL,1,6,confirmed,Grant Holmes,Nationals Park,2026-09-02T17:05:00Z,3.963956410426377,932,1327,0.4968468874295672,1.0981107802676138,Normal,0.1275050393873173,0.6446723077952171,0.3015299556876895,0.531206607376597,0.6895801234500772,0.4850519962893787,0.3190431305389619,0.1932459173216821,0.6330177000016299,0.3874549685214885,0.2337950703627863,0.1651769212066135,0.6239177709674282,0.2375214400395708,0.0533586498389865,2026-09-02T15:30:47Z
822686,669221,Sean Murphy,ATL,WSH,0,6,confirmed,Brad Lord,Nationals Park,2026-09-02T17:05:00Z,4.112975872718729,1713,0,0.4217223501306483,0.1172540610451286,Normal,0.1215674512109721,0.5954110000045187,0.3589389434267998,0.7131512123483369,0.6498316466224864,0.4437890378453285,0.284190041365736,0.1674268545393384,0.5867837070147217,0.3445039111041418,0.2027932260400244,0.1442503855996208,0.5778393362958558,0.1983914730981999,0.0403743170170129,2026-09-02T15:30:47Z
822686,691002,Yohandy Morales,WSH,ATL,1,7,confirmed,Grant Holmes,Nationals Park,2026-09-02T17:05:00Z,3.963956410426377,5,1327,0.4421823493450725,,Unknown,0.1105386334037232,0.609873856975712,0.3130477463142647,0.6394839307624913,0.850510158355063,0.6992429480942128,0.5393027531750685,0.3872106753508899,0.584338581579969,0.3420012667628443,0.2006345357864792,0.1425902669277031,0.5913608018232867,0.2094541805240424,0.0434673408019246,2026-09-02T15:30:47Z
822686,573262,Mike Yastrzemski,ATL,WSH,0,7,confirmed,Brad Lord,Nationals Park,2026-09-02T17:05:00Z,3.948654556569003,2319,0,0.483807487426152,-1.1472017647609067,Normal,0.1246720946094502,0.5945711420164933,0.3702010193145624,0.5804824065620829,0.651921059182576,0.4452081177599112,0.2848848651606824,0.1675845514977367,0.597661099151414,0.3538144336667432,0.2091675116002979,0.1484888566763189,0.5771028508047041,0.1966595240188104,0.0392474609063266,2026-09-02T15:30:47Z
822686,660688,Keibert Ruiz,WSH,ATL,1,8,confirmed,Grant Holmes,Nationals Park,2026-09-02T17:05:00Z,3.732650464944206,2063,1327,0.3962711828846427,1.7941313240748091,Normal,0.0884595747310687,0.6178432190929533,0.2599898675960381,0.3602752281336557,0.6424772013967643,0.433970065106918,0.2743124033591346,0.1589339641535678,0.5656212161986997,0.3232710161307126,0.1865341569718027,0.1329471880476014,0.5989798127780827,0.2127699699515179,0.0433173834570414,2026-09-02T15:30:47Z
822686,663586,Austin Riley,ATL,WSH,0,8,confirmed,Brad Lord,Nationals Park,2026-09-02T17:05:00Z,3.9486545565690023,2871,0,0.4816215627291788,-0.4057254707313834,Normal,0.126719253038318,0.6260616497979243,0.2774398104230763,0.7434795877962542,0.6873962364672747,0.4832808035862901,0.3179894532924784,0.1928391900546079,0.6102139923631127,0.3658556608651186,0.2180629247557637,0.1545612233707061,0.6065393867946597,0.222427438831028,0.0483679662395269,2026-09-02T15:30:47Z
822686,683083,Nasim Nuñez,WSH,ATL,1,9,confirmed,Grant Holmes,Nationals Park,2026-09-02T17:05:00Z,3.3316507847072,629,1327,0.4035954994572711,-1.7033883461808506,Normal,0.060375171092086,0.5149661528639721,0.3241957475987555,0.4662885461248771,0.5598291275984514,0.353391310819293,0.2090791649688404,0.1122286398118459,0.4561753163423468,0.2344391393557032,0.1269418512413637,0.0929869070312669,0.5024160424605122,0.1362543615128457,0.0195279281483901,2026-09-02T15:30:47Z
822686,673490,Ha-Seong Kim,ATL,WSH,0,9,confirmed,Brad Lord,Nationals Park,2026-09-02T17:05:00Z,3.768812616458353,1970,0,0.4403964708409999,-1.914525755749171,Normal,0.0766021123244111,0.5750456995926286,0.3177723252819139,0.5337945247439772,0.6257517943280169,0.4179664470423804,0.2616735587725573,0.1501641007321415,0.5229979881766024,0.288034446744928,0.1627663378018942,0.1170773867145124,0.5588404316853846,0.1807998863268852,0.0336219342249836,2026-09-02T15:30:47Z
822851,677649,Ezequiel Duran,TEX,ATH,1,1,confirmed,Jacob Lopez,Globe Life Field,2026-09-02T18:35:00Z,4.330049833195501,1670,942,0.5782627212358402,0.5273793683288076,Normal,0.12052180176129478,0.6799109403359773,0.36238361113051587,0.6611874417581916,0.689182856599225,0.4872701408240404,0.32303374027626225,0.1978890142891635,0.6407433056481908,0.39834683567780715,0.2438533751451269,0.17278070349107674,0.6562980564892136,0.27488980478468045,0.0720433887772937,2026-09-02T18:31:36Z
822851,703607,Henry Bolte,ATH,TEX,0,1,confirmed,Cody Bradford,Globe Life Field,2026-09-02T18:35:00Z,4.614099154309485,371,657,0.5500286260602534,0.15454715303023553,Normal,0.11517726472052063,0.6963981074079406,0.3234930178927779,0.7601946344473623,0.6854156710551788,0.48450508698288497,0.3216063767204698,0.19755294977620894,0.6414987507477251,0.4006344324309962,0.2465235017350751,0.1749830243287945,0.6715235122350058,0.2940203073642267,0.08272237027842655,2026-09-02T18:31:36Z
