game_pk,game_date,home_team,away_team,home_runs,away_runs,total_runs,home_win_prob,away_win_prob,home_hitters,away_hitters,predicted_at_utc,start_time_utc
822929,2026-09-01,TB,NYM,4.087269379019684,4.246965142809529,8.334234521829213,0.4944863814359297,0.5055136185640703,9,9,2026-09-01T19:49:56Z,2026-09-01T22:40:00Z
823340,2026-09-01,PIT,SF,3.778208090368254,3.5180605651301424,7.296268655498396,0.5344950043384235,0.4655049956615765,9,9,2026-09-01T19:49:56Z,2026-09-01T22:40:00Z
824391,2026-09-01,CLE,TOR,4.013181895024839,4.07672259561981,8.08990449064465,0.5029629829196733,0.4970370170803266,9,9,2026-09-01T19:49:56Z,2026-09-01T22:40:00Z
824472,2026-09-01,CIN,SD,4.3437244616598765,4.669701654478228,9.013426116138104,0.4811218184737933,0.5188781815262067,9,9,2026-09-01T19:49:56Z,2026-09-01T22:40:00Z
822687,2026-09-01,WSH,ATL,4.158727403656341,4.890115141684145,9.048842545340486,0.4480446652799657,0.5519553347200343,9,9,2026-09-01T19:49:56Z,2026-09-01T22:45:00Z
824716,2026-09-01,BOS,SEA,4.074021507643369,4.001038799415779,8.075060307059148,0.5151850023352296,0.4848149976647704,9,8,2026-09-01T19:49:56Z,2026-09-01T22:45:00Z
823661,2026-09-01,MIN,DET,4.047668416163224,4.183791101174021,8.231459517337246,0.4965165513843423,0.5034834486156576,9,9,2026-09-01T19:49:56Z,2026-09-01T23:40:00Z
824070,2026-09-01,KC,MIA,4.042754729933915,4.100789687544754,8.143544417478669,0.5034355714115988,0.4965644285884012,9,9,2026-09-01T19:49:56Z,2026-09-01T23:40:00Z
824633,2026-09-01,CHC,MIL,4.556100266470335,4.470033667264312,9.026133933734648,0.5149790147322282,0.4850209852677718,9,9,2026-09-01T19:49:56Z,2026-09-01T23:40:00Z
822854,2026-09-01,TEX,ATH,4.075308764749721,3.839537469658055,7.914846234407776,0.5302026087588242,0.4697973912411758,9,9,2026-09-01T19:49:56Z,2026-09-02T00:05:00Z
824148,2026-09-01,HOU,CWS,4.357033826333911,4.20536045835334,8.562394284687251,0.521228238434082,0.478771761565918,9,9,2026-09-01T19:49:56Z,2026-09-02T00:10:00Z
824313,2026-09-01,COL,BAL,4.2919153156051575,4.655342344569039,8.947257660174197,0.4779208687368041,0.5220791312631958,9,9,2026-09-01T19:49:56Z,2026-09-02T00:40:00Z
823984,2026-09-01,LAA,NYY,3.729136425846341,4.404719851899624,8.133856277745965,0.4485709772039706,0.5514290227960295,9,9,2026-09-01T19:49:56Z,2026-09-02T01:38:00Z
825038,2026-09-01,AZ,PHI,4.199979526257993,4.679989497847139,8.879969024105131,0.4681106260136971,0.5318893739863029,9,9,2026-09-01T19:49:56Z,2026-09-02T01:40:00Z
823908,2026-09-01,LAD,STL,4.778170353053972,3.988895644226554,8.767065997280525,0.5741056642846365,0.4258943357153635,9,9,2026-09-01T19:49:56Z,2026-09-02T02:10:00Z
