window,window_start,window_end,n_games,solo,tier,leg_no,n_legs,player_id,name,team,opponent,game_pk,prop_key,prop,line,p,lift,base,kind,edge,clash,slip_p,game_date,built_at_utc
0,2026-09-22 17:05:00+00:00,2026-09-22 17:05:00+00:00,1,True,MIXED,1,3,802415,Chandler Simpson,TB,NYY,823543,prob_hit,Hit,,0.7434861675445165,1.1711729326046187,0.6348218498279734,bat,,False,0.07462104255958853,2026-09-22,2026-09-20T03:45:14Z
0,2026-09-22 17:05:00+00:00,2026-09-22 17:05:00+00:00,1,True,MIXED,2,3,650490,Yandy Díaz,TB,NYY,823543,prob_hits_over_1.5,Hits 1.5,,0.3338330240041025,1.4487187923215912,0.230433280615578,bat,,False,0.07462104255958853,2026-09-22,2026-09-20T03:45:14Z
0,2026-09-22 17:05:00+00:00,2026-09-22 17:05:00+00:00,1,True,MIXED,3,3,691406,Junior Caminero,TB,NYY,823543,prob_tb_over_2.5,TB 2.5,,0.3006485564939397,1.4048660547248153,0.2140051398372143,bat,,False,0.07462104255958853,2026-09-22,2026-09-20T03:45:14Z
0,2026-09-22 17:05:00+00:00,2026-09-22 17:05:00+00:00,1,True,SAFE,1,3,802415,Chandler Simpson,TB,NYY,823543,prob_hit,Hit,,0.7434861675445165,1.1711729326046187,0.6348218498279734,bat,,False,0.39983884301782546,2026-09-22,2026-09-20T03:45:14Z
0,2026-09-22 17:05:00+00:00,2026-09-22 17:05:00+00:00,1,True,SAFE,2,3,671277,Luis García Jr.,NYY,TB,823543,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7336579500953577,1.086650593323131,0.6751553393549697,bat,,False,0.39983884301782546,2026-09-22,2026-09-20T03:45:14Z
0,2026-09-22 17:05:00+00:00,2026-09-22 17:05:00+00:00,1,True,SAFE,3,3,650490,Yandy Díaz,TB,NYY,823543,prob_hit,Hit,,0.7330244506333,1.154693164439658,0.6348218498279734,bat,,False,0.39983884301782546,2026-09-22,2026-09-20T03:45:14Z
0,2026-09-22 17:05:00+00:00,2026-09-22 17:05:00+00:00,1,True,MEDIUM,1,3,802415,Chandler Simpson,TB,NYY,823543,prob_hits_over_1.5,Hits 1.5,,0.3441724643000897,1.4935883539941348,0.230433280615578,bat,,False,0.034543356995054925,2026-09-22,2026-09-20T03:45:14Z
0,2026-09-22 17:05:00+00:00,2026-09-22 17:05:00+00:00,1,True,MEDIUM,2,3,650490,Yandy Díaz,TB,NYY,823543,prob_hits_over_1.5,Hits 1.5,,0.3338330240041025,1.4487187923215912,0.230433280615578,bat,,False,0.034543356995054925,2026-09-22,2026-09-20T03:45:14Z
0,2026-09-22 17:05:00+00:00,2026-09-22 17:05:00+00:00,1,True,MEDIUM,3,3,691406,Junior Caminero,TB,NYY,823543,prob_tb_over_2.5,TB 2.5,,0.3006485564939397,1.4048660547248153,0.2140051398372143,bat,,False,0.034543356995054925,2026-09-22,2026-09-20T03:45:14Z
0,2026-09-22 17:05:00+00:00,2026-09-22 17:05:00+00:00,1,True,LOTTO,1,3,691406,Junior Caminero,TB,NYY,823543,prob_hr,HR,,0.2267716295841217,2.043081128683425,0.11099492154296135,bat,,False,0.0025134549858217997,2026-09-22,2026-09-20T03:45:14Z
0,2026-09-22 17:05:00+00:00,2026-09-22 17:05:00+00:00,1,True,LOTTO,2,3,802415,Chandler Simpson,TB,NYY,823543,prob_hits_over_2.5,Hits 2.5,,0.1073724751435113,2.01709902837169,0.05323113720905815,bat,,False,0.0025134549858217997,2026-09-22,2026-09-20T03:45:14Z
