market,player,line,prob_over,hold,n_books,commence_time,home_team,away_team,game_date,fetched_at_utc
pitcher_strikeouts,Anthony Molina,1.5,0.5555514337948002,0.07204881385339168,2,2026-08-31T22:05:58Z,Atlanta Braves,San Francisco Giants,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Brady Singer,3.5,0.6202531645569621,0.07482993197278898,1,2026-08-31T22:41:00Z,Cincinnati Reds,San Diego Padres,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Clay Holmes,3.5,0.5751633986928104,0.06993006993007,1,2026-08-31T23:41:00Z,Chicago Cubs,Milwaukee Brewers,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Ryan Gusto,3.5,0.5493803980473151,0.06349596493384135,5,2026-08-31T22:46:00Z,Washington Nationals,Miami Marlins,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Brandon Pfaadt,3.5,0.529768932366335,0.06461620674811108,6,2026-09-01T01:41:00Z,Arizona Diamondbacks,Philadelphia Phillies,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Will Dion,3.5,0.5203045685279188,0.06468531468531458,5,2026-08-31T22:46:00Z,Washington Nationals,Miami Marlins,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Jackson Jobe,3.5,0.5102580936358787,0.06491009591225883,5,2026-08-31T23:41:00Z,Minnesota Twins,Detroit Tigers,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Robert Stock,3.5,0.42847503373819157,0.06353484790142483,5,2026-08-31T22:41:00Z,Tampa Bay Rays,New York Mets,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Aaron Nola,4.5,0.5112183642129196,0.06347913892023904,6,2026-09-01T01:41:00Z,Arizona Diamondbacks,Philadelphia Phillies,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,George Kirby,4.5,0.5046575790762068,0.0661837285060034,6,2026-08-31T22:46:00Z,Boston Red Sox,Seattle Mariners,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Elmer Rodriguez,4.5,0.4979222937876584,0.06575765309222603,6,2026-09-01T01:38:00Z,Los Angeles Angels,New York Yankees,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Tanner Gordon,4.5,0.483705395653772,0.06648403440556139,6,2026-09-01T00:41:00Z,Colorado Rockies,Baltimore Orioles,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Cade Povich,4.5,0.468983595813963,0.0644218606882716,5,2026-09-01T00:41:00Z,Colorado Rockies,Baltimore Orioles,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Brady Singer,4.5,0.4547171353284314,0.06283592100135038,4,2026-08-31T22:41:00Z,Cincinnati Reds,San Diego Padres,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Anthony Kay,4.5,0.44051285724518296,0.06462526847997552,5,2026-09-01T00:11:00Z,Houston Astros,Chicago White Sox,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Clay Holmes,4.5,0.4106205619018215,0.061895551257253434,5,2026-08-31T23:41:00Z,Chicago Cubs,Milwaukee Brewers,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Michael King,5.5,0.5330897279740154,0.06468531468531458,5,2026-08-31T22:41:00Z,Cincinnati Reds,San Diego Padres,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Taj Bradley,5.5,0.5,0.06542056074766345,5,2026-08-31T23:41:00Z,Minnesota Twins,Detroit Tigers,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Gage Jump,5.5,0.4979225527671597,0.06318560772268533,5,2026-09-01T00:06:00Z,Texas Rangers,Athletics,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Peter Lambert,5.5,0.468983595813963,0.06227296315516351,5,2026-09-01T00:11:00Z,Houston Astros,Chicago White Sox,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Walbert Urena,5.5,0.44764903742932793,0.06515008701975866,6,2026-09-01T01:38:00Z,Los Angeles Angels,New York Yankees,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Kyle Harrison,5.5,0.43541499501504294,0.06671996164851313,6,2026-08-31T23:41:00Z,Chicago Cubs,Milwaukee Brewers,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Payton Tolle,6.5,0.50150675024108,0.0672263782728898,6,2026-08-31T22:46:00Z,Boston Red Sox,Seattle Mariners,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Jacob deGrom,6.5,0.48987854251012153,0.06376462867767696,5,2026-09-01T00:06:00Z,Texas Rangers,Athletics,2026-08-31,2026-08-31T22:21:29Z
pitcher_strikeouts,Ian Seymour,6.5,0.43668122270742354,0.06353484790142483,5,2026-08-31T22:41:00Z,Tampa Bay Rays,New York Mets,2026-08-31,2026-08-31T22:21:29Z
