game_pk,pitcher_id,pitcher,team,opponent,expected_bf,starts_seen,career_starts,days_since_last_start,appearances_seen,days_since_last_appearance,role,k_rate,k_rate_base,velo_z_used,expected_k,expected_outs,implied_baserunners,lineup_faced,prob_k_over_5.5,prob_k_over_6.5,prob_outs_over_14.5,prob_outs_over_15.5,prob_outs_over_16.5,prob_outs_over_17.5,prob_outs_over_18.5,outs_dist,k_dist,predicted_at_utc,start_time_utc,velo_base,velo_recent,velo_drop,velo_state,kform_base,kform_recent,kform_z,kform_state
823899,669373,Tarik Skubal,LAD,SF,23.633850947283783,25,122,5.0,25,5.0,starter,0.2911889978090377,0.2878886067858601,0.3548807551803857,7.306680007918115,17.976481230212574,5.657369717071209,9,0.7389587378447612,0.5991844607576384,0.8846226223270212,0.7606651694010116,0.7012332818120025,0.6320615341349033,0.357409292977796,"4:0.000467,5:0.000370,6:0.000660,7:0.000261,8:0.000932,9:0.003693,10:0.003073,11:0.008349,12:0.037215,13:0.019169,14:0.041188,15:0.123957,16:0.059432,17:0.069172,18:0.274652,19:0.049905,20:0.059320,21:0.155710,22:0.017461,23:0.012453,24:0.054274,27:0.008286","0.000782,0.005329,0.018524,0.043694,0.078494,0.114218,0.139774,0.147465,0.136452,0.112105,0.082498,0.054715,0.032837,0.017873,0.008828,0.003954,0.001603,0.000587,0.000193,0.000057,0.000015,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-19T17:10:36Z,2026-09-20T01:10:00Z,96.40937140602392,96.83711835334476,0.4277469473208413,Normal,0.30151843817787416,0.2727272727272727,-0.6242268310553483,Normal
823976,657746,Joe Ryan,MIN,LAA,23.15717827799115,26,132,6.0,27,6.0,starter,0.257107658456324,0.2553177492215253,0.192463358580498,7.29704383536743,16.47887597841412,6.67830229957703,9,0.7377197502619093,0.5979110463926727,0.7660863723693393,0.595221513759174,0.5242412344066387,0.452662337455482,0.2064116380229725,"4:0.003116,5:0.002139,6:0.003305,7:0.001134,8:0.003505,9:0.012033,10:0.008675,11:0.020420,12:0.078865,13:0.035196,14:0.065526,15:0.170865,16:0.070980,17:0.071579,18:0.246251,19:0.038769,20:0.039927,21:0.090808,22:0.008823,23:0.005452,24:0.020588,27:0.002045","0.000813,0.005470,0.018813,0.044051,0.078776,0.114357,0.139809,0.147443,0.136365,0.111919,0.082222,0.054417,0.032596,0.017728,0.008770,0.003949,0.001617,0.000601,0.000202,0.000061,0.000017,0.000004,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-19T17:10:36Z,2026-09-20T01:38:00Z,92.9750608573091,93.17171347171347,0.1966526144043712,Normal,0.2746218487394958,0.16304347826086957,-2.397861804425232,Cold
825029,693645,Cam Schlittler,NYY,AZ,23.181044380220907,33,45,6.0,33,6.0,starter,0.3041488907046795,0.3014868198935203,0.2862441732429216,6.2867381456736,17.689694762262953,5.491349617957955,9,0.6024776605961484,0.4437626824394963,0.8657663842424785,0.7314533259461119,0.6688544449915644,0.5980309677240414,0.3246721447219296,"4:0.000691,5:0.000532,6:0.000922,7:0.000355,8:0.001231,9:0.004743,10:0.003836,11:0.010132,12:0.043900,13:0.021980,14:0.045911,15:0.134313,16:0.062599,17:0.070823,18:0.273359,19:0.048283,20:0.055790,21:0.142355,22:0.015517,23:0.010758,24:0.045577,27:0.006392","0.002094,0.012379,0.037347,0.076463,0.119132,0.150107,0.158715,0.144281,0.114664,0.080610,0.050550,0.028440,0.014410,0.006589,0.002722,0.001015,0.000342,0.000104,0.000028,0.000007,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-19T17:10:36Z,2026-09-20T00:10:00Z,96.83401271282594,97.06236037624927,0.22834766342333523,Normal,0.29689174705251875,0.3684210526315789,1.5259336527981702,Hot
823976,672282,Reid Detmers,LAA,MIN,23.139059744505136,30,100,5.0,30,5.0,starter,0.2768202042467686,0.2748109807110409,0.2160455414760931,6.046132682644856,17.230590563034966,5.908469181470171,9,0.5645638844478637,0.4047195642282741,0.8316022776813622,0.6816878977284809,0.6148690544702218,0.5425726069182888,0.2757146624496402,"4:0.001260,5:0.000928,6:0.001539,7:0.000567,8:0.001879,9:0.006920,10:0.005353,11:0.013520,12:0.056023,13:0.026825,14:0.053584,15:0.149914,16:0.066819,17:0.072296,18:0.266858,19:0.045077,20:0.049810,21:0.121546,22:0.012671,23:0.008401,24:0.034036,27:0.004175","0.002674,0.015173,0.043985,0.086593,0.129764,0.157248,0.159844,0.139630,0.106591,0.071975,0.043374,0.023480,0.011473,0.005075,0.002037,0.000742,0.000245,0.000073,0.000020,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-19T17:10:36Z,2026-09-20T01:38:00Z,93.88875281275588,94.0625,0.17374718724411764,Normal,0.2627080521817364,0.2872340425531915,0.5402988492798473,Normal
824788,688107,Robert Gasser,MIL,BAL,21.436784946861025,21,26,6.0,21,6.0,starter,0.2233239759108335,0.2197729422894985,0.3818315721865578,5.980410117141867,14.859980254370171,6.576804692490853,9,0.552169825429514,0.3959165484476785,0.6014207529226688,0.4138134216886338,0.3456706225994593,0.2855875025368699,0.104857539782941,"4:0.014983,5:0.008994,6:0.012149,7:0.003647,8:0.009851,9:0.029570,10:0.018639,11:0.038364,12:0.129547,13:0.050550,14:0.082286,15:0.187607,16:0.068143,17:0.060083,18:0.180730,19:0.024878,20:0.022402,21:0.044549,22:0.003784,23:0.002045,24:0.006751,27:0.000448","0.003468,0.018003,0.048608,0.090810,0.131316,0.155625,0.156253,0.135770,0.103627,0.070256,0.042675,0.023379,0.011610,0.005243,0.002157,0.000808,0.000276,0.000085,0.000024,0.000006,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-19T17:10:36Z,2026-09-19T20:05:00Z,91.67934354401108,91.99762065095399,0.3182771069429151,Normal,0.1953781512605042,0.24096385542168675,1.0474512162291414,Normal
824304,682243,Bryce Miller,SEA,COL,22.020442534409664,21,93,6.0,22,6.0,starter,0.2375359937186935,0.2324014764954945,0.552098626150429,5.850683724416824,15.988384923630871,6.032057610778793,9,0.5336432821111639,0.3745101031939477,0.7183286143991011,0.5380369031179328,0.4663257762457671,0.3970853587620992,0.1690102018125482,"4:0.005302,5:0.003486,6:0.005156,7:0.001695,8:0.005013,9:0.016479,10:0.011375,11:0.025638,12:0.094805,13:0.040511,14:0.072212,15:0.180292,16:0.071711,17:0.069240,18:0.228075,19:0.034380,20:0.033902,21:0.073825,22:0.006868,23:0.004063,24:0.014692,27:0.001281","0.003439,0.018370,0.050555,0.095241,0.137487,0.161265,0.159133,0.135091,0.100171,0.065582,0.038207,0.019921,0.009337,0.003946,0.001508,0.000522,0.000163,0.000046,0.000012,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-19T17:10:36Z,2026-09-20T00:10:00Z,95.00706340454185,95.35712682379348,0.3500634192516259,Normal,0.22663316582914572,0.2289156626506024,0.04967006440920739,Normal
823249,691587,Eury Pérez,MIA,SD,22.1342840692679,29,64,6.0,29,6.0,starter,0.2580434141701641,0.2642593679269008,-0.6683821243802885,5.716111260967257,15.90212144027636,6.232162628991539,9,0.5102392902824304,0.3527576698995044,0.7096375460836944,0.5280789153120281,0.4563968260464719,0.3876952412286966,0.1630651000338978,"4:0.005793,5:0.003780,6:0.005550,7:0.001811,8:0.005317,9:0.017349,10:0.011887,11:0.026595,12:0.097616,13:0.041404,14:0.073260,15:0.181559,16:0.071682,17:0.068702,18:0.224630,19:0.033611,20:0.032899,21:0.071112,22:0.006567,23:0.003856,24:0.013841,27:0.001180","0.004024,0.020831,0.055695,0.102060,0.143387,0.163764,0.157482,0.130478,0.094645,0.060804,0.034893,0.017998,0.008381,0.003534,0.001351,0.000469,0.000147,0.000042,0.000011,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-19T17:10:36Z,2026-09-20T00:40:00Z,97.80118554591243,97.42606074481074,-0.3751248011016912,Normal,0.2753737214791503,0.20689655172413793,-1.4298390101686558,Cold
824545,695549,Jackson Jobe,DET,CWS,21.70302334481439,7,17,6.0,7,6.0,starter,0.2278526226433162,0.2273989955109115,0.0487771110112506,5.713025844275402,15.376195943360123,6.326827401454267,9,0.5100499780425584,0.3526631984323199,0.6554567658801081,0.4687536525312596,0.398179562386706,0.3334203795134053,0.130697574626592,"4:0.009615,5:0.006007,6:0.008444,7:0.002638,8:0.007415,9:0.023164,10:0.015195,11:0.032548,12:0.114382,13:0.046449,14:0.078687,15:0.186703,16:0.070574,17:0.064759,18:0.202723,19:0.029041,20:0.027215,21:0.056322,22:0.004979,23:0.002800,24:0.009620,27:0.000720","0.004114,0.021086,0.055953,0.102081,0.143178,0.163538,0.157387,0.130494,0.094681,0.060809,0.034867,0.017960,0.008347,0.003510,0.001337,0.000461,0.000144,0.000040,0.000010,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-19T17:10:36Z,2026-09-19T18:10:00Z,96.51548667171647,96.55518200843453,0.039695336718054364,Normal,0.17869415807560138,0.26136363636363635,2.024318758979264,Hot
823330,702070,Noah Cameron,KC,PIT,23.628973289173725,30,52,6.0,31,6.0,starter,0.2202375500959116,0.2150056720627912,0.5625675304430549,5.6270173328397295,16.942406124994623,6.686567164179103,9,0.4963896209566379,0.3363879519612811,0.8077832144807682,0.6490293243380271,0.5801866396353161,0.5077174232435908,0.2474651653081235,"4:0.001805,5:0.001294,6:0.002086,7:0.000748,8:0.002411,9:0.008641,10:0.006502,11:0.015979,12:0.064419,13:0.030010,14:0.058322,15:0.158754,16:0.068843,17:0.072469,18:0.260252,19:0.042771,20:0.045982,21:0.109166,22:0.011072,23:0.007142,24:0.028153,27:0.003180","0.003757,0.020461,0.056524,0.105376,0.148691,0.168801,0.160002,0.129761,0.091579,0.056930,0.031452,0.015543,0.006903,0.002764,0.001000,0.000327,0.000096,0.000026,0.000006,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-19T17:10:36Z,2026-09-19T22:40:00Z,90.88576887672875,91.37881611947104,0.4930472427422927,Normal,0.20916162489196197,0.22826086956521738,0.450427849788577,Normal
824545,680732,Sean Burke,CWS,DET,22.147406291020467,26,50,11.0,32,5.0,starter,0.2387176887251151,0.2496752771578061,-1.1782353153431129,5.604664353846551,15.664543730857114,6.482862560163353,9,0.4917228328061724,0.3347843042783688,0.6853729350271833,0.5009434313462066,0.4295706910598952,0.3625210140952125,0.1476359737892749,"4:0.007334,5:0.004691,6:0.006750,7:0.002159,8:0.006214,9:0.019872,10:0.013346,11:0.029267,12:0.105296,13:0.043777,14:0.075923,15:0.184430,16:0.071373,17:0.067050,18:0.214885,19:0.031516,20:0.030237,21:0.064063,22:0.005798,23:0.003338,24:0.011742,27:0.000943","0.004426,0.022570,0.059444,0.107258,0.148239,0.166340,0.156939,0.127410,0.090467,0.056857,0.031912,0.016100,0.007335,0.003027,0.001132,0.000384,0.000118,0.000033,0.000008,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-19T17:10:36Z,2026-09-19T18:10:00Z,94.32505385352744,93.32141654641656,-1.0036373071108784,Cold,0.2456828885400314,0.2,-0.9190089771821017,Normal
