market,player,line,prob_over,hold,n_books,commence_time,home_team,away_team,game_date,fetched_at_utc,key,pitcher,team,opponent,expected_k,expected_bf,starts_seen,model_prob,market_prob,edge,side
pitcher_strikeouts,Jackson Jobe,4.5,0.4804680258911181,0.0635520743124761,2,2026-09-19T18:11:00Z,Chicago White Sox,Detroit Tigers,2026-09-19,2026-09-19T01:25:13Z,jackson jobe,Jackson Jobe,DET,CWS,5.601175978464804,21.71743510726562,7,0.657079,0.4804680258911181,0.17661097410888188,OVER
pitcher_strikeouts,Andrew Alvarez,4.5,0.4456393635827931,0.0584749727116795,1,2026-09-19T23:16:00Z,St. Louis Cardinals,Washington Nationals,2026-09-19,2026-09-19T01:25:13Z,andrew alvarez,Andrew Alvarez,WSH,STL,5.104480002909812,21.110322154608653,17,0.577257,0.4456393635827931,0.13161763641720692,OVER
pitcher_strikeouts,Andrew Painter,4.5,0.416810347577897,0.0639422203358121,2,2026-09-19T20:11:00Z,New York Mets,Philadelphia Phillies,2026-09-19,2026-09-19T01:25:13Z,andrew painter,Andrew Painter,PHI,NYM,4.869471038995713,22.18264555466956,21,0.5377580000000001,0.416810347577897,0.12094765242210309,OVER
pitcher_strikeouts,Eury Perez,5.5,0.4095462870023479,0.0616274986984369,2,2026-09-20T00:40:00Z,San Diego Padres,Miami Marlins,2026-09-19,2026-09-19T01:25:13Z,eury perez,Eury Pérez,MIA,SD,5.725836737609389,22.139287559495774,29,0.51176,0.4095462870023479,0.10221371299765208,OVER
pitcher_strikeouts,Michael McGreevy,3.5,0.541784417702891,0.0619905213998625,2,2026-09-19T23:16:00Z,St. Louis Cardinals,Washington Nationals,2026-09-19,2026-09-19T01:25:13Z,michael mcgreevy,Michael McGreevy,STL,WSH,4.319059292986271,22.663697220028222,31,0.6280519999999999,0.541784417702891,0.08626758229710896,OVER
pitcher_strikeouts,Robert Gasser,5.5,0.4779182551551277,0.0641283640559178,2,2026-09-19T20:06:00Z,Baltimore Orioles,Milwaukee Brewers,2026-09-19,2026-09-19T01:25:13Z,robert gasser,Robert Gasser,MIL,BAL,5.998025970675931,21.443345943774617,21,0.554867,0.4779182551551277,0.0769487448448723,OVER
pitcher_strikeouts,Grant Holmes,3.5,0.5904537129976519,0.0616274986984369,2,2026-09-19T23:11:00Z,Houston Astros,Atlanta Braves,2026-09-19,2026-09-19T01:25:13Z,grant holmes,Grant Holmes,ATL,HOU,3.773271551513939,21.611797815615382,27,0.521645,0.5904537129976519,-0.0688087129976519,UNDER
pitcher_strikeouts,Matthew Boyd,4.5,0.5543606364172068,0.05973715651135,3,2026-09-19T22:41:00Z,Cincinnati Reds,Chicago Cubs,2026-09-19,2026-09-19T01:25:13Z,matthew boyd,Matthew Boyd,CHC,CIN,5.280254105306458,23.34996072976684,21,0.6091960000000001,0.5543606364172068,0.054835363582793284,OVER
pitcher_strikeouts,Christian Scott,5.5,0.4058728225619341,0.0620578034260899,2,2026-09-19T20:11:00Z,New York Mets,Philadelphia Phillies,2026-09-19,2026-09-19T01:25:13Z,christian scott,Christian Scott,NYM,PHI,5.415398967545851,20.93984984101152,22,0.46055100000000004,0.4058728225619341,0.05467817743806597,OVER
pitcher_strikeouts,Sean Burke,5.5,0.4367735313086159,0.0624267177905587,2,2026-09-19T18:11:00Z,Chicago White Sox,Detroit Tigers,2026-09-19,2026-09-19T01:25:13Z,sean burke,Sean Burke,CWS,DET,5.5961167540966645,22.152898721661487,26,0.490503,0.4367735313086159,0.05372946869138412,OVER
pitcher_strikeouts,Trevor Rogers,5.5,0.470231067633665,0.0633104500381387,2,2026-09-19T20:06:00Z,Baltimore Orioles,Milwaukee Brewers,2026-09-19,2026-09-19T01:25:13Z,trevor rogers,Trevor Rogers,BAL,MIL,5.170773023696755,22.97100837910685,30,0.417002,0.470231067633665,-0.05322906763366503,UNDER
pitcher_strikeouts,Nick Lodolo,4.5,0.4458598726114649,0.06060116354234,3,2026-09-19T22:41:00Z,Cincinnati Reds,Chicago Cubs,2026-09-19,2026-09-19T01:25:13Z,nick lodolo,Nick Lodolo,CIN,CHC,4.594766149482484,22.727392636381623,21,0.488147,0.4458598726114649,0.04228712738853507,OVER
pitcher_strikeouts,Hayden Wesneski,4.5,0.4476490374293279,0.0637755102040816,2,2026-09-19T23:11:00Z,Houston Astros,Atlanta Braves,2026-09-19,2026-09-19T01:25:13Z,hayden wesneski,Hayden Wesneski,HOU,ATL,4.531595932974054,22.19664166094947,9,0.47609,0.4476490374293279,0.028440962570672135,OVER
pitcher_strikeouts,Casey Mize,4.5,0.4979222937876584,0.065358756750799,2,2026-09-20T00:40:00Z,San Diego Padres,Miami Marlins,2026-09-19,2026-09-19T01:25:13Z,casey mize,Casey Mize,SD,MIA,4.517664041810109,21.664299373127285,26,0.473745,0.4979222937876584,-0.02417729378765837,UNDER
pitcher_strikeouts,Cam Schlittler,5.5,0.5767698285136167,0.0643808710669175,2,2026-09-20T00:10:00Z,Arizona Diamondbacks,New York Yankees,2026-09-19,2026-09-19T01:25:13Z,cam schlittler,Cam Schlittler,NYY,AZ,6.24550342016391,23.18551699615405,33,0.596629,0.5767698285136167,0.019859171486383276,OVER
pitcher_strikeouts,Brandon Pfaadt,4.5,0.4681490135640127,0.0627421437795952,2,2026-09-20T00:10:00Z,Arizona Diamondbacks,New York Yankees,2026-09-19,2026-09-19T01:25:13Z,brandon pfaadt,Brandon Pfaadt,AZ,NYY,4.536821487520575,23.84362830189906,19,0.477232,0.4681490135640127,0.009082986435987317,OVER
pitcher_strikeouts,Jacob Lopez,4.5,0.458215582297109,0.0619905213998625,2,2026-09-19T22:11:00Z,Cleveland Guardians,Athletics,2026-09-19,2026-09-19T01:25:13Z,jacob lopez,Jacob Lopez,ATH,CLE,4.45666767598752,22.26046656634271,21,0.4617780000000001,0.458215582297109,0.003562417702891063,OVER
pitcher_strikeouts,Tanner Bibee,4.5,0.5195319741088819,0.0635520743124761,2,2026-09-19T22:11:00Z,Cleveland Guardians,Athletics,2026-09-19,2026-09-19T01:25:13Z,tanner bibee,Tanner Bibee,CLE,ATH,4.76786367083849,23.435803562806747,32,0.5205789999999999,0.5195319741088819,0.0010470258911180474,OVER
