window,window_start,window_end,n_games,solo,tier,leg_no,n_legs,player_id,name,team,opponent,game_pk,prop_key,prop,line,p,lift,base,kind,edge,clash,slip_p,game_date,built_at_utc
0,2026-09-15 22:40:00+00:00,2026-09-16 00:40:00+00:00,13,False,MIXED,1,4,640455,Sean Manaea,NYM,BAL,823574,pitcher_k_under,Under 6.5 K,6.5,0.613274,,0.5544979603521076,arm,0.05877603964789235,False,0.05955560404492908,2026-09-15,2026-09-15T22:56:17Z
0,2026-09-15 22:40:00+00:00,2026-09-16 00:40:00+00:00,13,False,MIXED,2,4,665487,Fernando Tatis Jr.,SD,COL,824307,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7888805406196161,1.172700111597765,0.6727044133600298,bat,,False,0.05955560404492908,2026-09-15,2026-09-15T22:56:17Z
0,2026-09-15 22:40:00+00:00,2026-09-16 00:40:00+00:00,13,False,MIXED,3,4,547180,Bryce Harper,PHI,WSH,822683,prob_walk,Walk,,0.5350320415178735,1.6002783578092676,0.3343368601512028,bat,,False,0.05955560404492908,2026-09-15,2026-09-15T22:56:17Z
0,2026-09-15 22:40:00+00:00,2026-09-16 00:40:00+00:00,13,False,MIXED,4,4,700250,Ben Rice,NYY,MIN,823654,prob_hr,HR,,0.2300790343783518,2.0563231224355896,0.11188856063916511,bat,,False,0.05955560404492908,2026-09-15,2026-09-15T22:56:17Z
0,2026-09-15 22:40:00+00:00,2026-09-16 00:40:00+00:00,13,False,SAFE,1,3,640455,Sean Manaea,NYM,BAL,823574,pitcher_k_under,Under 6.5 K,6.5,0.613274,,0.5544979603521076,arm,0.05877603964789235,False,0.36673836081582883,2026-09-15,2026-09-15T22:56:17Z
0,2026-09-15 22:40:00+00:00,2026-09-16 00:40:00+00:00,13,False,SAFE,2,3,665487,Fernando Tatis Jr.,SD,COL,824307,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7888805406196161,1.172700111597765,0.6727044133600298,bat,,False,0.36673836081582883,2026-09-15,2026-09-15T22:56:17Z
0,2026-09-15 22:40:00+00:00,2026-09-16 00:40:00+00:00,13,False,SAFE,3,3,518692,Freddie Freeman,LAD,CIN,824466,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7580372424975712,1.1268504077612933,0.6727044133600298,bat,,False,0.36673836081582883,2026-09-15,2026-09-15T22:56:17Z
0,2026-09-15 22:40:00+00:00,2026-09-16 00:40:00+00:00,13,False,MEDIUM,1,3,623454,Drew Anderson,DET,TOR,822762,pitcher_k_under,Under 3.5 K,3.5,0.484853,,0.436804480609692,arm,0.048048519390307964,False,0.04927509511443044,2026-09-15,2026-09-15T22:56:17Z
0,2026-09-15 22:40:00+00:00,2026-09-16 00:40:00+00:00,13,False,MEDIUM,2,3,624413,Pete Alonso,BAL,NYM,823574,prob_tb_over_3.5,TB 3.5,,0.2814982868625255,1.9452980822636974,0.14470701916024745,bat,,False,0.04927509511443044,2026-09-15,2026-09-15T22:56:17Z
0,2026-09-15 22:40:00+00:00,2026-09-16 00:40:00+00:00,13,False,MEDIUM,3,3,665487,Fernando Tatis Jr.,SD,COL,824307,prob_tb_over_2.5,TB 2.5,,0.3610286172138122,1.7119693532547462,0.21088497672428255,bat,,False,0.04927509511443044,2026-09-15,2026-09-15T22:56:17Z
0,2026-09-15 22:40:00+00:00,2026-09-16 00:40:00+00:00,13,False,LOTTO,1,3,665487,Fernando Tatis Jr.,SD,COL,824307,prob_hits_over_2.5,Hits 2.5,,0.1321123537837946,2.632532727260236,0.05018450574830585,bat,,False,0.0087463976286309,2026-09-15,2026-09-15T22:56:17Z
0,2026-09-15 22:40:00+00:00,2026-09-16 00:40:00+00:00,13,False,LOTTO,2,3,624413,Pete Alonso,BAL,NYM,823574,prob_hr,HR,,0.2628256821213877,2.3489951128157514,0.11188856063916511,bat,,False,0.0087463976286309,2026-09-15,2026-09-15T22:56:17Z
