event_id,home_team,away_team,commence_time,home_win_prob_market,ml_books,ml_hold,total_line,over_prob_market,total_books,game_date,fetched_at_utc
ce94c6d5ef8ae9f29d29223e386beee1,Philadelphia Phillies,Atlanta Braves,2026-09-07T17:06:00Z,0.6215390744306487,9,0.0390908583235607,8.0,0.5,9,2026-09-07,2026-09-07T15:12:25Z
0902d8258427af19994e87abb3519262,Milwaukee Brewers,Chicago Cubs,2026-09-07T18:11:00Z,0.29541720350017453,6,0.06271237131102592,4.5,0.6010636239824187,4,2026-09-07,2026-09-07T20:05:27Z
0a5522c3b427e5162e8c13c1ddb05dd7,Baltimore Orioles,Cleveland Guardians,2026-09-07T17:36:00Z,0.9669678845957257,2,0.026498594345150672,7.5,0.5632414429556152,4,2026-09-07,2026-09-07T20:05:27Z
22430c880f9e9118f74aacf0b720b7ee,Boston Red Sox,Los Angeles Angels,2026-09-07T17:36:00Z,0.946156941778554,2,0.044257251429368316,7.5,0.455059261285773,6,2026-09-07,2026-09-07T20:05:27Z
4645b2d34e3503155b3ff308836621dc,Miami Marlins,New York Mets,2026-09-07T17:11:00Z,0.028848900314195947,1,0.01951077460687234,14.5,0.5379072681704261,3,2026-09-07,2026-09-07T20:05:27Z
4b966f5cc20bd2c8aabb3ffae91d489c,San Diego Padres,Washington Nationals,2026-09-07T21:11:00Z,0.6409007912355448,9,0.04036937982540234,8.0,0.5098167539267016,9,2026-09-07,2026-09-07T20:05:27Z
56329e0195eb8df1d61a2ced249e623d,Athletics,Toronto Blue Jays,2026-09-08T02:06:00Z,0.3547920265160357,9,0.0400563216158476,8.5,0.4816778343141014,8,2026-09-07,2026-09-07T20:05:27Z
7e08f8c46ae533c3c09d2e5d1a37ac2b,San Francisco Giants,St. Louis Cardinals,2026-09-08T00:11:00Z,0.5467695274831245,9,0.03993929227574089,7.5,0.5161546050274641,8,2026-09-07,2026-09-07T20:05:27Z
a410afcc86bee1b6cbe7e60eafd8d50e,Detroit Tigers,Minnesota Twins,2026-09-07T19:11:00Z,0.7719104665825978,6,0.0626019038096638,9.5,0.4329742261011864,3,2026-09-07,2026-09-07T20:05:27Z
a58a90b8a19f48d680546cac451b77ec,Los Angeles Dodgers,Cincinnati Reds,2026-09-08T01:11:00Z,0.6145374449339207,9,0.042189006750241065,8.5,0.4891657638136511,9,2026-09-07,2026-09-07T20:05:27Z
b4745820fda1c660f277b88a71e25596,Kansas City Royals,Arizona Diamondbacks,2026-09-07T18:11:00Z,0.5707126310316742,6,0.06285488662429961,2.5,0.4540973474596979,4,2026-09-07,2026-09-07T20:05:27Z
