game_pk,pitcher_id,pitcher,team,opponent,expected_bf,starts_seen,k_rate,expected_k,lineup_faced,prob_k_over_5.5,prob_k_over_6.5,k_dist,predicted_at_utc,start_time_utc
824424,671106,Logan Allen,CLE,DET,22.693537925855125,5,0.2028726417085933,4.70634299647807,9,0.3365010381576973,0.2008642914289915,"0.010534,0.045535,0.101512,0.154774,0.180474,0.170669,0.135637,0.092753,0.055487,0.029389,0.013904,0.005914,0.002273,0.000793,0.000252,0.000073,0.000020,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-04T17:03:39Z,2026-09-04T18:10:00Z
824424,672456,Keider Montero,DET,CLE,22.05815885120521,25,0.1800034698498989,3.086894345265601,9,0.0950822700842405,0.0391110994363177,"0.048210,0.142283,0.215030,0.220521,0.171543,0.107331,0.055971,0.024909,0.009618,0.003261,0.000980,0.000263,0.000063,0.000014,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-04T17:03:39Z,2026-09-04T18:10:00Z
823418,519242,Chris Sale,ATL,PHI,23.91826660185917,28,0.285019209665102,7.182617222962872,9,0.7242103217266559,0.5809392948978916,"0.000885,0.005928,0.020233,0.046910,0.082946,0.118887,0.143271,0.148642,0.134966,0.108567,0.078117,0.050683,0.029860,0.016073,0.007947,0.003626,0.001532,0.000600,0.000219,0.000074,0.000023,0.000007,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-04T20:36:54Z,2026-09-04T22:40:00Z
823338,683003,Jared Jones,PIT,LAA,20.296005694724386,16,0.2427047405687732,6.430910957611824,9,0.6120056205439135,0.4661438652513945,"0.002888,0.015249,0.041341,0.077368,0.113118,0.138030,0.145862,0.136201,0.113606,0.085195,0.057712,0.035460,0.019835,0.010133,0.004740,0.002034,0.000801,0.000290,0.000097,0.000030,0.000008,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-04T20:36:54Z,2026-09-04T22:45:00Z
823418,650911,Cristopher Sánchez,PHI,ATL,25.228841323098003,33,0.2620134999453559,6.357885021037725,9,0.6114112339532737,0.4535326671163539,"0.001928,0.011660,0.035779,0.074200,0.116748,0.148274,0.157879,0.144532,0.115797,0.082261,0.052337,0.030062,0.015693,0.007488,0.003283,0.001329,0.000498,0.000174,0.000056,0.000017,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-04T20:36:54Z,2026-09-04T22:40:00Z
824471,675660,Shane Drohan,MIL,CIN,22.518227916946604,16,0.2243723627918216,6.110092370048274,9,0.571626790955014,0.4159124013049164,"0.003024,0.016174,0.044842,0.085675,0.126301,0.152357,0.155714,0.137900,0.107470,0.074531,0.046377,0.026053,0.013275,0.006157,0.002608,0.001012,0.000361,0.000119,0.000036,0.000010,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-04T20:36:54Z,2026-09-04T22:10:00Z
824471,695076,Rhett Lowder,CIN,MIL,22.33958435333832,21,0.1933650891774328,4.200763458868842,9,0.2511836703500157,0.1363062118714932,"0.016929,0.065927,0.132375,0.181657,0.190398,0.161530,0.114877,0.070093,0.037296,0.017516,0.007328,0.002750,0.000931,0.000286,0.000080,0.000020,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-04T20:36:54Z,2026-09-04T22:10:00Z
823338,696270,Ryan Johnson,LAA,PIT,21.290230902716296,14,0.1897278538636217,4.062088799717638,9,0.2304688438928703,0.1223843912732183,"0.019993,0.074207,0.142265,0.187358,0.189603,0.156105,0.108084,0.064285,0.033338,0.015246,0.006204,0.002264,0.000745,0.000223,0.000061,0.000015,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-04T20:36:54Z,2026-09-04T22:45:00Z
823905,605483,Blake Snell,LAD,WSH,22.783015903707643,9,0.27174234931916347,7.894947264939637,9,0.7940989831983243,0.6732729203916675,"0.000589,0.003973,0.013826,0.033096,0.061245,0.093172,0.120826,0.136631,0.136740,0.122349,0.098581,0.071910,0.047686,0.028846,0.015965,0.008108,0.003791,0.001638,0.000657,0.000246,0.000086,0.000029,0.000009,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-04T22:49:37Z,2026-09-05T02:10:00Z
823093,669302,Logan Gilbert,SEA,ATH,23.46395961528051,32,0.24765216029902326,6.550968578555852,9,0.639017378021858,0.4849571128807513,"0.001782,0.010599,0.032381,0.067602,0.108084,0.140534,0.154060,0.145781,0.121025,0.089190,0.058863,0.035027,0.018896,0.009284,0.004172,0.001722,0.000656,0.000232,0.000076,0.000023,0.000007,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-04T22:49:37Z,2026-09-05T02:10:00Z
