market,player,line,prob_over,hold,n_books,commence_time,home_team,away_team,game_date,fetched_at_utc
pitcher_strikeouts,Noah Cameron,3.5,0.5631341600901917,0.0635348479014248,5,2026-09-07T18:11:00Z,Kansas City Royals,Arizona Diamondbacks,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Joe Ryan,3.5,0.4917407917237184,0.0628977674350799,2,2026-09-07T19:11:00Z,Detroit Tigers,Minnesota Twins,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Grant Holmes,3.5,0.4588754646840148,0.0622729631551635,5,2026-09-07T17:06:00Z,Philadelphia Phillies,Atlanta Braves,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Logan Webb,4.5,0.587773197479972,0.0593227321413858,1,2026-09-08T00:11:00Z,San Francisco Giants,St. Louis Cardinals,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Trevor Rogers,4.5,0.5407914020517831,0.0620375980050139,4,2026-09-07T17:36:00Z,Baltimore Orioles,Cleveland Guardians,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Jonah Tong,4.5,0.5306122448979592,0.0652173913043476,5,2026-09-07T17:11:00Z,Miami Marlins,New York Mets,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Grayson Rodriguez,4.5,0.5123152709359606,0.0646853146853145,5,2026-09-07T17:36:00Z,Boston Red Sox,Los Angeles Angels,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Brayan Bello,4.5,0.4796954314720812,0.0652173913043476,5,2026-09-07T17:36:00Z,Boston Red Sox,Los Angeles Angels,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Robert Gasser,4.5,0.4610118955269332,0.0609916838465771,4,2026-09-07T18:11:00Z,Milwaukee Brewers,Chicago Cubs,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Troy Melton,4.5,0.4267491385984091,0.0629297380362902,4,2026-09-07T19:11:00Z,Detroit Tigers,Minnesota Twins,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Matthew Boyd,4.5,0.4263325437878477,0.0622378259519169,4,2026-09-07T18:11:00Z,Milwaukee Brewers,Chicago Cubs,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Joey Cantillo,5.5,0.559015193444145,0.0646252684799755,5,2026-09-07T17:36:00Z,Baltimore Orioles,Cleveland Guardians,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Eury Perez,5.5,0.5079872204472844,0.0641126563456659,5,2026-09-07T17:11:00Z,Miami Marlins,New York Mets,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Trevor Rogers,5.5,0.4154025670945157,0.0699126092384518,1,2026-09-07T17:36:00Z,Baltimore Orioles,Cleveland Guardians,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Jesus Luzardo,7.5,0.4423580391802834,0.0635098533669562,5,2026-09-07T17:06:00Z,Philadelphia Phillies,Atlanta Braves,2026-09-07,2026-09-07T15:12:29Z
pitcher_strikeouts,Michael McGreevy,3.5,0.44074883190051906,0.06293899266717606,4,2026-09-08T00:11:00Z,San Francisco Giants,St. Louis Cardinals,2026-09-07,2026-09-07T20:05:30Z
pitcher_strikeouts,Nick Pivetta,4.5,0.5254584067129391,0.06318412523695949,4,2026-09-07T21:11:00Z,San Diego Padres,Washington Nationals,2026-09-07,2026-09-07T20:05:30Z
pitcher_strikeouts,Chase Burns,4.5,0.5081779357274829,0.06313356079711219,4,2026-09-08T01:11:00Z,Los Angeles Dodgers,Cincinnati Reds,2026-09-07,2026-09-07T20:05:30Z
pitcher_strikeouts,Jacob Lopez,4.5,0.4495793344468265,0.06264145457047465,4,2026-09-08T02:06:00Z,Athletics,Toronto Blue Jays,2026-09-07,2026-09-07T20:05:30Z
pitcher_strikeouts,Jake Irvin,4.5,0.4456393635827931,0.0612395344869201,4,2026-09-07T21:11:00Z,San Diego Padres,Washington Nationals,2026-09-07,2026-09-07T20:05:30Z
pitcher_strikeouts,Logan Webb,5.5,0.4201484984050452,0.06254999789482552,4,2026-09-08T00:11:00Z,San Francisco Giants,St. Louis Cardinals,2026-09-07,2026-09-07T20:05:30Z
pitcher_strikeouts,Emmet Sheehan,6.5,0.4502533317497376,0.06266668652014795,2,2026-09-08T01:11:00Z,Los Angeles Dodgers,Cincinnati Reds,2026-09-07,2026-09-07T20:05:30Z
pitcher_strikeouts,Dylan Cease,7.5,0.47704243791273293,0.06271701392727813,4,2026-09-08T02:06:00Z,Athletics,Toronto Blue Jays,2026-09-07,2026-09-07T20:05:30Z
