game_pk,player_id,name,team,opponent,is_home,lineup_slot,lineup_status,opposing_pitcher,venue_name,start_time_utc,expected_pa,batter_pa_seen,pitcher_pa_seen,prob_hr,prob_hit,prob_walk,prob_k,prob_hrr_over_0.5,prob_hrr_over_1.5,prob_hrr_over_2.5,prob_hrr_over_3.5,predicted_at_utc
822859,679822,Justin Foscue,TEX,WSH,1,6,confirmed,Jackson Kent,Globe Life Field,2026-08-19T00:05:00Z,2.898702519457844,339,19,0.09465514438151104,0.5008422907486898,0.2854253304702625,0.5755014126022927,0.5486398991323632,0.3404791959029051,0.1976503782081813,0.1033297674096101,2026-08-18T22:18:22Z
822859,678391,Jorbit Vivas,WSH,TEX,0,6,confirmed,Cal Quantrill,Globe Life Field,2026-08-19T00:05:00Z,3.0554935495803517,450,2969,0.06654497153096081,0.5093196950734772,0.3542893845496427,0.3994494569053745,0.5322920922373784,0.3284264566254173,0.1900567303290064,0.09920043645778776,2026-08-18T22:18:22Z
822859,643376,Danny Jansen,TEX,WSH,1,7,confirmed,Jackson Kent,Globe Life Field,2026-08-19T00:05:00Z,3.5281454612456864,1527,19,0.1256897444079176,0.5324981907130752,0.4523125152088295,0.5898822357687096,0.6133702611752806,0.40583669077036333,0.2518485257292993,0.1429385368084112,2026-08-18T22:18:22Z
822859,695670,Harry Ford,WSH,TEX,0,7,confirmed,Cal Quantrill,Globe Life Field,2026-08-19T00:05:00Z,2.8832976411792,131,2969,0.0726884043621472,0.520533733811769,0.32800719252968574,0.49195604587646236,0.5543018282445031,0.3446496565513409,0.20019318565730826,0.1046177018699997,2026-08-18T22:18:22Z
822859,683227,Cody Freeman,TEX,WSH,1,8,confirmed,Jackson Kent,Globe Life Field,2026-08-19T00:05:00Z,2.954513181509198,168,19,0.07954075031988171,0.5153650008398524,0.24507575685156713,0.4182692542432312,0.5518964464999291,0.3438435130299127,0.20045856905338566,0.10538168668378539,2026-08-18T22:18:22Z
822859,683083,Nasim Nuñez,WSH,TEX,0,8,confirmed,Cal Quantrill,Globe Life Field,2026-08-19T00:05:00Z,3.174265996782784,713,2969,0.05191153242887914,0.5327051944082376,0.28404312735839876,0.43364873462426945,0.5526291937933036,0.34694344542228733,0.20431544422783735,0.10896855677595713,2026-08-18T22:18:22Z
822859,694497,Evan Carter,TEX,WSH,1,9,confirmed,Jackson Kent,Globe Life Field,2026-08-19T00:05:00Z,3.116160062669307,1053,19,0.07395181588539786,0.4967191160959182,0.3600645454547267,0.5724166082029567,0.5811116466792886,0.3716257908303534,0.22248297298035052,0.120840383909036,2026-08-18T22:18:22Z
822859,696285,Jacob Young,WSH,TEX,0,9,confirmed,Cal Quantrill,Globe Life Field,2026-08-19T00:05:00Z,3.3410219624362036,1512,2969,0.05616576896094654,0.568918948962627,0.23667134917054183,0.4090127137762671,0.5985561701899186,0.39002637687580716,0.23823838300969172,0.13268901960689047,2026-08-18T22:18:22Z
822938,802415,Chandler Simpson,TB,TOR,1,1,confirmed,José Soriano,Tropicana Field,2026-08-18T22:40:00Z,4.326105839404939,977,2141,0.06171219413566737,0.7064083327457028,0.2687406707037689,0.37090285551263763,0.6959486917291234,0.4962434408646674,0.3322693197117321,0.20589829179312225,2026-08-18T22:18:22Z
822938,703520,Brett Bateman,TOR,TB,0,1,confirmed,Nick Martinez,Tropicana Field,2026-08-18T22:40:00Z,3.6462047906489903,78,3027,0.08634917151037237,0.6042549723497249,0.32925023187974695,0.5127621667888297,0.6197657010158184,0.4147839613347385,0.26121316732509653,0.151295274067963,2026-08-18T22:18:22Z
822938,691406,Junior Caminero,TB,TOR,1,2,confirmed,José Soriano,Tropicana Field,2026-08-18T22:40:00Z,4.334038236638585,1523,2141,0.17927137935886364,0.6638545458749165,0.3699652795705864,0.6213657812448348,0.7416255033629112,0.5492243426671173,0.38134720916852016,0.24560842934777796,2026-08-18T22:18:22Z
822938,664770,Nathan Lukes,TOR,TB,0,2,confirmed,Nick Martinez,Tropicana Field,2026-08-18T22:40:00Z,3.9971323927087608,1168,3027,0.08541956075675834,0.6365749178527057,0.2831987134383042,0.46110307584432775,0.6571888481422025,0.45401094130932595,0.29487516508727374,0.17676673405356713,2026-08-18T22:18:22Z
822938,666018,Jonathan Aranda,TB,TOR,1,3,confirmed,José Soriano,Tropicana Field,2026-08-18T22:40:00Z,3.9873131533189974,1460,2141,0.09680136942230304,0.6319133722947472,0.3963055655399321,0.6197642239607098,0.6759812609446209,0.4726053397459776,0.309914598258521,0.18740995405755506,2026-08-18T22:18:22Z
822938,672386,Alejandro Kirk,TOR,TB,0,3,confirmed,Nick Martinez,Tropicana Field,2026-08-18T22:40:00Z,4.260720561129341,2317,3027,0.08836947107442977,0.6542809708139715,0.31150667098160445,0.44358255961134757,0.665583894841866,0.4627482818872531,0.30228513167890864,0.1822901336638994,2026-08-18T22:18:22Z
822938,650490,Yandy Díaz,TB,TOR,1,4,confirmed,José Soriano,Tropicana Field,2026-08-18T22:40:00Z,4.190863862217861,3178,2141,0.0940475392908478,0.6934694403961328,0.38061548144912266,0.5206016821812386,0.7120450829580804,0.5127806601307012,0.34594919818108755,0.21572556211313185,2026-08-18T22:18:22Z
822938,543807,George Springer,TOR,TB,0,4,confirmed,Nick Martinez,Tropicana Field,2026-08-18T22:40:00Z,4.410718807984667,3175,3027,0.11961442358984917,0.6598126842161997,0.3327449163679136,0.5672613081535711,0.7093103177194482,0.5109184869048946,0.34532903177116214,0.2161126836601092,2026-08-18T22:18:22Z
822938,689414,Liam Hicks,TB,TOR,1,5,confirmed,José Soriano,Tropicana Field,2026-08-18T22:40:00Z,3.725867039638306,918,2141,0.08488081248272727,0.5826628158435752,0.45001546356633454,0.3637523257898105,0.6279929244003112,0.4214533942875616,0.2653965925645872,0.15327026016890452,2026-08-18T22:18:22Z
822938,660821,Jesús Sánchez,TOR,TB,0,5,confirmed,Nick Martinez,Tropicana Field,2026-08-18T22:40:00Z,3.8624904813435785,2255,3027,0.10682921393283155,0.6083895295092259,0.26207341776633936,0.6285972827847425,0.6410501530854672,0.43557688314698845,0.2778782786896355,0.163003928930627,2026-08-18T22:18:22Z
822938,683748,Victor Mesa Jr.,TB,TOR,1,6,confirmed,José Soriano,Tropicana Field,2026-08-18T22:40:00Z,3.268825398171372,251,2141,0.1146302972488565,0.518700331191951,0.3098220376252634,0.49047695366176963,0.5995774979034703,0.3907665330545624,0.23868121060155328,0.13289788903651786,2026-08-18T22:18:22Z
822938,672960,Kazuma Okamoto,TOR,TB,0,6,confirmed,Nick Martinez,Tropicana Field,2026-08-18T22:40:00Z,4.143070384523385,516,3027,0.12747602841220995,0.6141236633315109,0.28169182132305726,0.7409648610107824,0.679052811109398,0.4759056290069289,0.3128198552533812,0.18967448788916844,2026-08-18T22:18:22Z
822938,656775,Cedric Mullins,TB,TOR,1,7,confirmed,José Soriano,Tropicana Field,2026-08-18T22:40:00Z,3.7886583744232296,2735,2141,0.10360905958371087,0.5521192281939403,0.3612608376500367,0.5546645002068654,0.6207495188567794,0.4140981361764644,0.2591894956203334,0.14862283040664306,2026-08-18T22:18:22Z
822938,665926,Andrés Giménez,TOR,TB,0,7,confirmed,Nick Martinez,Tropicana Field,2026-08-18T22:40:00Z,3.929040740657738,2924,3027,0.08548014638263611,0.6179069997484484,0.25048435600032437,0.5428592492112541,0.640803994055903,0.43502357849886913,0.27716581223003695,0.1622808751196167,2026-08-18T22:18:22Z
822938,680700,Richie Palacios,TB,TOR,1,8,confirmed,José Soriano,Tropicana Field,2026-08-18T22:40:00Z,3.077683508598555,1061,2141,0.06486179663977655,0.4913689528583109,0.37311850098593397,0.4314309141758918,0.5517983570862613,0.3453407598313686,0.20257050805570656,0.10744045234731517,2026-08-18T22:18:22Z
822938,676391,Ernie Clement,TOR,TB,0,8,confirmed,Nick Martinez,Tropicana Field,2026-08-18T22:40:00Z,3.593706581135275,2009,3027,0.0632245785905696,0.6315460099954788,0.1642145050147369,0.3491522676582953,0.644998716530826,0.4376648933935089,0.2783269729308716,0.1624322475448548,2026-08-18T22:18:22Z
822938,670764,Taylor Walls,TB,TOR,1,9,confirmed,José Soriano,Tropicana Field,2026-08-18T22:40:00Z,3.253679619695716,1865,2141,0.05874170332978746,0.4824131370665892,0.3381808066953691,0.5414706209305149,0.5537570001530097,0.3487502847746775,0.20614849117058287,0.11048938550087903,2026-08-18T22:18:22Z
822938,669701,Josh Smith,TOR,TB,0,9,confirmed,Nick Martinez,Tropicana Field,2026-08-18T22:40:00Z,3.4392895065409506,2053,3027,0.07415608278384853,0.5448443865073674,0.3144881790810421,0.5174711960546512,0.5919904952838227,0.3847659460760192,0.23466684096192658,0.13056781021188618,2026-08-18T22:18:22Z
823341,687462,Spencer Horwitz,PIT,DET,1,1,confirmed,Keider Montero,PNC Park,2026-08-18T22:40:00Z,4.158118634407207,1297,1470,0.11028561299474059,0.6353237890897298,0.4377268082962255,0.4365316307710936,0.6814416765032445,0.48003614806917533,0.3176230715300253,0.19426835664809244,2026-08-18T22:18:22Z
823341,650402,Gleyber Torres,DET,PIT,0,1,confirmed,Braxton Ashcraft,PNC Park,2026-08-18T22:40:00Z,4.693917703419591,3189,956,0.09881553695735829,0.6685148472659698,0.3660871152023655,0.6935123299665528,0.7086285872683141,0.5117243168318077,0.3473220489508694,0.21868453401919177,2026-08-18T22:18:22Z
823341,664040,Brandon Lowe,PIT,DET,1,2,confirmed,Keider Montero,PNC Park,2026-08-18T22:40:00Z,4.254660733731261,2410,1470,0.1804996851991609,0.6401552473539615,0.33715741160412505,0.7031376097388999,0.7019150191690643,0.5022638137037436,0.3371825574443678,0.2093840666896566,2026-08-18T22:18:22Z
823341,805808,Kevin McGonigle,DET,PIT,0,2,confirmed,Braxton Ashcraft,PNC Park,2026-08-18T22:40:00Z,4.572654914589313,619,956,0.10851278121755291,0.6795174963686333,0.4960511453588323,0.5796108408804805,0.7111765406459722,0.5141209701018798,0.3491176373327809,0.21981612826643626,2026-08-18T22:18:22Z
823341,668804,Bryan Reynolds,PIT,DET,1,3,confirmed,Keider Montero,PNC Park,2026-08-18T22:40:00Z,4.272486511186971,3390,1470,0.12393589079204843,0.6516230488080896,0.41016904828985673,0.6215948922519039,0.691299132058423,0.4898119481826872,0.32552834225553406,0.19985512716179152,2026-08-18T22:18:22Z
823341,690993,Colt Keith,DET,PIT,0,3,confirmed,Braxton Ashcraft,PNC Park,2026-08-18T22:40:00Z,3.9437952283823217,1612,956,0.09527402074568579,0.6229575435287629,0.2967696755833882,0.6241821762505096,0.6450385209363679,0.44070582357425725,0.28297774143085386,0.16738030079484123,2026-08-18T22:18:22Z
823341,699013,Esmerlyn Valdez,PIT,DET,1,4,confirmed,Keider Montero,PNC Park,2026-08-18T22:40:00Z,3.7938036290245023,254,1470,0.13835544046572176,0.594265468566221,0.4199187695700645,0.7692766191423537,0.6836576922915667,0.480041383333639,0.3157979442513646,0.19146404771750186,2026-08-18T22:18:22Z
823341,680664,Eduardo Valencia,DET,PIT,0,4,confirmed,Braxton Ashcraft,PNC Park,2026-08-18T22:40:00Z,3.123426749471603,85,956,0.10087306944913409,0.551078295996113,0.1818678695984848,0.5648371880069382,0.666272203956167,0.4550392519099919,0.2897538240271068,0.1687093548112893,2026-08-18T22:18:22Z
823341,665833,Oneil Cruz,PIT,DET,1,5,confirmed,Keider Montero,PNC Park,2026-08-18T22:40:00Z,4.0537870312951885,2029,1470,0.15201941730244153,0.6114626232012561,0.3717335361850211,0.7305106767638938,0.6921976529307485,0.4896890185014415,0.3244942571921365,0.19830790147341065,2026-08-18T22:18:22Z
823341,656716,Zach McKinstry,DET,PIT,0,5,confirmed,Braxton Ashcraft,PNC Park,2026-08-18T22:40:00Z,3.7409505515554495,2129,956,0.07120753612317658,0.5606917320480459,0.31251000718760996,0.5576771793966582,0.6025146026777842,0.3971566354016314,0.24605966147608174,0.13964875206548222,2026-08-18T22:18:22Z
823341,663968,Jake Mangum,PIT,DET,1,6,confirmed,Keider Montero,PNC Park,2026-08-18T22:40:00Z,3.5402293230392745,947,1470,0.05719314997034352,0.6330122843641499,0.21421105057207981,0.48634572135126936,0.6345815159762802,0.42692904227332096,0.26921653120417094,0.1555895137611455,2026-08-18T22:18:22Z
823341,679529,Spencer Torkelson,DET,PIT,0,6,confirmed,Braxton Ashcraft,PNC Park,2026-08-18T22:40:00Z,4.093305815278054,2931,956,0.09838313629253088,0.5765755792411356,0.29963189031932397,0.7770412784464722,0.6368535008635252,0.4315696910010885,0.2746584074518887,0.1607014692887297,2026-08-18T22:18:22Z
823341,804668,Rafael Flores Jr.,PIT,DET,1,7,confirmed,Keider Montero,PNC Park,2026-08-18T22:40:00Z,2.855148737612441,112,1470,0.0759690979498414,0.4871403354195511,0.25554498209377263,0.6031730014728838,0.5389614808773772,0.33154648652671415,0.19072135701897777,0.09855897292025688,2026-08-18T22:18:22Z
823341,814430,Brett Callahan,DET,PIT,0,7,confirmed,Braxton Ashcraft,PNC Park,2026-08-18T22:40:00Z,2.7667038311637784,16,956,0.08872824812263089,0.49613867324039373,0.22908592447279746,0.5419793659544558,0.6746549330901093,0.4569753561752763,0.2857658928534319,0.16152958438929016,2026-08-18T22:18:22Z
823341,694378,Jacob Gonzalez,PIT,DET,1,8,confirmed,Keider Montero,PNC Park,2026-08-18T22:40:00Z,2.8418251398148584,206,1470,0.08439226684979363,0.49658012955371883,0.22192091541039746,0.3502506757774654,0.5504850398864444,0.340999655486976,0.19731897847354068,0.10262386988871688,2026-08-18T22:18:22Z
823341,703601,Max Clark,DET,PIT,0,8,confirmed,Braxton Ashcraft,PNC Park,2026-08-18T22:40:00Z,3.126101539484045,101,956,0.07170141538771861,0.5269050203071722,0.2516927015424345,0.5985746390034611,0.5548388123371693,0.34831376239937123,0.20498141238012102,0.1091745314749199,2026-08-18T22:18:22Z
823341,669707,Jared Triolo,PIT,DET,1,9,confirmed,Keider Montero,PNC Park,2026-08-18T22:40:00Z,3.2435849268482926,1491,1470,0.05490270348442181,0.5279956646633627,0.2592863720334932,0.5074170837963351,0.5702847102533586,0.3632720293775044,0.21701804720336557,0.11773749633849515,2026-08-18T22:18:22Z
823341,595879,Javier Báez,DET,PIT,0,9,confirmed,Braxton Ashcraft,PNC Park,2026-08-18T22:40:00Z,3.568181345906662,2243,956,0.05935913758051522,0.5615053312884254,0.15537647123144313,0.62416623480418,0.6028222722342491,0.39588067297303015,0.24402003711065678,0.13750587022203078,2026-08-18T22:18:22Z
823423,656941,Kyle Schwarber,PHI,MIA,1,1,confirmed,Cade Gibson,Citizens Bank Park,2026-08-18T22:40:00Z,4.53339391093834,3705,426,0.23739398114130067,0.618185357525293,0.5636172849251416,0.8176540008555794,0.7238877607404448,0.5286539394497008,0.3624313830993747,0.230483549896776,2026-08-18T22:18:22Z
823423,805300,Jakob Marsee,MIA,PHI,0,1,confirmed,Zack Wheeler,Citizens Bank Park,2026-08-18T22:40:00Z,4.57758103922345,778,3648,0.10273676930907175,0.6312293842863336,0.45946801865559084,0.6854737333580685,0.6585373098434388,0.45653067011223303,0.2977829176761959,0.17949404890725715,2026-08-18T22:18:22Z
