game_pk,game_date,home_team,away_team,home_runs,away_runs,total_runs,home_lineup_runs,away_lineup_runs,home_win_prob,away_win_prob,home_hitters,away_hitters,predicted_at_utc,start_time_utc
823570,2026-09-20,NYM,PHI,4.299106280972619,4.707829817802269,9.006936098774887,4.1338091624663855,4.526817613767066,0.474087814788994,0.525912185211006,9,9,2026-09-20T03:33:45Z,2026-09-20T17:10:00Z
823329,2026-09-20,PIT,KC,4.135342929600284,4.035168379593799,8.170511309194083,3.976342377945301,3.8800194574128337,0.5175452425374026,0.48245475746259736,9,9,2026-09-20T03:33:45Z,2026-09-20T17:35:00Z
822922,2026-09-20,TB,BOS,4.299669737713041,4.079585488065873,8.379255225778913,4.13435095475622,3.922728764411074,0.5276986293643859,0.47230137063561406,9,9,2026-09-20T03:33:45Z,2026-09-20T17:40:00Z
824381,2026-09-20,CLE,ATH,4.215214923429735,4.073644942535064,8.288859865964799,4.053143358971977,3.9170166279947227,0.5210041316523721,0.47899586834762786,9,9,2026-09-20T03:33:45Z,2026-09-20T17:40:00Z
824462,2026-09-20,CIN,CHC,4.611191052277473,5.1558375976997946,9.767028649977266,4.433894529696331,4.957599861136309,0.4651061728262231,0.5348938271737769,9,9,2026-09-20T03:33:45Z,2026-09-20T17:40:00Z
824139,2026-09-20,HOU,ATL,4.479664652221808,4.648700245527907,9.128364897749716,4.307425212093575,4.469961525160395,0.49400100346149234,0.5059989965385077,9,9,2026-09-20T03:33:45Z,2026-09-20T18:10:00Z
824546,2026-09-20,CWS,DET,4.29995895901603,4.59649726180292,8.896456220818951,4.134629055736783,4.419765703441464,0.4832200241435555,0.5167799758564444,9,9,2026-09-20T03:33:45Z,2026-09-20T18:10:00Z
823001,2026-09-20,STL,WSH,4.512068028978416,4.372258565232288,8.884326594210705,4.338582705529865,4.20414880125744,0.5197465297218251,0.4802534702781749,9,9,2026-09-20T03:33:45Z,2026-09-20T18:15:00Z
822844,2026-09-20,TEX,TOR,4.482088219143572,3.997061553575435,8.479149772719007,4.309755594850424,3.8433778076717187,0.5503712767712187,0.44962872322878134,9,9,2026-09-20T03:33:45Z,2026-09-20T18:35:00Z
824300,2026-09-20,COL,SEA,4.715084281177815,5.096465141616653,9.811549422794467,4.533793148962215,4.900510227404552,0.477862336578779,0.5221376634212209,9,9,2026-09-20T03:33:45Z,2026-09-20T19:10:00Z
823975,2026-09-20,LAA,MIN,4.1255363952638495,4.417663497627524,8.543199892891373,3.966912896829327,4.247807951157342,0.48307891657611157,0.5169210834238884,9,9,2026-09-20T03:33:45Z,2026-09-20T20:07:00Z
823247,2026-09-20,SD,MIA,4.149423034863477,4.5738819426495425,8.72330497751302,3.9898811146830004,4.398019924803216,0.47211227925561244,0.5278877207443875,9,9,2026-09-20T03:33:45Z,2026-09-20T20:10:00Z
823896,2026-09-20,LAD,SF,4.801539922821539,4.310885448712401,9.112425371533941,4.6169246419321635,4.145135430845572,0.5480942063822462,0.45190579361775385,9,9,2026-09-20T03:33:45Z,2026-09-20T20:10:00Z
825028,2026-09-20,AZ,NYY,4.732141492286164,4.212044294696369,8.944185786982533,4.550194524261516,4.050094638318855,0.5512372098542737,0.4487627901457263,9,9,2026-09-20T03:33:45Z,2026-09-20T20:10:00Z
824789,2026-09-20,BAL,MIL,4.189292865836069,5.050170597411124,9.239463463247192,4.028217983280535,4.855995670540485,0.4380180688963448,0.5619819311036551,9,9,2026-09-20T03:33:45Z,2026-09-20T23:20:00Z
