market,player,line,prob_over,hold,n_books,commence_time,home_team,away_team,game_date,fetched_at_utc,key,pitcher,team,opponent,expected_k,expected_bf,starts_seen,model_prob,market_prob,edge,side
pitcher_strikeouts,Jake Irvin,3.5,0.5020774472328402,0.0610121671662846,1,2026-09-20T18:16:00Z,St. Louis Cardinals,Washington Nationals,2026-09-20,2026-09-20T03:33:54Z,jake irvin,Jake Irvin,WSH,STL,5.214621831426527,21.740889424472968,21,0.7555590000000001,0.5020774472328402,0.2534815527671599,OVER
pitcher_strikeouts,Davis Martin,3.5,0.4979225527671597,0.0610121671662846,1,2026-09-20T18:11:00Z,Chicago White Sox,Detroit Tigers,2026-09-20,2026-09-20T03:33:54Z,davis martin,Davis Martin,CWS,DET,4.617027421256555,22.51548448608692,27,0.674477,0.4979225527671597,0.1765544472328403,OVER
pitcher_strikeouts,Jack Perkins,4.5,0.408486769906109,0.0597661045422239,1,2026-09-20T17:41:00Z,Cleveland Guardians,Athletics,2026-09-20,2026-09-20T03:33:54Z,jack perkins,Jack Perkins,ATH,CLE,5.115447975292475,21.86501818319569,15,0.578565,0.408486769906109,0.170078230093891,OVER
pitcher_strikeouts,Gavin Williams,6.5,0.5823064366418077,0.0593361136540875,1,2026-09-20T17:41:00Z,Cleveland Guardians,Athletics,2026-09-20,2026-09-20T03:33:54Z,gavin williams,Gavin Williams,CLE,ATH,8.484114388895065,23.41010807307998,31,0.741273,0.5823064366418077,0.15896656335819226,OVER
pitcher_strikeouts,Cristopher Sanchez,6.5,0.3925530639165367,0.0597785532974247,2,2026-09-20T17:11:00Z,New York Mets,Philadelphia Phillies,2026-09-20,2026-09-20T03:33:54Z,cristopher sanchez,Cristopher Sánchez,PHI,NYM,6.986485601722691,25.29816600023754,33,0.551206,0.3925530639165367,0.15865293608346326,OVER
pitcher_strikeouts,Jacob Misiorowski,7.5,0.5936183022275737,0.0606641123882503,1,2026-09-20T23:21:00Z,Baltimore Orioles,Milwaukee Brewers,2026-09-20,2026-09-20T03:33:54Z,jacob misiorowski,Jacob Misiorowski,MIL,BAL,9.519865769277708,22.713787712812085,28,0.727677,0.5936183022275737,0.1340586977724263,OVER
pitcher_strikeouts,Quinn Mathews,5.5,0.528066528066528,0.0594713656387666,1,2026-09-20T18:16:00Z,St. Louis Cardinals,Washington Nationals,2026-09-20,2026-09-20T03:33:54Z,quinn mathews,Quinn Mathews,STL,WSH,5.139869771178229,22.969304120423523,7,0.411862,0.528066528066528,-0.11620452806652798,UNDER
pitcher_strikeouts,Troy Melton,4.5,0.5145711906744379,0.0600176522506619,1,2026-09-20T18:11:00Z,Chicago White Sox,Detroit Tigers,2026-09-20,2026-09-20T03:33:54Z,troy melton,Troy Melton,DET,CWS,5.370634108053723,23.18788899631398,20,0.621749,0.5145711906744379,0.10717780932556209,OVER
pitcher_strikeouts,Brandon Young,4.5,0.4332755632582322,0.0587155963302752,1,2026-09-20T23:21:00Z,Baltimore Orioles,Milwaukee Brewers,2026-09-20,2026-09-20T03:33:54Z,brandon young,Brandon Young,BAL,MIL,4.738627473395136,23.96550026739268,26,0.514471,0.4332755632582322,0.08119543674176782,OVER
pitcher_strikeouts,Patrick Sandoval,4.5,0.4344048653344918,0.0608294930875574,1,2026-09-20T17:40:00Z,Tampa Bay Rays,Boston Red Sox,2026-09-20,2026-09-20T03:33:54Z,patrick sandoval,Patrick Sandoval,BOS,TB,4.619150783295362,22.379692108320672,12,0.49201700000000004,0.4344048653344918,0.05761213466550824,OVER
pitcher_strikeouts,Martin Perez,3.5,0.4669102720259846,0.0602668962548427,1,2026-09-20T18:11:00Z,Houston Astros,Atlanta Braves,2026-09-20,2026-09-20T03:33:54Z,martin perez,Martín Pérez,ATL,HOU,3.249377918694752,22.325465442820743,24,0.40988899999999995,0.4669102720259846,-0.05702127202598467,UNDER
pitcher_strikeouts,Will Warren,4.5,0.5145711906744379,0.0600176522506619,1,2026-09-20T20:11:00Z,Arizona Diamondbacks,New York Yankees,2026-09-20,2026-09-20T03:33:54Z,will warren,Will Warren,NYY,AZ,5.0214034057181,22.484891934983835,29,0.56374,0.5145711906744379,0.04916880932556211,OVER
pitcher_strikeouts,Jonah Tong,4.5,0.4423019176920884,0.0598015049544651,2,2026-09-20T17:11:00Z,New York Mets,Philadelphia Phillies,2026-09-20,2026-09-20T03:33:54Z,jonah tong,Jonah Tong,NYM,PHI,4.498268373018849,21.394916650513665,3,0.470113,0.4423019176920884,0.027811082307911628,OVER
pitcher_strikeouts,Hunter Brown,6.5,0.4284750337381915,0.0608446671438798,1,2026-09-20T18:11:00Z,Houston Astros,Atlanta Braves,2026-09-20,2026-09-20T03:33:54Z,hunter brown,Hunter Brown,HOU,ATL,6.095239084970976,22.605099502487565,19,0.41394700000000006,0.4284750337381915,-0.014528033738191448,UNDER
pitcher_strikeouts,Corbin Burnes,4.5,0.4812406203101549,0.0593534711181771,1,2026-09-20T20:11:00Z,Arizona Diamondbacks,New York Yankees,2026-09-20,2026-09-20T03:33:54Z,corbin burnes,Corbin Burnes,AZ,NYY,4.612726994431055,20.707590777456,2,0.48939999999999995,0.4812406203101549,0.008159379689845037,OVER
pitcher_strikeouts,Griffin Jax,4.5,0.5467012037178121,0.06060116354234,1,2026-09-20T17:40:00Z,Tampa Bay Rays,Boston Red Sox,2026-09-20,2026-09-20T03:33:54Z,griffin jax,Griffin Jax,TB,BOS,4.951755038214872,19.62513595987673,20,0.544753,0.5467012037178121,-0.0019482037178120137,UNDER
