game_pk,player_id,name,team,opponent,is_home,lineup_slot,lineup_status,opposing_pitcher,venue_name,start_time_utc,expected_pa,batter_pa_seen,pitcher_pa_seen,exp_runs,form_z,form_state,prob_hr,prob_hit,prob_walk,prob_k,prob_hrr_over_0.5,prob_hrr_over_1.5,prob_hrr_over_2.5,prob_hrr_over_3.5,prob_tb_over_0.5,prob_tb_over_1.5,prob_tb_over_2.5,prob_tb_over_3.5,prob_hits_over_0.5,prob_hits_over_1.5,prob_hits_over_2.5,predicted_at_utc,starter_share
824066,664770,Nathan Lukes,TOR,KC,0,5,confirmed,Seth Lugo,Kauffman Stadium,2026-09-05T23:10:00Z,4.202468410226271,942,2985,0.4431959976871314,-0.188347173416184,Normal,0.10194252033454015,0.6588413041024351,0.2932513391169122,0.48554880881295903,0.6808930481382715,0.47688247314963417,0.313708780288847,0.19031000859510333,0.6073480048746107,0.3647331254091132,0.21848881294052683,0.15594139708219515,0.6372721066001465,0.25318921951069584,0.06154373992332822,2026-09-05T22:40:34Z,0.6309510392350488
824066,686681,Michael Massey,KC,TOR,1,6,confirmed,Max Scherzer,Kauffman Stadium,2026-09-05T23:10:00Z,3.8794503435352907,1665,1969,0.39805144524483543,1.9389004703602697,Normal,0.10975050342225329,0.619525793419978,0.24851496260323053,0.5140383959416976,0.651786994232867,0.4444799147511309,0.28455715371136875,0.16724111000795552,0.586322299532223,0.3435000961347561,0.20206334914514743,0.14441361203556038,0.6006826911738763,0.21604172166957228,0.04547504119462763,2026-09-05T22:40:34Z,0.5454968090803588
824066,672960,Kazuma Okamoto,TOR,KC,0,6,confirmed,Seth Lugo,Kauffman Stadium,2026-09-05T23:10:00Z,4.074097732353881,555,2985,0.42568086951591416,-0.0102042702114825,Normal,0.12460660039236073,0.6001166428885226,0.2770187550204538,0.7489491678169086,0.6659139753364391,0.4606955547000153,0.2994669501273088,0.17925783898705522,0.5847652660320245,0.3435238437817982,0.20284755659654066,0.14516111058926429,0.5824247390151525,0.2025447115226474,0.04199554575039831,2026-09-05T22:40:34Z,0.6160897053661274
824066,670231,John Rave,KC,TOR,1,7,confirmed,Max Scherzer,Kauffman Stadium,2026-09-05T23:10:00Z,3.754041204437401,272,1969,0.41318193091455413,0.7229941322957314,Normal,0.10953187958109176,0.5605866300929522,0.33523558045221274,0.6276678139491944,0.6216852280319247,0.41372744779026827,0.258727745234959,0.14806541352570257,0.5475485327497684,0.30886965424383794,0.17743376366281416,0.1276781520237448,0.5454122567930383,0.17020624508397778,0.030178403185574933,2026-09-05T22:40:34Z,0.530939290726219
824066,665926,Andrés Giménez,TOR,KC,0,7,confirmed,Seth Lugo,Kauffman Stadium,2026-09-05T23:10:00Z,3.9214145383104126,2622,2985,0.3917556625196532,-0.036249915501081496,Normal,0.0785525859295164,0.6284746014677765,0.2626337557160714,0.52937550472812,0.6428066820912317,0.4361526290816942,0.2782118100245222,0.16302198303744556,0.5637843037891012,0.3242077972467682,0.18880766910125732,0.1355406167577292,0.6089985248871154,0.22501659319108144,0.049722724632159404,2026-09-05T22:40:34Z,0.600088594535967
824066,668942,Josh Rojas,KC,TOR,1,8,confirmed,Max Scherzer,Kauffman Stadium,2026-09-05T23:10:00Z,3.6020338983050846,1644,1969,0.3881850471514335,1.1533486371355604,Normal,0.07937660424749216,0.5439006786967889,0.2964182558874194,0.5522934014568429,0.5896261298464462,0.38235918353352816,0.23322636607804054,0.12968775557556544,0.5046596732140666,0.2731217201886054,0.15302972568047649,0.1112161323383237,0.5297470682459707,0.15763111800279966,0.026197669074024658,2026-09-05T22:40:34Z,0.5245239945812564
824066,676391,Ernie Clement,TOR,KC,0,8,confirmed,Seth Lugo,Kauffman Stadium,2026-09-05T23:10:00Z,3.75672087620312,1824,2985,0.3965484867200233,-0.703882736800872,Normal,0.05844254324751159,0.6213843248008118,0.1764721138562451,0.38295121262490955,0.6333735519095631,0.4262522513560657,0.2697177508369858,0.1565863046679522,0.5437380903690825,0.30657931012051093,0.17634182658323733,0.12705296233587712,0.6024016458436053,0.21840287764083655,0.04697571769984269,2026-09-05T22:40:34Z,0.589722575817908
824066,686555,Isaac Collins,KC,TOR,1,9,confirmed,Max Scherzer,Kauffman Stadium,2026-09-05T23:10:00Z,3.423819301848049,922,1969,0.4208881349034271,-1.0090587243858677,Normal,0.07416949400815785,0.5239591508004018,0.37651215607246147,0.555504350495276,0.5876670581348409,0.3794707056105557,0.23029451032613732,0.12719472792506661,0.4943184590740036,0.2641520828502438,0.14675640924390554,0.10696316044771428,0.51098221947009,0.1432215334710998,0.021775147531851086,2026-09-05T22:40:34Z,0.5342466418821241
824066,664702,Myles Straw,TOR,KC,0,9,confirmed,Seth Lugo,Kauffman Stadium,2026-09-05T23:10:00Z,3.6227519866164783,1702,2985,0.4125714845039523,1.460762150483105,Normal,0.046497338337064875,0.5597628601501498,0.2316888103791381,0.4461756534582165,0.5896099143454964,0.3832186995042926,0.23450125754400825,0.13100311459987832,0.48594342638467236,0.2594173569673582,0.14439570103039212,0.10543559455458835,0.5446412988619848,0.1698361079379482,0.030383882879822268,2026-09-05T22:40:34Z,0.5863727110746101
824145,665161,Jeremy Peña,HOU,AZ,1,1,confirmed,Brandon Pfaadt,Daikin Park,2026-09-05T23:15:00Z,4.443308771095793,2781,2403,0.6160643907685892,-1.2681986905286549,Normal,0.12636298418758993,0.718056248164586,0.23161362677192207,0.6840793505800306,0.732566762947521,0.5369569791131439,0.36945672812353253,0.23558258564082574,0.6659828725000467,0.4250700609310373,0.2656174953033915,0.18907815280990106,0.692176422743183,0.31478134945614034,0.09124421512742949,2026-09-05T22:40:34Z,0.6827952876039137
824145,663457,Lars Nootbaar,AZ,HOU,0,1,confirmed,Ethan Pecko,Daikin Park,2026-09-05T23:15:00Z,4.614423756775866,2103,58,0.6802464164176206,0.5427838217900525,Normal,0.14850732897087446,0.6400382771441337,0.5403032861310241,0.6019938621749187,0.705756310640447,0.5067030317854996,0.3421417931101272,0.21400780070015615,0.6346768314262733,0.39371047695891476,0.24167785802860817,0.17247544685618843,0.6196440437343677,0.23946663089751177,0.0579815729504705,2026-09-05T22:40:34Z,0.6148779357022721
824145,670541,Yordan Alvarez,HOU,AZ,1,2,confirmed,Brandon Pfaadt,Daikin Park,2026-09-05T23:15:00Z,4.328354978354978,2503,2403,0.6795625039098168,-0.5674031107200636,Normal,0.24355267893684698,0.7359889574497636,0.40757798158997044,0.4924622686642257,0.7747366837160249,0.5891871991167178,0.4199937900540297,0.2779410359660211,0.7536554571497888,0.5275582772532738,0.3523294644330708,0.25205543675043535,0.7087529118316358,0.33371062139018626,0.10007539935739529,2026-09-05T22:40:34Z,0.6844301087759851
824145,672695,Geraldo Perdomo,AZ,HOU,0,2,confirmed,Ethan Pecko,Daikin Park,2026-09-05T23:15:00Z,4.523716699155296,2694,58,0.5983215247080919,0.09503969076323276,Normal,0.08460710663626646,0.646161714684256,0.4754970069925092,0.5370882862321237,0.6857547092220352,0.4837898775515035,0.32102982649570333,0.19692336891950588,0.5869223928193658,0.3471471566337126,0.20637538769725305,0.14784276695122436,0.6253829891986963,0.24417663526718866,0.05945789056851182,2026-09-05T22:40:34Z,0.6070567519018489
824145,670623,Isaac Paredes,HOU,AZ,1,3,confirmed,Brandon Pfaadt,Daikin Park,2026-09-05T23:15:00Z,4.225346112886049,2604,2403,0.4656671248389004,0.6435794836533099,Normal,0.13368285374092592,0.6469599912668023,0.3959649046613716,0.48811162663473967,0.6899938405534976,0.48646598670651486,0.3218930255492843,0.19644699508724492,0.6241910011149633,0.38063244403849505,0.23015286906404378,0.16390925677605162,0.6262250919120054,0.24168998649454984,0.05643128850176599,2026-09-05T22:40:34Z,0.6816628700148767
824145,672515,Gabriel Moreno,AZ,HOU,0,3,confirmed,Ethan Pecko,Daikin Park,2026-09-05T23:15:00Z,4.410891089108911,1577,58,0.5227888571805993,-0.3078284249466214,Normal,0.10427772414141347,0.6837208993731795,0.4175102551163729,0.568840846357618,0.702972750200511,0.5025760595451757,0.33761966704154234,0.20980647150011264,0.6262413203905757,0.384284348656087,0.23386430727422608,0.16681081683316315,0.6603514265613025,0.2791236547111667,0.07421433173034626,2026-09-05T22:40:34Z,0.5969841130070572
824145,514888,Jose Altuve,HOU,AZ,1,4,confirmed,Brandon Pfaadt,Daikin Park,2026-09-05T23:15:00Z,4.143343879289365,2837,2403,0.4714697779665814,-0.6281790572406204,Normal,0.1208429108625015,0.6882922783940283,0.26030186707117736,0.5687454711520434,0.7124082987958245,0.5112352100730996,0.343831776036224,0.21344744453491069,0.6404410431530441,0.3963058911868314,0.24174326500342402,0.17180879066505547,0.6646614890652318,0.2800498094918459,0.07201244873345591,2026-09-05T22:40:34Z,0.6703714276742433
824145,606466,Ketel Marte,AZ,HOU,0,4,confirmed,Ethan Pecko,Daikin Park,2026-09-05T23:15:00Z,4.333088054942359,2878,58,0.5728050169330512,0.6846728570987343,Normal,0.19766092297951873,0.6568582144355131,0.43321704728914423,0.5217370679666591,0.7207601848174716,0.5225005813123592,0.3555079675431883,0.22386850868182157,0.6829187885424833,0.4430352492962062,0.27982815930799604,0.19906763867730898,0.6353984969152904,0.2523319011214003,0.061820298053951,2026-09-05T22:40:34Z,0.5802504213855154
824145,662139,Daulton Varsho,HOU,AZ,1,5,confirmed,Brandon Pfaadt,Daikin Park,2026-09-05T23:15:00Z,4.024135876042908,2434,2403,0.48134114423203817,-0.8675881547394084,Normal,0.1480126454430492,0.6379682927990098,0.2768383120739405,0.5617892392738459,0.6902061532403203,0.4855559116828524,0.32019603451617773,0.1944418546107146,0.6408126567097248,0.39600338077174463,0.2411021993359833,0.17120997855570003,0.6178994992705318,0.23190778934539164,0.0514598060846836,2026-09-05T22:40:34Z,0.6601437482964984
824145,682998,Corbin Carroll,AZ,HOU,0,5,confirmed,Ethan Pecko,Daikin Park,2026-09-05T23:15:00Z,4.202468410226271,2683,58,0.6365854391941547,-1.7939887168124995,Normal,0.17040889527710848,0.6227626093131775,0.48154203815800267,0.5971694378655102,0.7136025432893539,0.513546739164584,0.34672201348375004,0.21637448835983022,0.6632032073530452,0.42094718403457654,0.2616112795122915,0.18595625531501697,0.6036204863207913,0.22126064748298824,0.04893488711060783,2026-09-05T22:40:34Z,0.5627764946057331
824145,572233,Christian Walker,HOU,AZ,1,6,confirmed,Brandon Pfaadt,Daikin Park,2026-09-05T23:15:00Z,3.8794503435352907,3079,2403,0.43257901491912965,-0.936836526445949,Normal,0.14421453158552797,0.6169066969334763,0.2567697146313719,0.642290017741771,0.6770818826302821,0.4711387153583432,0.3074257287201122,0.18451082655739917,0.6163363008514305,0.3716749818426299,0.22266348892959012,0.1584746294493339,0.5982339737930309,0.21387807751619198,0.04470655054666037,2026-09-05T22:40:34Z,0.6483671716480288
824145,571448,Nolan Arenado,AZ,HOU,0,6,confirmed,Ethan Pecko,Daikin Park,2026-09-05T23:15:00Z,4.074097732353881,2818,58,0.4586409489882739,-1.4317120672273118,Normal,0.13569559922775423,0.6228463500410049,0.3316004996394227,0.5598964140353746,0.6787906468539201,0.4744906176807752,0.3114868618636029,0.1884829042574295,0.6076415347945074,0.3648796470342709,0.21849108219238342,0.15589242979898893,0.6037004530060146,0.2211193813687449,0.04868557134962725,2026-09-05T22:40:34Z,0.5475856613925186
824145,673237,Yainer Diaz,HOU,AZ,1,7,confirmed,Brandon Pfaadt,Daikin Park,2026-09-05T23:15:00Z,3.754041204437401,1857,2403,0.416552487226652,0.6476850748163961,Normal,0.12400756353215696,0.6683475111634867,0.15787819875307396,0.4990734660910745,0.6864112068906834,0.4806904228791794,0.31538368913852716,0.19032765277025593,0.6293540404158806,0.3838013040087056,0.23141703924688095,0.1643813001504285,0.6462080400200273,0.25836679759249215,0.06116689422681905,2026-09-05T22:40:34Z,0.6281877105870294
824145,596146,Max Kepler,AZ,HOU,0,7,confirmed,Ethan Pecko,Daikin Park,2026-09-05T23:15:00Z,3.9214145383104126,1951,58,0.47960658673595813,-0.9806957301767855,Normal,0.13952494694171078,0.5816145099496508,0.36965860265883227,0.5563530944291463,0.6522566599502718,0.4458353950185327,0.2863764974500161,0.1691110158269421,0.5863563206226511,0.3444357444337443,0.20325786714151553,0.14538822559201603,0.5651011913402715,0.1874884207676506,0.03658526486465414,2026-09-05T22:40:34Z,0.5348588210684325
824145,666211,Taylor Trammell,HOU,AZ,1,8,confirmed,Brandon Pfaadt,Daikin Park,2026-09-05T23:15:00Z,3.6020338983050846,557,2403,0.4444072470967958,-0.7744519593392877,Normal,0.12260747871099521,0.5653503497246503,0.33496216093741216,0.6509158382173285,0.6298409719122304,0.42085685650377636,0.26400542741761107,0.15153530851604535,0.5676885090556771,0.32541699835082744,0.18859584036325003,0.13517881266078727,0.549970998819408,0.17237507344572234,0.030383742822015166,2026-09-05T22:40:34Z,0.6163096925480943
824145,694374,Tim Tawa,AZ,HOU,0,8,confirmed,Ethan Pecko,Daikin Park,2026-09-05T23:15:00Z,3.75672087620312,505,58,0.43227452472688727,-1.3609374149090583,Normal,0.10633089704328064,0.5620094294436615,0.3073359375280872,0.6993765598624148,0.6277214417571381,0.4206296454931712,0.26507827744481366,0.15319180214268205,0.5419356913594827,0.3050570248502297,0.17529108490853293,0.12634103330467866,0.5466863124611046,0.17263854625943897,0.031684252023807286,2026-09-05T22:40:34Z,0.5287297677304842
824145,701358,Cam Smith,HOU,AZ,1,9,confirmed,Brandon Pfaadt,Daikin Park,2026-09-05T23:15:00Z,3.423819301848049,987,2403,0.3953219135979412,-1.353552878556016,Normal,0.09123653479767856,0.5507661240443552,0.21929929292101033,0.6361845773003406,0.6022593638712314,0.39306488442835197,0.2409269729041104,0.13458489431542023,0.5280900656183088,0.2908438819123323,0.1643820451629944,0.11879769116903796,0.5363165673017488,0.16063789225971173,0.026318537761878202,2026-09-05T22:40:34Z,0.6215874045396589
824145,814439,Ryan Waldschmidt,AZ,HOU,0,9,confirmed,Ethan Pecko,Daikin Park,2026-09-05T23:15:00Z,3.6227519866164783,259,58,0.43718949223694403,-0.013249055679235405,Normal,0.0788271300286893,0.5824837738839871,0.3184016510367969,0.7038338424821232,0.6248583281497365,0.4168940319956613,0.2614615953897317,0.15020110078167875,0.5368656797087966,0.30001202386696674,0.17150314131923283,0.12374574967832154,0.5660195363416859,0.18627698259987618,0.03543126797464729,2026-09-05T22:40:34Z,0.5301409595125585
824310,664983,Jake McCarthy,COL,STL,1,1,confirmed,Matthew Liberatore,Coors Field,2026-09-06T00:10:00Z,4.443308771095793,1888,2031,0.6013509275275951,0.10590069517801418,Normal,0.10349349624925547,0.7181693722282102,0.2769200336725483,0.5433314560839874,0.7163877453584985,0.5178391093659971,0.3515252434230861,0.2209004622860226,0.6618143523551686,0.42062287058289516,0.2620689827152296,0.18656474585056815,0.6922810902594918,0.3149053620216288,0.09130728491832005,2026-09-05T22:40:34Z,0.6493011547408125
824310,671056,Iván Herrera,STL,COL,0,1,projected,Mason Adams,Coors Field,2026-09-06T00:10:00Z,4.614423756775866,1409,38,0.6638539932717986,0.23116589876882407,Normal,0.1296539252495342,0.6964927171755148,0.4781752419297714,0.6285178624229486,0.7231457609308424,0.5268783447123057,0.3608763003067414,0.22925441609237848,0.6473199932125105,0.4066309473728248,0.2517536363100113,0.17957214536347418,0.6721750855262312,0.2937776418581621,0.0823018990517063,2026-09-05T22:40:34Z,0.6188520904781796
824310,681393,Connor Norby,COL,STL,1,2,confirmed,Matthew Liberatore,Coors Field,2026-09-06T00:10:00Z,4.328354978354978,847,2031,0.5811090890523072,0.3681768137760832,Normal,0.13341846658716086,0.6839242007303663,0.3712881286349291,0.7144052126028718,0.7107679363590966,0.5106909982892407,0.3443946022258131,0.21472213256329883,0.653203168329182,0.41084907995867026,0.25388611815436996,0.1806073202182496,0.6605624839890797,0.2779587807366255,0.07266977675188556,2026-09-05T22:40:34Z,0.6472803430783298
824310,676475,Alec Burleson,STL,COL,0,2,projected,Mason Adams,Coors Field,2026-09-06T00:10:00Z,4.523716699155296,2136,38,0.598455019443582,-1.86642321149592,Normal,0.1708295780915231,0.7197585046967786,0.3667111194864254,0.5589650511562215,0.7355982445132025,0.5412138991691836,0.3740281154026617,0.23979916874161578,0.6954058284226111,0.4582577485183098,0.29320461882426224,0.20906028675373378,0.6937468854127664,0.3177495141041266,0.0936498340562849,2026-09-05T22:40:34Z,0.6118023452214689
