window,window_start,window_end,n_games,solo,tier,leg_no,n_legs,player_id,name,team,opponent,game_pk,prop_key,prop,line,p,lift,base,kind,edge,clash,slip_p,game_date,built_at_utc
0,2026-09-19 18:10:00+00:00,2026-09-19 18:10:00+00:00,1,True,MIXED,1,3,805808,Kevin McGonigle,DET,CWS,824545,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7196940440911281,1.078603634485766,0.6672460773175948,bat,,False,0.14519552580262354,2026-09-19,2026-09-19T01:25:14Z
0,2026-09-19 18:10:00+00:00,2026-09-19 18:10:00+00:00,1,True,MIXED,2,3,678246,Miguel Vargas,CWS,DET,824545,prob_walk,Walk,,0.484456511736941,1.4970643543095488,0.32360433293488844,bat,,False,0.14519552580262354,2026-09-19,2026-09-19T01:25:14Z
0,2026-09-19 18:10:00+00:00,2026-09-19 18:10:00+00:00,1,True,MIXED,3,3,805367,Chase Meidroth,CWS,DET,824545,prob_walk,Walk,,0.4164381681098993,1.2868745122571943,0.32360433293488844,bat,,False,0.14519552580262354,2026-09-19,2026-09-19T01:25:14Z
0,2026-09-19 18:10:00+00:00,2026-09-19 18:10:00+00:00,1,True,SAFE,1,3,805808,Kevin McGonigle,DET,CWS,824545,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7196940440911281,1.078603634485766,0.6672460773175948,bat,,False,0.3619506844409293,2026-09-19,2026-09-19T01:25:14Z
0,2026-09-19 18:10:00+00:00,2026-09-19 18:10:00+00:00,1,True,SAFE,2,3,682985,Riley Greene,DET,CWS,824545,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7151967370566117,1.0718635318648617,0.6672460773175948,bat,,False,0.3619506844409293,2026-09-19,2026-09-19T01:25:14Z
0,2026-09-19 18:10:00+00:00,2026-09-19 18:10:00+00:00,1,True,SAFE,3,3,805367,Chase Meidroth,CWS,DET,824545,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7031953158661344,1.0538770324331612,0.6672460773175948,bat,,False,0.3619506844409293,2026-09-19,2026-09-19T01:25:14Z
0,2026-09-19 18:10:00+00:00,2026-09-19 18:10:00+00:00,1,True,MEDIUM,1,3,805808,Kevin McGonigle,DET,CWS,824545,prob_walk,Walk,,0.5316791417473641,1.6429914177148606,0.32360433293488844,bat,,False,0.10726423704365316,2026-09-19,2026-09-19T01:25:14Z
0,2026-09-19 18:10:00+00:00,2026-09-19 18:10:00+00:00,1,True,MEDIUM,2,3,678246,Miguel Vargas,CWS,DET,824545,prob_walk,Walk,,0.484456511736941,1.4970643543095488,0.32360433293488844,bat,,False,0.10726423704365316,2026-09-19,2026-09-19T01:25:14Z
0,2026-09-19 18:10:00+00:00,2026-09-19 18:10:00+00:00,1,True,MEDIUM,3,3,805367,Chase Meidroth,CWS,DET,824545,prob_walk,Walk,,0.4164381681098993,1.2868745122571943,0.32360433293488844,bat,,False,0.10726423704365316,2026-09-19,2026-09-19T01:25:14Z
0,2026-09-19 18:10:00+00:00,2026-09-19 18:10:00+00:00,1,True,LOTTO,1,3,695657,Colson Montgomery,CWS,DET,824545,prob_hr,HR,,0.2178702207522067,2.036605212403525,0.10697714973197206,bat,,False,0.0011574299655194994,2026-09-19,2026-09-19T01:25:14Z
0,2026-09-19 18:10:00+00:00,2026-09-19 18:10:00+00:00,1,True,LOTTO,2,3,805367,Chase Meidroth,CWS,DET,824545,prob_hits_over_2.5,Hits 2.5,,0.0736846520884283,1.5398798811962604,0.0478509090145305,bat,,False,0.0011574299655194994,2026-09-19,2026-09-19T01:25:14Z
0,2026-09-19 18:10:00+00:00,2026-09-19 18:10:00+00:00,1,True,LOTTO,3,3,805808,Kevin McGonigle,DET,CWS,824545,prob_hits_over_2.5,Hits 2.5,,0.0720974345081715,1.5067098200010842,0.0478509090145305,bat,,False,0.0011574299655194994,2026-09-19,2026-09-19T01:25:14Z
1,2026-09-19 20:05:00+00:00,2026-09-19 20:10:00+00:00,3,False,MIXED,1,3,650333,Luis Arraez,PHI,NYM,823571,prob_hit,Hit,,0.7587672172902321,1.2228815696290447,0.6204748163147152,bat,,False,0.12257504266781916,2026-09-19,2026-09-19T01:25:14Z
1,2026-09-19 20:05:00+00:00,2026-09-19 20:10:00+00:00,3,False,MIXED,2,3,624413,Pete Alonso,BAL,MIL,824788,prob_tb_over_2.5,TB 2.5,,0.3301243498266702,1.5978920615315648,0.2065999060726599,bat,,False,0.12257504266781916,2026-09-19,2026-09-19T01:25:14Z
1,2026-09-19 20:05:00+00:00,2026-09-19 20:10:00+00:00,3,False,MIXED,3,3,575929,Willson Contreras,BOS,TB,822921,prob_walk,Walk,,0.4893458791123445,1.512173445498347,0.32360433293488844,bat,,False,0.12257504266781916,2026-09-19,2026-09-19T01:25:14Z
