game_pk,pitcher_id,pitcher,team,opponent,expected_bf,starts_seen,career_starts,days_since_last_start,appearances_seen,days_since_last_appearance,role,k_rate,expected_k,expected_outs,implied_baserunners,lineup_faced,prob_k_over_5.5,prob_k_over_6.5,prob_outs_over_14.5,prob_outs_over_15.5,prob_outs_over_16.5,prob_outs_over_17.5,prob_outs_over_18.5,outs_dist,k_dist,predicted_at_utc,start_time_utc
823819,607192,Tyler Glasnow,LAD,MIA,23.022103203950664,12,71,7.0,13,7.0,starter,0.2608544624810272,6.274028282322282,17.325214113605462,5.696889090345202,9,0.6003662399719234,0.4418859546015869,0.8507252134319575,0.6765705877130371,0.6196701969590289,0.5637820593481192,0.2766621531885041,"6:0.000552,7:0.000622,8:0.002807,9:0.011869,10:0.007139,11:0.010063,12:0.048799,13:0.037115,14:0.030309,15:0.174155,16:0.056900,17:0.055888,18:0.287120,19:0.036854,20:0.044530,21:0.133914,22:0.007551,23:0.008515,24:0.038412,27:0.006886","0.002166,0.012672,0.037907,0.077108,0.119581,0.150200,0.158480,0.143862,0.114213,0.080229,0.050277,0.028269,0.014313,0.006540,0.002699,0.001006,0.000339,0.000103,0.000028,0.000007,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-12T16:19:43Z,2026-09-12T20:10:00Z
824630,694973,Paul Skenes,PIT,CHC,22.434268688933027,30,82,6.0,31,6.0,starter,0.269763825192268,5.873814436142386,16.349598723262567,6.084669965670461,9,0.5371660047906475,0.3778945827155505,0.7685478395674261,0.5627077663655226,0.5012963500375374,0.4462165374669112,0.1878269129526408,"6:0.001477,7:0.001521,8:0.006266,9:0.024199,10:0.013290,11:0.017107,12:0.075751,13:0.052609,14:0.039231,15:0.205840,16:0.061411,17:0.055080,18:0.258390,19:0.030286,20:0.033415,21:0.091760,22:0.004725,23:0.004865,24:0.020040,27:0.002736","0.003289,0.017855,0.049688,0.094292,0.136761,0.160949,0.159271,0.135601,0.100880,0.066298,0.038792,0.020325,0.009576,0.004071,0.001565,0.000546,0.000173,0.000050,0.000013,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-12T16:19:43Z,2026-09-12T18:20:00Z
822685,674841,Andrew Alvarez,WSH,LAA,20.94327758092056,17,19,6.0,25,6.0,starter,0.2220233900708904,5.551529250941275,14.8539666219913,6.089310958929259,9,0.4824898178565817,0.3287330527164579,0.6084643091273207,0.3852019229103928,0.326920857418353,0.2811842909814474,0.093452030383516,"6:0.005331,7:0.004804,8:0.017312,9:0.058495,10:0.028109,11:0.031659,12:0.122659,13:0.074535,14:0.048631,15:0.223262,16:0.058281,17:0.045737,18:0.187732,19:0.019253,20:0.018586,21:0.044658,22:0.002012,23:0.001813,24:0.006533,27:0.000597","0.005056,0.024950,0.063396,0.110676,0.149041,0.164392,0.153757,0.124583,0.088680,0.055991,0.031573,0.015979,0.007283,0.002997,0.001115,0.000376,0.000115,0.000032,0.000008,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-12T16:19:43Z,2026-09-12T20:05:00Z
823496,543037,Gerrit Cole,NYY,NYM,23.56409803822684,19,102,6.0,19,6.0,starter,0.2403869283818825,5.425529721067287,17.229159312118615,6.334938726108224,9,0.4610659315969823,0.3049783451833111,0.8435991765271144,0.6658189893774913,0.6082572302428744,0.5522287411825811,0.2669804569598321,"6:0.000611,7:0.000683,8:0.003052,9:0.012792,10:0.007625,11:0.010651,12:0.051186,13:0.038579,14:0.031221,15:0.177780,16:0.057562,17:0.056028,18:0.285248,19:0.036284,20:0.043446,21:0.129478,22:0.007235,23:0.008086,24:0.036145,27:0.006306","0.004807,0.024802,0.065211,0.116111,0.156930,0.171073,0.156088,0.122152,0.083405,0.050301,0.027038,0.013038,0.005667,0.002227,0.000793,0.000256,0.000075,0.000020,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-12T16:19:43Z,2026-09-12T17:35:00Z
823657,687570,Connor Prielipp,MIN,CLE,22.593633903205745,19,19,17.0,21,5.0,starter,0.238223545077152,5.349207723284996,15.66797787751946,6.925656025686282,9,0.4483687233277884,0.2939161333181954,0.6996457497651811,0.4805568467477852,0.4191066483277154,0.3672922627713844,0.1387762213150638,"6:0.002741,7:0.002654,8:0.010276,9:0.037306,10:0.019262,11:0.023310,12:0.097035,13:0.063356,14:0.044415,15:0.219089,16:0.061450,17:0.051814,18:0.228516,19:0.025181,20:0.026119,21:0.067429,22:0.003264,23:0.003160,24:0.012236,27:0.001388","0.005374,0.026841,0.068749,0.119905,0.159394,0.171369,0.154453,0.119487,0.080654,0.048060,0.025490,0.012102,0.005162,0.001982,0.000686,0.000214,0.000060,0.000015,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-12T16:19:43Z,2026-09-12T20:10:00Z
824224,808825,Andrew Sears,DET,COL,22.53844272034668,1,1,8.0,3,8.0,starter,0.2197509547709281,5.3055063577956725,16.198434332844062,6.340008387502618,9,0.4408931665046683,0.2872299831341167,0.7539929658990149,0.5444941760809286,0.4828495604669339,0.4283198824446702,0.1760240975797462,"6:0.001703,7:0.001729,8:0.007026,9:0.026759,10:0.014495,11:0.018402,12:0.080364,13:0.055046,14:0.040484,15:0.209499,16:0.061645,17:0.054530,18:0.252296,19:0.029165,20:0.031737,21:0.085955,22:0.004365,23:0.004433,24:0.018010,27:0.002358","0.005613,0.027819,0.070655,0.122170,0.161056,0.171795,0.153663,0.117963,0.078974,0.046637,0.024497,0.011517,0.004868,0.001857,0.000641,0.000200,0.000057,0.000015,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-12T16:19:43Z,2026-09-12T17:10:00Z
822927,693855,Ian Seymour,TB,HOU,21.4154611500522,14,17,6.0,46,6.0,starter,0.2697101112889236,5.234504760669124,15.15139442231076,6.26406672774144,9,0.4288168757602096,0.2789873953704104,0.6426527834633992,0.4194071709289161,0.3595937277467383,0.3114168302660413,0.1084532427063582,"6:0.004218,7:0.003900,8:0.014428,9:0.050034,10:0.024677,11:0.028526,12:0.113437,13:0.070749,14:0.047378,15:0.223246,16:0.059813,17:0.048177,18:0.202964,19:0.021364,20:0.021168,21:0.052202,22:0.002414,23:0.002232,24:0.008257,27:0.000816","0.006646,0.031224,0.075739,0.126222,0.161891,0.169462,0.149829,0.114360,0.076474,0.045276,0.023914,0.011331,0.004835,0.001864,0.000650,0.000205,0.000059,0.000015,0.000004,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-12T16:19:43Z,2026-09-12T22:10:00Z
823496,804267,Zac Thornton,NYM,NYY,22.303540329699167,12,12,7.0,12,7.0,starter,0.2069477962330046,5.224123778439193,16.42701052079109,5.876529808908078,9,0.4265583784655235,0.2752797638202432,0.7758259396357409,0.5720078610581016,0.5107657784886663,0.4554458828114464,0.1940781136035107,"6:0.001372,7:0.001423,8:0.005904,9:0.022960,10:0.012700,11:0.016464,12:0.073424,13:0.051357,14:0.038570,15:0.203818,16:0.061242,17:0.055320,18:0.261368,19:0.030853,20:0.034284,21:0.094819,22:0.004917,23:0.005099,24:0.021155,27:0.002950","0.006248,0.030146,0.074777,0.126628,0.163839,0.171804,0.151279,0.114485,0.075682,0.044218,0.023031,0.010760,0.004530,0.001724,0.000594,0.000185,0.000052,0.000013,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-12T16:19:43Z,2026-09-12T17:35:00Z
823170,650633,Michael King,SD,SF,23.010057861198256,32,83,6.0,32,6.0,starter,0.2113164920651803,5.217153547365934,16.65752249856161,6.352535362636644,9,0.4252653270090895,0.2727083545264025,0.7967617011540309,0.5995264398150085,0.5389873555035063,0.4831260231694136,0.213522223464782,"6:0.001096,7:0.001161,8:0.004922,9:0.019555,10:0.011049,11:0.014632,12:0.066658,13:0.047627,14:0.036538,15:0.197235,16:0.060539,17:0.055861,18:0.269604,19:0.032510,20:0.036903,21:0.104256,22:0.005523,23:0.005851,24:0.024794,27:0.003685","0.005893,0.029215,0.073929,0.126834,0.165247,0.173616,0.152557,0.114833,0.075281,0.043491,0.022328,0.010248,0.004223,0.001566,0.000524,0.000158,0.000043,0.000011,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-12T16:19:43Z,2026-09-12T20:05:00Z
822685,700712,Walbert Ureña,LAA,WSH,22.385683745852827,24,24,6.0,26,6.0,starter,0.226165197779496,5.144598419625694,16.17878312533837,6.206900620514457,9,0.4130614698795534,0.2623109633521257,0.7520684510446326,0.5421229348687476,0.4804574795699928,0.4260070343485054,0.1745289144013908,"6:0.001734,7:0.001758,8:0.007130,9:0.027106,10:0.014656,11:0.018573,12:0.080969,13:0.055361,14:0.040643,15:0.209946,16:0.061665,17:0.054450,18:0.251478,19:0.029019,20:0.031521,21:0.085217,22:0.004320,23:0.004379,24:0.017759,27:0.002313","0.006459,0.031290,0.077522,0.130569,0.167474,0.173625,0.150751,0.112156,0.072619,0.041372,0.020905,0.009426,0.003810,0.001386,0.000455,0.000135,0.000037,0.000009,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-12T16:19:43Z,2026-09-12T20:05:00Z
