event_id,home_team,away_team,commence_time,home_win_prob_market,ml_books,ml_hold,total_line,over_prob_market,total_books,game_date,fetched_at_utc
109d31adb57ca2a65a0e61f6bc9ad6c7,Miami Marlins,Chicago Cubs,2026-09-06T17:41:00Z,0.9711510996858042,1,0.0195107746068723,13.5,0.550837076357697,5,2026-09-06,2026-09-06T20:02:43Z
27dbceeb05fa78d858bc4c8e0fce75ba,Baltimore Orioles,Boston Red Sox,2026-09-06T17:38:36Z,0.0855093370128527,6,0.0599985263060459,4.5,0.4111714507370054,5,2026-09-06,2026-09-06T20:02:43Z
35ced11ee1bb21f179e3ac5a39a75fd2,Seattle Mariners,Athletics,2026-09-06T20:10:00Z,0.6562218214607755,9,0.039612676056338,7.0,0.5108342361863488,9,2026-09-06,2026-09-06T20:02:43Z
739d53b2d2899aaf9a833b48ae636d03,Pittsburgh Pirates,Los Angeles Angels,2026-09-06T17:37:54Z,0.9175531914893618,5,0.0576926186433826,1.5,0.1198871650211565,5,2026-09-06,2026-09-06T20:02:43Z
756b1fa5fc5aae0f6173b45c15d5e49f,New York Mets,San Francisco Giants,2026-09-06T17:40:34Z,0.927710843373494,5,0.05259900990099,6.5,0.1992337164750958,5,2026-09-06,2026-09-06T20:02:43Z
855005fb1370a5252daf5699bd5fce84,Chicago White Sox,Minnesota Twins,2026-09-06T22:20:00Z,0.574468085106383,9,0.039924506387921,8.5,0.5096815834767643,9,2026-09-06,2026-09-06T20:02:43Z
c0d390a487adbc676467b156b561e0f0,Texas Rangers,Tampa Bay Rays,2026-09-06T18:36:00Z,0.1520785659801678,6,0.0617715617715617,11.5,0.4748957206859261,5,2026-09-06,2026-09-06T20:02:43Z
c5e971853b3a0b4ad3526141459bf5d5,Houston Astros,Arizona Diamondbacks,2026-09-06T18:10:34Z,0.1943871852723579,6,0.0628994021851164,6.5,0.5082034454470877,5,2026-09-06,2026-09-06T20:02:43Z
d545cab19c6dbf61ef08fc9c481877f8,Kansas City Royals,Toronto Blue Jays,2026-09-06T18:11:00Z,0.9386503292704864,4,0.0521396739668496,9.5,0.4366055780942883,4,2026-09-06,2026-09-06T20:02:43Z
e0254ee2268c129376e98827bedc7496,San Diego Padres,New York Yankees,2026-09-06T20:15:00Z,0.5220323446605121,9,0.0405040504050404,7.0,0.4876548752020112,9,2026-09-06,2026-09-06T20:02:43Z
e615304e9c8bbe51f395e5baf369353a,Philadelphia Phillies,Atlanta Braves,2026-09-06T17:11:48Z,0.1731918988420331,4,0.0618854261072017,9.5,0.2674418604651162,3,2026-09-06,2026-09-06T20:02:43Z
efbec01e9ddadbf59d572981c0ab0b39,Colorado Rockies,St. Louis Cardinals,2026-09-06T19:10:10Z,0.5550278778884061,6,0.0658212560386473,10.5,0.4985515643105446,6,2026-09-06,2026-09-06T20:02:43Z
f864d689c5ac704d8c9a644afb516e5a,Cleveland Guardians,Detroit Tigers,2026-09-06T17:40:26Z,0.6287128712871286,5,0.0618955512572534,5.5,0.434888072631506,5,2026-09-06,2026-09-06T20:02:43Z
35484b18fe129394ebc819752a8b92c1,Los Angeles Dodgers,Washington Nationals,2026-09-07T02:11:00Z,0.6385542168674698,9,0.039778206364513125,8.5,0.48540244340639604,9,2026-09-06,2026-09-07T01:45:29Z
