window,window_start,window_end,n_games,solo,tier,leg_no,n_legs,player_id,name,team,opponent,game_pk,prop_key,prop,line,p,lift,base,kind,edge,clash,slip_p,game_date,built_at_utc
0,2026-09-21 22:35:00+00:00,2026-09-21 22:40:00+00:00,2,False,MIXED,1,4,669358,Shane Baz,BAL,TOR,824787,pitcher_k_under,Under 4.5 K,4.5,0.607094,,0.5912634617910442,arm,0.015830538208955858,False,0.038311154136075824,2026-09-21,2026-09-21T20:08:13Z
0,2026-09-21 22:35:00+00:00,2026-09-21 22:40:00+00:00,2,False,MIXED,2,4,695578,James Wood,WSH,DET,824221,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7264379336102147,1.1095823803998381,0.6546949072392828,bat,,False,0.038311154136075824,2026-09-21,2026-09-21T20:08:13Z
0,2026-09-21 22:35:00+00:00,2026-09-21 22:40:00+00:00,2,False,MIXED,3,4,703520,Brett Bateman,TOR,BAL,824787,prob_hits_over_1.5,Hits 1.5,,0.3065014565467974,1.4476229966812684,0.21172740226527476,bat,,True,0.038311154136075824,2026-09-21,2026-09-21T20:08:13Z
0,2026-09-21 22:35:00+00:00,2026-09-21 22:40:00+00:00,2,False,MIXED,4,4,624413,Pete Alonso,BAL,TOR,824787,prob_tb_over_2.5,TB 2.5,,0.2834250537486574,1.4309307443366006,0.19807042015863402,bat,,True,0.038311154136075824,2026-09-21,2026-09-21T20:08:13Z
0,2026-09-21 22:35:00+00:00,2026-09-21 22:40:00+00:00,2,False,SAFE,1,3,669358,Shane Baz,BAL,TOR,824787,pitcher_k_under,Under 4.5 K,4.5,0.607094,,0.5912634617910442,arm,0.015830538208955858,False,0.32435556946524463,2026-09-21,2026-09-21T20:08:13Z
0,2026-09-21 22:35:00+00:00,2026-09-21 22:40:00+00:00,2,False,SAFE,2,3,695578,James Wood,WSH,DET,824221,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7264379336102147,1.1095823803998381,0.6546949072392828,bat,,False,0.32435556946524463,2026-09-21,2026-09-21T20:08:13Z
0,2026-09-21 22:35:00+00:00,2026-09-21 22:40:00+00:00,2,False,SAFE,3,3,703520,Brett Bateman,TOR,BAL,824787,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7354732887818357,1.1233832440872027,0.6546949072392828,bat,,True,0.32435556946524463,2026-09-21,2026-09-21T20:08:13Z
0,2026-09-21 22:35:00+00:00,2026-09-21 22:40:00+00:00,2,False,MEDIUM,1,3,695578,James Wood,WSH,DET,824221,prob_walk,Walk,,0.4961651342969489,1.4795797145571263,0.3353419416441939,bat,,False,0.04310196037877366,2026-09-21,2026-09-21T20:08:13Z
0,2026-09-21 22:35:00+00:00,2026-09-21 22:40:00+00:00,2,False,MEDIUM,2,3,703520,Brett Bateman,TOR,BAL,824787,prob_hits_over_1.5,Hits 1.5,,0.3065014565467974,1.4476229966812684,0.21172740226527476,bat,,False,0.04310196037877366,2026-09-21,2026-09-21T20:08:13Z
0,2026-09-21 22:35:00+00:00,2026-09-21 22:40:00+00:00,2,False,MEDIUM,3,3,624413,Pete Alonso,BAL,TOR,824787,prob_tb_over_2.5,TB 2.5,,0.2834250537486574,1.4309307443366006,0.19807042015863402,bat,,True,0.04310196037877366,2026-09-21,2026-09-21T20:08:13Z
0,2026-09-21 22:35:00+00:00,2026-09-21 22:40:00+00:00,2,False,LOTTO,1,3,624413,Pete Alonso,BAL,TOR,824787,prob_hr,HR,,0.2319002376377313,2.090345075320522,0.11093873464991084,bat,,False,0.0014971889861086338,2026-09-21,2026-09-21T20:08:13Z
0,2026-09-21 22:35:00+00:00,2026-09-21 22:40:00+00:00,2,False,LOTTO,2,3,695734,Daylen Lile,WSH,DET,824221,prob_hits_over_2.5,Hits 2.5,,0.0721862990735794,1.5900769431042805,0.04539799120201775,bat,,False,0.0014971889861086338,2026-09-21,2026-09-21T20:08:13Z
0,2026-09-21 22:35:00+00:00,2026-09-21 22:40:00+00:00,2,False,LOTTO,3,3,703520,Brett Bateman,TOR,BAL,824787,prob_hits_over_2.5,Hits 2.5,,0.0894377064194688,1.970080702942946,0.04539799120201775,bat,,True,0.0014971889861086338,2026-09-21,2026-09-21T20:08:13Z
1,2026-09-22 01:45:00+00:00,2026-09-22 01:45:00+00:00,1,True,MIXED,1,4,694918,Blade Tidwell,SF,MIN,823169,pitcher_k_under,Under 3.5 K,3.5,0.4447859999999999,,0.42331702656849657,arm,0.021468973431503335,False,0.061248239175509325,2026-09-21,2026-09-21T20:08:13Z
1,2026-09-22 01:45:00+00:00,2026-09-22 01:45:00+00:00,1,True,MIXED,2,4,808982,Jung Hoo Lee,SF,MIN,823169,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7189239842239797,1.0981053560589589,0.6546949072392828,bat,,False,0.061248239175509325,2026-09-21,2026-09-21T20:08:13Z
