game_pk,game_date,home_team,away_team,home_runs,away_runs,total_runs,home_lineup_runs,away_lineup_runs,home_win_prob,away_win_prob,home_hitters,away_hitters,predicted_at_utc,start_time_utc
824792,2026-09-08,BAL,CLE,4.273975152728505,4.30791236787713,8.581887520605633,4.110205628723197,4.142842442869863,0.5053451664602067,0.49465483353979334,9,9,2026-09-08T18:39:36Z,2026-09-08T22:35:00Z
823414,2026-09-08,PHI,HOU,4.615841738179334,4.501716437386327,9.117558175565662,4.438972622816586,4.329220357785356,0.5171917321866345,0.4828082678133655,9,9,2026-09-08T18:39:36Z,2026-09-08T22:40:00Z
823821,2026-09-08,MIA,NYM,4.313377665553302,4.210906395438154,8.524284060991455,4.148098322108401,4.049553530395979,0.5171258879827981,0.4828741120172019,9,9,2026-09-08T18:39:36Z,2026-09-08T22:40:00Z
824228,2026-09-08,DET,MIN,4.252950163039173,4.296482816441325,8.549432979480498,4.089986271362223,4.131850847231963,0.5045369199314911,0.4954630800685089,9,9,2026-09-08T18:39:36Z,2026-09-08T22:40:00Z
824714,2026-09-08,BOS,LAA,4.266865558336628,4.27417225633266,8.541037814669288,4.103368458678169,4.110395179741697,0.5076573365118464,0.4923426634881536,9,9,2026-09-08T18:39:36Z,2026-09-08T22:45:00Z
823500,2026-09-08,NYY,COL,4.85358411941536,4.299003371275239,9.1525874906906,4.667605227973062,4.134274819832562,0.5529499880774533,0.4470500119225467,9,9,2026-09-08T18:39:36Z,2026-09-08T23:05:00Z
824875,2026-09-08,ATL,TB,4.412417669392668,4.4522542337447195,8.864671903137388,4.243343326279623,4.2816534392722705,0.5047110232657043,0.4952889767342957,9,9,2026-09-08T18:39:36Z,2026-09-08T23:15:00Z
823738,2026-09-08,MIL,CHC,4.707990483304558,4.440527992267885,9.148518475572443,4.527590426467521,4.270376522116802,0.5296387804793978,0.47036121952060217,9,9,2026-09-08T18:39:36Z,2026-09-08T23:40:00Z
824063,2026-09-08,KC,AZ,3.8115968279703027,4.361937223605934,8.173534051576237,3.6655446456551264,4.194797182467666,0.4596552129390224,0.5403447870609777,9,9,2026-09-08T18:39:36Z,2026-09-08T23:40:00Z
824551,2026-09-08,CWS,PIT,4.35360369203162,4.640982179577034,8.994585871608654,4.186782973877328,4.463149736638935,0.4841943932153896,0.5158056067846104,9,9,2026-09-08T18:39:36Z,2026-09-08T23:40:00Z
823092,2026-09-08,SEA,TEX,4.434169328950062,4.322818091276926,8.756987420226988,4.264261509084172,4.157177011047903,0.517515255841228,0.48248474415877196,9,9,2026-09-08T18:39:36Z,2026-09-09T01:40:00Z
823250,2026-09-08,SD,WSH,4.608789281542726,4.2832371636846345,8.89202644522736,4.432190401131088,4.119112739364886,0.5351412031512451,0.46485879684875486,9,9,2026-09-08T18:39:36Z,2026-09-09T01:40:00Z
824957,2026-09-08,ATH,TOR,4.172363642310633,4.576153218084267,8.7485168603949,4.012487652567913,4.400804881343802,0.47403554864895275,0.5259644513510473,9,9,2026-09-08T18:39:36Z,2026-09-09T01:40:00Z
823174,2026-09-08,SF,STL,4.108629336673901,4.076414297562965,8.185043634236866,3.9511955082737127,3.9202148800876144,0.511437204263364,0.48856279573663597,9,9,2026-09-08T18:39:36Z,2026-09-09T01:45:00Z
823901,2026-09-08,LAD,CIN,5.028190863057422,4.0570600885489085,9.08525095160633,4.835521417207918,3.901602282684404,0.5870315715090548,0.41296842849094517,9,9,2026-09-08T18:39:36Z,2026-09-09T02:10:00Z
