market,player,line,prob_over,hold,n_books,commence_time,home_team,away_team,game_date,fetched_at_utc
pitcher_strikeouts,Justin Hagenman,2.5,0.5834970530451867,0.06708595387840655,1,2026-09-02T22:41:00Z,Tampa Bay Rays,New York Mets,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Grant Holmes,3.5,0.5692871193108593,0.0650148089287006,1,2026-09-02T17:06:00Z,Washington Nationals,Atlanta Braves,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Andrew Painter,3.5,0.5389881044730669,0.063143992673519,6,2026-09-02T19:41:00Z,Arizona Diamondbacks,Philadelphia Phillies,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Tomoyuki Sugano,3.5,0.487517163899638,0.06491009591225883,5,2026-09-02T19:11:00Z,Colorado Rockies,Baltimore Orioles,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Brandon Williamson,3.5,0.46281519310564956,0.06227296315516351,5,2026-09-02T16:41:00Z,Cincinnati Reds,San Diego Padres,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Davis Martin,3.5,0.4592085979482169,0.06227296315516351,5,2026-09-03T00:11:00Z,Houston Astros,Chicago White Sox,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Justin Hagenman,3.5,0.40353209916389265,0.06175174064494404,4,2026-09-02T22:41:00Z,Tampa Bay Rays,New York Mets,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Jared Jones,4.5,0.5940959409594095,0.07114624505928857,1,2026-09-02T22:41:00Z,Pittsburgh Pirates,San Francisco Giants,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Landen Roupp,4.5,0.5715249662618084,0.06350985336695625,5,2026-09-02T22:41:00Z,Pittsburgh Pirates,San Francisco Giants,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Hayden Wesneski,4.5,0.5704089571423739,0.06292021716463525,5,2026-09-03T00:11:00Z,Houston Astros,Chicago White Sox,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Eury Perez,4.5,0.5543606364172068,0.05980861244019131,3,2026-09-02T23:41:00Z,Kansas City Royals,Miami Marlins,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Griffin Jax,4.5,0.5371848068943506,0.06227296315516351,5,2026-09-02T22:41:00Z,Tampa Bay Rays,New York Mets,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Noah Cameron,4.5,0.5195319741088819,0.06633038670951696,6,2026-09-02T23:41:00Z,Kansas City Royals,Miami Marlins,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Casey Mize,4.5,0.5052301255230125,0.06468531468531458,5,2026-09-02T16:41:00Z,Cincinnati Reds,San Diego Padres,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Joey Cantillo,4.5,0.5,0.06542056074766345,5,2026-09-02T22:41:00Z,Cleveland Guardians,Toronto Blue Jays,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Cody Bradford,4.5,0.48542880932556204,0.06294471811713187,5,2026-09-02T18:36:00Z,Texas Rangers,Athletics,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Dean Kremer,4.5,0.4653465346534653,0.0643500643500643,5,2026-09-02T23:41:00Z,Minnesota Twins,Detroit Tigers,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,David Peterson,4.5,0.45981589772018994,0.06346856334645956,6,2026-09-02T23:41:00Z,Chicago Cubs,Milwaukee Brewers,2026-09-02,2026-09-02T15:12:02Z
pitcher_strikeouts,Bryce Miller,4.5,0.44980138847287693,0.06635447824148155,6,2026-09-02T20:11:00Z,Boston Red Sox,Seattle Mariners,2026-09-02,2026-09-02T15:12:02Z
