pitcher_id,name,game_date,opp,home,pitches,bf,k,last_inning,velo
605483,Blake Snell,2026-09-11,MIA,False,101,23,8,6,95.63636363636364
605483,Blake Snell,2026-09-04,WSH,True,101,23,7,6,96.02884615384616
605483,Blake Snell,2026-08-29,DET,False,99,22,10,5,95.77799999999999
605483,Blake Snell,2026-08-23,PIT,True,94,24,6,6,95.79591836734694
605483,Blake Snell,2026-08-17,COL,False,90,23,5,6,96.36976744186046
605483,Blake Snell,2026-08-11,KC,True,84,22,10,6,96.21333333333334
605483,Blake Snell,2026-05-09,ATL,True,77,18,5,3,95.9375
605483,Blake Snell,2025-09-24,AZ,False,96,23,5,6,94.8265306122449
605483,Blake Snell,2025-09-17,PHI,True,112,25,12,7,95.40526315789474
605483,Blake Snell,2025-09-10,COL,True,104,22,11,6,94.96326530612245
554430,Zack Wheeler,2026-09-10,HOU,True,110,27,9,7,94.82741935483871
554430,Zack Wheeler,2026-09-05,ATL,True,95,23,9,6,95.01159420289855
554430,Zack Wheeler,2026-08-30,LAA,False,108,25,6,6,95.02394366197183
554430,Zack Wheeler,2026-08-24,SEA,False,103,25,4,5,94.25172413793103
554430,Zack Wheeler,2026-08-18,MIA,True,98,20,7,5,94.25806451612904
554430,Zack Wheeler,2026-08-12,STL,False,84,23,5,5,93.52321428571429
554430,Zack Wheeler,2026-08-07,TOR,True,116,28,6,6,94.12424242424242
554430,Zack Wheeler,2026-07-27,MIA,False,68,16,6,3,92.32058823529412
554430,Zack Wheeler,2026-07-21,LAD,True,93,25,9,7,94.03518518518518
554430,Zack Wheeler,2026-07-12,DET,False,96,22,10,6,93.63773584905661
800048,Parker Messick,2026-09-11,MIN,False,95,22,5,6,93.57833333333333
800048,Parker Messick,2026-09-05,DET,True,103,26,12,6,95.05735294117646
800048,Parker Messick,2026-08-30,KC,True,105,25,5,6,94.20153846153846
800048,Parker Messick,2026-08-24,LAA,False,94,21,4,6,94.26071428571429
800048,Parker Messick,2026-08-19,SF,True,98,26,10,7,94.23382352941177
