event_id,home_team,away_team,commence_time,home_win_prob_market,ml_books,ml_hold,total_line,over_prob_market,total_books,game_date,fetched_at_utc
01ff759b99c1daf7fe8fbee28fd97362,Kansas City Royals,Arizona Diamondbacks,2026-09-09T23:41:00Z,0.4782608695652174,9,0.03974562798092207,8.5,0.5217391304347826,9,2026-09-09,2026-09-09T15:23:49Z
163a7ada5c294169bddfad332af498ef,New York Yankees,Colorado Rockies,2026-09-09T23:06:00Z,0.6853932584269663,9,0.042154566744730726,9.0,0.5120034919249236,7,2026-09-09,2026-09-09T15:23:49Z
2aa327e9de6b277bd5a019e26bf45f04,Athletics,Toronto Blue Jays,2026-09-09T19:06:00Z,0.3847249928754631,9,0.04028776978417259,9.5,0.4804483719244736,8,2026-09-09,2026-09-09T15:23:49Z
2c0c5fa6dfe40dcd60cf3217261fb2d9,Los Angeles Dodgers,Cincinnati Reds,2026-09-10T02:11:00Z,0.711362805991962,9,0.04095309009679826,8.5,0.5,9,2026-09-09,2026-09-09T15:23:49Z
309bc53328fe78f477537b0dcbef3ddf,San Diego Padres,Washington Nationals,2026-09-09T20:11:00Z,0.6252283972845731,9,0.039787798408488007,8.5,0.48481627695110846,5,2026-09-09,2026-09-09T15:23:49Z
3fdcf1fc18b369e071964b94abe0e5fe,Detroit Tigers,Minnesota Twins,2026-09-09T17:11:00Z,0.5242214532871973,9,0.04089143324473521,8.5,0.5043297540699688,9,2026-09-09,2026-09-09T15:23:49Z
4a391464b8e1ffee0ee5e205298840de,San Francisco Giants,St. Louis Cardinals,2026-09-09T19:46:00Z,0.48017621145374445,9,0.041284403669724856,8.5,0.5,9,2026-09-09,2026-09-09T15:23:49Z
8dafff0a0578488c760ea460e1e6f7b3,Miami Marlins,New York Mets,2026-09-09T22:41:00Z,0.5327102803738317,9,0.03917050691244239,8.5,0.5251600704739805,7,2026-09-09,2026-09-09T15:23:49Z
ba3b6f3389f7c7505df2444dceae8938,Chicago White Sox,Pittsburgh Pirates,2026-09-09T23:41:00Z,0.5539593349939177,9,0.039234149403641005,8.5,0.5226390279966019,8,2026-09-09,2026-09-09T15:23:49Z
c8513bd1ec6dd659d64e9c17052f4c9d,Boston Red Sox,Los Angeles Angels,2026-09-09T22:46:00Z,0.6562218214607755,9,0.039682539682539764,9.0,0.5239128578482511,6,2026-09-09,2026-09-09T15:23:49Z
cd4dc96755ca32cc907956934a4f2fcb,Atlanta Braves,Tampa Bay Rays,2026-09-09T23:16:00Z,0.5324675324675325,9,0.039008321775312105,8.5,0.4782608695652174,5,2026-09-09,2026-09-09T15:23:49Z
d618d7800fcb9ab31497c22ecb2120af,Baltimore Orioles,Cleveland Guardians,2026-09-09T22:36:00Z,0.4826358742837298,9,0.039834215979737575,8.5,0.5217391304347826,6,2026-09-09,2026-09-09T15:23:49Z
df53cc747b6ef1e7688d8595a1d6aec6,Milwaukee Brewers,Chicago Cubs,2026-09-09T23:41:00Z,0.5451801167236869,9,0.03879768030711439,7.5,0.5,9,2026-09-09,2026-09-09T15:23:49Z
e1530fe384fbce5fff1d0a587c45122e,Seattle Mariners,Texas Rangers,2026-09-09T20:11:00Z,0.5755517826825127,9,0.039431528793230974,7.5,0.5324675324675325,5,2026-09-09,2026-09-09T15:23:49Z
f1963b019550753f962dfa7a7fa3e781,Philadelphia Phillies,Houston Astros,2026-09-09T22:41:00Z,0.5776397515527951,9,0.041081821294077336,8.0,0.5070197144931974,8,2026-09-09,2026-09-09T15:23:49Z
