event_id,home_team,away_team,commence_time,home_win_prob_market,ml_books,ml_hold,total_line,over_prob_market,total_books,game_date,fetched_at_utc
05e1dc324ef4dc27ef82ce5b917086df,Milwaukee Brewers,Cincinnati Reds,2026-09-11T23:46:00Z,0.6409007912355448,9,0.040950040950040956,8.0,0.4891657638136511,6,2026-09-11,2026-09-11T17:38:04Z
2a71920945eea81357374c316f625200,Miami Marlins,Los Angeles Dodgers,2026-09-11T23:11:00Z,0.3437781785392245,9,0.040498009812089286,7.5,0.4891657638136511,9,2026-09-11,2026-09-11T17:38:04Z
2c93c46c050aa7c593f71d0b3fa569fe,Chicago Cubs,Pittsburgh Pirates,2026-09-11T18:21:00Z,0.6308665846370188,9,0.039787798408488007,8.5,0.4876548752020112,7,2026-09-11,2026-09-11T17:38:04Z
33fe59d6a76323b4bbbed9cc6cf368e9,Minnesota Twins,Cleveland Guardians,2026-09-12T00:11:00Z,0.4811529933481153,9,0.04137630662020908,7.5,0.5108342361863488,9,2026-09-11,2026-09-11T17:38:04Z
345a79a77604407117e7bd66c12244a0,Arizona Diamondbacks,Texas Rangers,2026-09-12T01:41:00Z,0.5173641257162701,9,0.041284403669724856,8.5,0.5162739243825809,8,2026-09-11,2026-09-11T17:38:04Z
3c3f42ca13e41dbc966dfb7f8361a615,Tampa Bay Rays,Houston Astros,2026-09-11T23:11:00Z,0.6092362344582594,9,0.042134831460674205,7.5,0.5217391304347826,7,2026-09-11,2026-09-11T17:38:04Z
4e9f6bd2e2e14a12f13b59aec5f1cc9b,Washington Nationals,Los Angeles Angels,2026-09-11T22:46:00Z,0.582716381747207,9,0.04040948275862055,7.5,0.5108342361863488,8,2026-09-11,2026-09-11T17:38:04Z
89750de1ac29c31e5d404f2f05763ca9,San Francisco Giants,San Diego Padres,2026-09-12T02:16:00Z,0.42970720759903275,9,0.039924506387921,8.0,0.48967450494347475,8,2026-09-11,2026-09-11T17:38:04Z
91145bbf22effd4629f774cd19f241a0,Boston Red Sox,Kansas City Royals,2026-09-11T23:11:00Z,0.6422270143109194,9,0.04008367467087548,8.5,0.4853988669739785,8,2026-09-11,2026-09-11T17:38:04Z
ab86ebba3f52707e5e73c1f5b033e519,New York Yankees,New York Mets,2026-09-11T23:06:00Z,0.554890592855807,9,0.039234149403641005,8.0,0.5071662229782525,8,2026-09-11,2026-09-11T17:38:04Z
b084312c8b37425295cd59e2bb125e76,Toronto Blue Jays,Baltimore Orioles,2026-09-11T23:08:00Z,0.5563770794824399,9,0.03993929227574089,8.0,0.48619757966365584,8,2026-09-11,2026-09-11T17:38:04Z
c4e5d894df1c758237b65a07b20a62b2,St. Louis Cardinals,Chicago White Sox,2026-09-12T00:16:00Z,0.49070156678599663,9,0.040497008743672236,8.0,0.5108342361863488,7,2026-09-11,2026-09-11T17:38:04Z
cd6e588ebdaf04eb7def2c1d33b7144e,Atlanta Braves,Philadelphia Phillies,2026-09-11T23:16:00Z,0.6255648805681084,9,0.039787798408488007,7.0,0.5167560843983461,8,2026-09-11,2026-09-11T17:38:04Z
d30d8cd5fc6b55f7548118280dd2b37f,Athletics,Seattle Mariners,2026-09-12T01:40:00Z,0.40190672025422935,9,0.03930817610062887,10.0,0.5108342361863488,8,2026-09-11,2026-09-11T17:38:04Z
ef265df05ca10a02712319b8f7e74641,Detroit Tigers,Colorado Rockies,2026-09-11T22:41:00Z,0.6255648805681084,9,0.04158811134523677,8.0,0.5,8,2026-09-11,2026-09-11T17:38:04Z
