pitcher_id,name,game_date,opp,home,pitches,bf,k,last_inning,velo
605400,Aaron Nola,2026-08-03,WSH,True,97,24,5,6,91.70943396226416
605400,Aaron Nola,2026-07-28,MIA,False,93,23,4,6,91.07000000000001
605400,Aaron Nola,2026-07-22,LAD,True,89,23,4,6,91.66749999999999
641302,Tyler Alexander,2026-08-30,MIL,False,31,8,1,5,91.83076923076922
641302,Tyler Alexander,2026-06-16,MIN,True,29,9,1,6,90.8111111111111
641302,Tyler Alexander,2026-04-11,LAD,False,37,9,2,6,89.74347826086957
641302,Tyler Alexander,2025-09-24,NYY,False,29,8,2,7,90.21052631578948
641302,Tyler Alexander,2025-09-04,MIN,False,41,11,1,6,89.63478260869564
641302,Tyler Alexander,2025-08-28,NYY,True,32,11,2,6,90.86875
641302,Tyler Alexander,2025-08-23,MIN,True,34,11,0,8,91.16315789473684
641302,Tyler Alexander,2025-08-16,KC,False,51,12,4,6,90.936
641302,Tyler Alexander,2025-08-11,DET,True,65,16,5,6,91.24333333333334
641302,Tyler Alexander,2025-08-06,SEA,False,67,15,5,6,90.22
543243,Sonny Gray,2026-09-11,KC,True,90,25,5,6,90.432
543243,Sonny Gray,2026-09-05,BAL,False,92,26,7,7,90.77407407407408
543243,Sonny Gray,2026-08-26,MIA,False,93,23,5,5,89.99791666666665
543243,Sonny Gray,2026-08-21,SF,True,97,27,6,6,90.13333333333334
543243,Sonny Gray,2026-08-15,PIT,False,86,26,7,7,91.24600000000001
543243,Sonny Gray,2026-08-10,TOR,False,99,26,4,6,91.0015873015873
543243,Sonny Gray,2026-08-05,CWS,True,83,23,8,6,91.16666666666667
543243,Sonny Gray,2026-07-30,ATH,False,97,30,5,7,90.69183673469387
543243,Sonny Gray,2026-07-25,TOR,True,75,23,3,5,90.27608695652174
543243,Sonny Gray,2026-07-19,TB,True,91,26,5,6,89.80983606557376
650633,Michael King,2026-09-12,SF,False,96,25,4,7,93.5
650633,Michael King,2026-09-06,NYY,True,96,24,3,6,94.54042553191489
650633,Michael King,2026-08-31,CIN,False,96,26,6,6,94.49423076923077
650633,Michael King,2026-08-25,PIT,True,98,26,7,7,94.60166666666667
650633,Michael King,2026-08-19,NYM,False,100,25,4,7,93.92173913043477
650633,Michael King,2026-08-14,CLE,False,83,26,4,6,94.01590909090909
650633,Michael King,2026-08-08,HOU,True,93,21,6,6,94.27291666666667
650633,Michael King,2026-08-03,AZ,False,104,23,5,6,93.51904761904763
650633,Michael King,2026-07-28,COL,True,98,24,6,6,93.77631578947368
650633,Michael King,2026-07-22,ATL,False,104,27,7,6,93.41666666666667
664285,Framber Valdez,2026-09-11,COL,True,90,25,2,6,93.94418604651163
664285,Framber Valdez,2026-09-05,CLE,False,94,24,3,7,94.21063829787234
664285,Framber Valdez,2026-08-30,LAD,True,105,25,5,6,95.10754716981131
664285,Framber Valdez,2026-08-24,TB,True,84,26,0,6,93.4452380952381
664285,Framber Valdez,2026-08-17,PIT,False,91,26,5,6,93.78333333333335
664285,Framber Valdez,2026-08-12,CLE,True,102,29,3,6,93.02452830188679
664285,Framber Valdez,2026-08-06,SEA,False,95,25,5,7,92.95681818181818
664285,Framber Valdez,2026-08-01,ATH,False,96,30,6,7,94.06
664285,Framber Valdez,2026-07-26,KC,True,97,24,4,5,94.25681818181819
664285,Framber Valdez,2026-07-21,CHC,False,42,10,1,1,93.81304347826087
700712,Walbert Ureña,2026-09-12,WSH,False,105,28,7,6,99.16250000000001
700712,Walbert Ureña,2026-09-06,PIT,False,88,27,4,8,99.05434782608695
700712,Walbert Ureña,2026-08-31,NYY,True,96,25,8,7,98.71739130434783
700712,Walbert Ureña,2026-08-25,CLE,True,89,21,3,4,99.01875
700712,Walbert Ureña,2026-08-19,HOU,False,94,20,7,5,98.70769230769231
700712,Walbert Ureña,2026-08-13,TEX,True,100,23,5,6,98.5
700712,Walbert Ureña,2026-08-08,MIA,False,50,14,2,3,99.10000000000001
700712,Walbert Ureña,2026-08-02,MIL,True,90,22,7,6,98.42340425531914
700712,Walbert Ureña,2026-07-27,HOU,True,91,23,5,6,99.21632653061225
700712,Walbert Ureña,2026-07-21,STL,True,98,24,5,6,99.13432835820896
607200,Erick Fedde,2026-09-10,PIT,True,81,20,1,8,93.67027027027028
607200,Erick Fedde,2026-09-04,MIN,True,83,20,2,5,93.50238095238095
607200,Erick Fedde,2026-08-29,MIN,False,88,20,4,5,93.72727272727273
607200,Erick Fedde,2026-08-23,NYM,True,56,15,2,7,93.84347826086957
607200,Erick Fedde,2026-08-18,CHC,False,78,19,5,6,93.7975
607200,Erick Fedde,2026-08-13,CIN,True,51,16,1,5,92.659375
607200,Erick Fedde,2026-08-04,BOS,False,51,15,1,8,92.88928571428572
607200,Erick Fedde,2026-07-31,TB,False,91,19,6,5,93.03333333333333
607200,Erick Fedde,2026-07-26,HOU,True,68,18,2,5,93.37567567567568
607200,Erick Fedde,2026-07-20,TEX,False,64,15,6,4,93.04634146341463
696062,Wilber Dotel,2026-09-11,CHC,False,38,10,1,2,96.36206896551724
696062,Wilber Dotel,2026-09-08,CWS,False,28,8,1,8,96.63333333333333
696062,Wilber Dotel,2026-08-04,MIL,False,33,10,3,6,93.32105263157894
696062,Wilber Dotel,2026-07-28,AZ,True,24,8,0,12,97.34375
696062,Wilber Dotel,2026-07-20,NYY,False,56,10,5,6,96.22162162162162
696062,Wilber Dotel,2026-06-12,MIA,True,38,12,2,7,94.05
696062,Wilber Dotel,2026-06-02,HOU,False,41,10,3,8,95.49545454545455
696062,Wilber Dotel,2026-05-29,MIN,True,38,10,4,8,97.075
696062,Wilber Dotel,2026-05-25,CHC,True,41,10,4,8,96.47619047619048
696062,Wilber Dotel,2026-04-27,STL,True,44,12,3,6,98.64242424242424
663903,Brady Singer,2026-09-12,MIL,False,95,25,5,4,90.08
663903,Brady Singer,2026-09-06,MIL,True,97,25,3,5,90.42121212121212
663903,Brady Singer,2026-08-31,SD,True,87,22,5,5,90.36938775510205
663903,Brady Singer,2026-08-25,SF,False,91,28,5,6,90.16153846153846
663903,Brady Singer,2026-08-20,STL,True,103,26,3,6,90.66714285714285
663903,Brady Singer,2026-08-15,MIA,True,93,28,4,6,91.38688524590165
663903,Brady Singer,2026-08-09,WSH,False,103,27,3,6,90.8157142857143
663903,Brady Singer,2026-08-04,ATH,True,102,24,6,6,90.85172413793103
663903,Brady Singer,2026-07-29,CLE,True,100,25,3,5,91.04821428571428
663903,Brady Singer,2026-07-22,SEA,False,101,26,6,7,91.27931034482758
685299,Tanner Gordon,2026-09-12,DET,False,87,22,5,4,92.18529411764706
685299,Tanner Gordon,2026-09-06,STL,True,80,23,4,5,91.14
685299,Tanner Gordon,2026-08-31,BAL,True,60,18,3,5,92.15135135135135
685299,Tanner Gordon,2026-08-26,WSH,False,90,27,5,7,92.85106382978724
685299,Tanner Gordon,2026-08-21,CLE,True,82,26,2,6,92.38947368421053
685299,Tanner Gordon,2026-08-15,SF,False,63,15,4,8,92.6470588235294
685299,Tanner Gordon,2026-08-09,STL,False,48,13,2,8,94.13103448275862
685299,Tanner Gordon,2026-08-03,TB,True,58,27,3,9,92.25588235294117
685299,Tanner Gordon,2026-07-25,MIL,False,35,9,4,8,93.92105263157895
685299,Tanner Gordon,2026-07-19,CIN,True,66,20,2,8,92.32121212121211
607625,Seth Lugo,2026-09-11,BOS,False,95,24,7,5,89.75849056603774
607625,Seth Lugo,2026-09-05,TOR,True,95,23,1,5,90.25384615384615
607625,Seth Lugo,2026-08-30,CLE,False,93,22,2,4,92.83255813953488
607625,Seth Lugo,2026-08-25,TOR,False,89,21,5,5,91.38181818181819
607625,Seth Lugo,2026-08-19,ATH,True,96,26,3,6,91.32790697674419
607625,Seth Lugo,2026-08-14,LAA,False,86,21,4,5,91.37906976744186
607625,Seth Lugo,2026-08-08,CHC,True,90,24,5,6,91.26041666666667
607625,Seth Lugo,2026-08-02,COL,False,99,25,3,6,90.86538461538461
607625,Seth Lugo,2026-07-28,MIN,False,84,24,2,6,90.94444444444444
607625,Seth Lugo,2026-07-22,SF,True,94,26,5,7,90.61162790697675
605488,Jeffrey Springs,2026-09-11,SEA,True,94,22,1,5,89.95106382978723
605488,Jeffrey Springs,2026-09-05,SEA,False,81,24,6,7,90.68571428571428
605488,Jeffrey Springs,2026-08-30,BAL,True,90,21,6,5,89.94339622641509
605488,Jeffrey Springs,2026-08-24,MIN,True,89,23,3,5,90.86052631578947
605488,Jeffrey Springs,2026-08-19,KC,False,85,25,1,6,90.1921052631579
605488,Jeffrey Springs,2026-07-31,DET,True,86,20,2,4,91.44222222222221
605488,Jeffrey Springs,2026-07-26,MIN,False,36,9,0,2,91.16315789473684
605488,Jeffrey Springs,2026-07-20,AZ,False,78,20,2,6,91.46470588235294
605488,Jeffrey Springs,2026-07-08,DET,False,92,23,4,5,90.70697674418605
605488,Jeffrey Springs,2026-06-30,LAD,True,92,28,2,6,91.78222222222222
