game_pk,game_date,home_team,away_team,home_runs,away_runs,total_runs,home_lineup_runs,away_lineup_runs,home_win_prob,away_win_prob,home_hitters,away_hitters,predicted_at_utc,start_time_utc
822925,2026-09-15,TB,ATH,4.482164166825393,3.8867992413602535,8.368963408185646,4.3099075441027015,3.737423429676844,0.5603231916005603,0.4396768083994397,9,9,2026-09-15T02:19:41Z,2026-09-15T22:40:00Z
823333,2026-09-15,PIT,MIL,3.9100391697222365,4.669174929743086,8.579214099465322,3.759770211018113,4.489731189093875,0.443264671617275,0.556735328382725,9,9,2026-09-15T02:19:41Z,2026-09-15T22:40:00Z
824384,2026-09-15,CLE,CWS,4.114222402100919,4.339903111930253,8.454125514031173,3.95610636044377,4.173113805430065,0.48877496625326916,0.5112250337467308,9,9,2026-09-15T02:19:41Z,2026-09-15T22:40:00Z
824466,2026-09-15,CIN,LAD,4.068692401899447,5.231717978082784,9.300410379982232,3.9123261498027335,5.0306548227855465,0.41449265771493693,0.5855073422850631,9,9,2026-09-15T02:19:41Z,2026-09-15T22:40:00Z
822683,2026-09-15,WSH,PHI,3.9755449509512144,4.890561259053772,8.866106210004986,3.8227585019849464,4.70260929336312,0.4317490381398144,0.5682509618601856,9,9,2026-09-15T02:19:41Z,2026-09-15T22:45:00Z
822762,2026-09-15,TOR,DET,4.371456627689166,4.619105569569831,8.990562197258996,4.2034546699211175,4.441586073228574,0.48746286677714934,0.5125371332228507,9,9,2026-09-15T02:19:41Z,2026-09-15T23:07:00Z
823574,2026-09-15,NYM,BAL,4.3398889231895925,4.408204339830729,8.748093263020323,4.173100161985037,4.238790109653485,0.5023563633115516,0.49764363668844835,9,9,2026-09-15T02:19:41Z,2026-09-15T23:10:00Z
823654,2026-09-15,MIN,NYY,4.074327382708468,4.5627051132568,8.637032495965268,3.9177445694312314,4.387353175211691,0.4665572754326729,0.5334427245673271,9,9,2026-09-15T02:19:41Z,2026-09-15T23:40:00Z
824627,2026-09-15,CHC,ATL,4.65232120702605,4.5032120554305815,9.155533262456633,4.473525181464347,4.330146529224745,0.5199944736978573,0.48000552630214266,9,9,2026-09-15T02:19:41Z,2026-09-15T23:40:00Z
823007,2026-09-15,STL,SF,4.395211514604977,4.243116849219292,8.638328363824268,4.2262966191485765,4.0800471911121585,0.5211863795944203,0.47881362040557973,9,9,2026-09-15T02:19:41Z,2026-09-15T23:45:00Z
822849,2026-09-15,TEX,BOS,4.363515118360636,4.519862350189829,8.883377468550465,4.195818365294008,4.3461569269530465,0.49497247470346944,0.5050275252965306,9,9,2026-09-15T02:19:41Z,2026-09-16T00:05:00Z
824143,2026-09-15,HOU,KC,4.255829875785937,4.093908490016611,8.349738365802548,4.0922716360607625,3.936573143969817,0.5226169113943467,0.47738308860565326,9,9,2026-09-15T02:19:41Z,2026-09-16T00:10:00Z
824307,2026-09-15,COL,SD,4.744550186614916,5.210214942932825,9.954765129547742,4.56220965622255,5.009978183116734,0.47176566942017883,0.5282343305798212,9,9,2026-09-15T02:19:41Z,2026-09-16T00:40:00Z
823980,2026-09-15,LAA,SEA,3.946783898912011,4.875030044892818,8.821813943804829,3.795102782438224,4.687674968204571,0.4303878177161064,0.5696121822838935,9,9,2026-09-15T02:19:41Z,2026-09-16T01:38:00Z
825030,2026-09-15,AZ,MIA,4.479063998530696,4.560311091286102,9.039375089816797,4.306926520154451,4.385051159272912,0.5012234234851136,0.4987765765148864,9,9,2026-09-15T02:19:41Z,2026-09-16T01:40:00Z
