market,player,line,prob_over,hold,n_books,commence_time,home_team,away_team,game_date,fetched_at_utc,key,pitcher,team,opponent,expected_k,expected_bf,starts_seen,model_prob,market_prob,edge,side
pitcher_strikeouts,Kyle Leahy,2.5,0.4693877551020409,0.0652173913043476,5,2026-09-06T19:10:00Z,Colorado Rockies,St. Louis Cardinals,2026-09-06,2026-09-06T17:51:16Z,kyle leahy,Kyle Leahy,STL,COL,4.328333556792843,21.20330189179726,26.0,0.798675,0.4693877551020409,0.32928724489795913,OVER
pitcher_strikeouts,Randy Dobnak,2.5,0.567098438238248,0.0614053092501368,4,2026-09-06T18:11:00Z,Kansas City Royals,Toronto Blue Jays,2026-09-06,2026-09-06T17:51:16Z,randy dobnak,Randy Dobnak,KC,TOR,4.611806372340464,22.769442925414303,9.0,0.836795,0.567098438238248,0.26969656176175194,OVER
pitcher_strikeouts,Spencer Arrighetti,3.5,0.4785191884445885,0.0623446948089505,4,2026-09-06T18:11:00Z,Kansas City Royals,Toronto Blue Jays,2026-09-06,2026-09-06T17:51:16Z,spencer arrighetti,Spencer Arrighetti,TOR,KC,5.0107076513944575,22.81680035586678,18.0,0.736005,0.4785191884445885,0.2574858115554115,OVER
pitcher_strikeouts,Justin Wrobleski,4.5,0.4710743801652893,0.0637646286776769,5,2026-09-07T02:11:00Z,Los Angeles Dodgers,Washington Nationals,2026-09-06,2026-09-06T17:51:16Z,justin wrobleski,Justin Wrobleski,LAD,WSH,5.593291924349368,22.54071661237785,0.0,0.658497,0.4710743801652893,0.1874226198347107,OVER
pitcher_strikeouts,Tanner Gordon,4.5,0.4158516074439856,0.0620580844461441,2,2026-09-06T19:10:00Z,Colorado Rockies,St. Louis Cardinals,2026-09-06,2026-09-06T17:51:16Z,tanner gordon,Tanner Gordon,COL,STL,5.046631392950724,22.53906034339977,13.0,0.5690109999999999,0.4158516074439856,0.15315939255601435,OVER
pitcher_strikeouts,Bailey Ober,3.5,0.5435460883633142,0.0634959649338413,3,2026-09-06T22:20:00Z,Chicago White Sox,Minnesota Twins,2026-09-06,2026-09-06T17:51:16Z,bailey ober,Bailey Ober,MIN,CWS,4.739010489089009,22.590618453810634,25.0,0.696425,0.5435460883633142,0.15287891163668577,OVER
pitcher_strikeouts,Tanner Gordon,3.5,0.6067415730337079,0.0657894736842106,3,2026-09-06T19:10:00Z,Colorado Rockies,St. Louis Cardinals,2026-09-06,2026-09-06T17:51:16Z,tanner gordon,Tanner Gordon,COL,STL,5.046631392950724,22.53906034339977,13.0,0.7399479999999999,0.6067415730337079,0.13320642696629204,OVER
pitcher_strikeouts,Andrew Alvarez,3.5,0.5112792055608611,0.0619473948791324,4,2026-09-07T02:11:00Z,Los Angeles Dodgers,Washington Nationals,2026-09-06,2026-09-06T17:51:16Z,andrew alvarez,Andrew Alvarez,WSH,LAD,4.164073400884202,21.01112295291133,17.0,0.5959530000000001,0.5112792055608611,0.08467379443913892,OVER
pitcher_strikeouts,Peter Lambert,4.5,0.4979222937876584,0.0630219995601908,4,2026-09-06T18:10:00Z,Houston Astros,Arizona Diamondbacks,2026-09-06,2026-09-06T17:51:16Z,peter lambert,Peter Lambert,HOU,AZ,5.010741013821971,23.41259122223609,24.0,0.5640470000000001,0.4979222937876584,0.06612470621234168,OVER
pitcher_strikeouts,Gerrit Cole,5.5,0.4498870615467901,0.0635311401854314,5,2026-09-06T20:10:00Z,San Diego Padres,New York Yankees,2026-09-06,2026-09-06T17:51:16Z,gerrit cole,Gerrit Cole,NYY,SD,5.728549065390583,23.433540443972504,18.0,0.512996,0.4498870615467901,0.06310893845320992,OVER
