game_pk,player_id,name,team,opponent,is_home,lineup_slot,lineup_status,opposing_pitcher,venue_name,start_time_utc,expected_pa,batter_pa_seen,pitcher_pa_seen,prob_hr,prob_hit,prob_walk,prob_k,prob_hrr_over_0.5,prob_hrr_over_1.5,prob_hrr_over_2.5,prob_hrr_over_3.5,prob_tb_over_0.5,prob_tb_over_1.5,prob_tb_over_2.5,prob_tb_over_3.5,prob_hits_over_0.5,prob_hits_over_1.5,prob_hits_over_2.5,predicted_at_utc
822861,607043,Brandon Nimmo,TEX,WSH,1,1,projected,Andrew Alvarez,Globe Life Field,2026-08-21T00:05:00Z,4.468949425770443,3427,459,0.10326225276400454,0.6712517348281548,0.4054429908147423,0.6531459863378207,0.6988921512509115,0.49946610830543275,0.33475629493649833,0.20796075913483617,0.6258804591436341,0.3832396610194589,0.2325560238909037,0.1652291616170712,0.6470175232563433,0.2677867855937182,0.07001683387261619,2026-08-20T17:12:11Z
822861,682928,CJ Abrams,WSH,TEX,0,1,projected,Jacob deGrom,Globe Life Field,2026-08-21T00:05:00Z,4.611154692053971,2954,1691,0.16055341488976393,0.6617006005620611,0.31148662716225123,0.7910869678718507,0.703569024649619,0.5058324763363146,0.34138941531570055,0.21388821834133578,0.6620791584783277,0.42162858510110124,0.26318639848696673,0.18698486498998013,0.6381306301035402,0.2603545008555333,0.06776351978849385,2026-08-20T17:12:11Z
822861,608369,Corey Seager,TEX,WSH,1,2,projected,Andrew Alvarez,Globe Life Field,2026-08-21T00:05:00Z,4.345714612040258,2741,459,0.15428125456086209,0.6479502219791432,0.4120221733357718,0.6352153180076326,0.7170015101572169,0.5196389588893587,0.35280033626699414,0.2220555119447928,0.6405714962914654,0.39728514785335367,0.24289623277443068,0.17226832472675982,0.6254842153078605,0.24491145674425074,0.059400516149823404,2026-08-20T17:12:11Z
822861,691781,Brady House,WSH,TEX,0,2,projected,Jacob deGrom,Globe Life Field,2026-08-21T00:05:00Z,4.003653478001485,628,1691,0.10135731136965678,0.6039498121181697,0.19930090137280418,0.8105311320067019,0.6317811628034612,0.4279333395535446,0.2723628273639494,0.16000270701916536,0.5659968602688746,0.32721090515395124,0.1913973821054203,0.13695428910975127,0.5845389836435437,0.20866649519889216,0.04612204313130861,2026-08-20T17:12:11Z
822861,694671,Wyatt Langford,TEX,WSH,1,3,projected,Andrew Alvarez,Globe Life Field,2026-08-21T00:05:00Z,4.222933090677817,1609,459,0.1323529730160215,0.6362590185263015,0.4721178598992298,0.6303119787833162,0.6935260497048598,0.4920587334597584,0.32695375600922366,0.20092849120626227,0.6209572159021227,0.376955562009146,0.22696219579237978,0.1610643689771304,0.6146774618035082,0.23345665603921376,0.054073985276400435,2026-08-20T17:12:11Z
822861,665953,Andrés Chaparro,WSH,TEX,0,3,projected,Jacob deGrom,Globe Life Field,2026-08-21T00:05:00Z,3.931877839916795,502,1691,0.13238054515961067,0.5651409138303006,0.28957807999991536,0.7213480036653491,0.6251229550699801,0.42061159202672543,0.26598076872351545,0.15517545487188714,0.5752116663846524,0.334876987921117,0.19677426133736772,0.1406961655093512,0.5483274384446336,0.1782122260422838,0.035462465424195226,2026-08-20T17:12:11Z
822861,592626,Joc Pederson,TEX,WSH,1,4,projected,Andrew Alvarez,Globe Life Field,2026-08-21T00:05:00Z,3.724052804087882,2181,459,0.1356481819485084,0.5594889274781254,0.4064571652594458,0.6320548161811044,0.6256064873610762,0.41900589828725754,0.2630333705340132,0.15177986399278853,0.5700662996532558,0.3280326893955135,0.19057988918051139,0.13606176381439883,0.543174241880303,0.1710013390570984,0.03129943365848801,2026-08-20T17:12:11Z
822861,660688,Keibert Ruiz,WSH,TEX,0,4,projected,Jacob deGrom,Globe Life Field,2026-08-21T00:05:00Z,3.9318778399167957,2248,1691,0.09730810174566325,0.60482733988151,0.21293822487328892,0.49507397910869244,0.6098458316876253,0.4052972765546546,0.25285585053170734,0.14505476137526851,0.5639294471836294,0.32434285526960205,0.18868133373042922,0.13486632429181533,0.5853968482229069,0.20772744815912236,0.04444856256779469,2026-08-20T17:12:11Z
822861,553869,Elias Díaz,TEX,WSH,1,5,projected,Andrew Alvarez,Globe Life Field,2026-08-21T00:05:00Z,3.724052804087883,1857,459,0.08769673681582009,0.5688121951188639,0.2701399247443953,0.60394666112739,0.5889011247516557,0.38343999912098076,0.23420153341061867,0.13103399920046996,0.5299389074804446,0.2934655911528547,0.16650781125339295,0.11978155329737536,0.5519279559912592,0.1772430697612124,0.03294093009253288,2026-08-20T17:12:11Z
822861,686611,Dylan Crews,WSH,TEX,0,5,projected,Jacob deGrom,Globe Life Field,2026-08-21T00:05:00Z,3.931877839916795,899,1691,0.09608906860050882,0.5476338934192377,0.26916598046967494,0.7714741908439163,0.5874322743906882,0.3833886733783014,0.23495677846825064,0.13207923556526222,0.5244160836699278,0.29018119378835455,0.16479676571963975,0.11868346045662277,0.5319429860295737,0.16430331066721396,0.029783151778839147,2026-08-20T17:12:11Z
822861,669394,Jake Burger,TEX,WSH,1,6,projected,Andrew Alvarez,Globe Life Field,2026-08-21T00:05:00Z,3.7240528040878824,2415,459,0.14338967400006508,0.5794116316755746,0.3077652078371775,0.6640180454511608,0.6464514554488286,0.43974298021167635,0.27996493373922055,0.16391756224885343,0.588257248348849,0.34405656685368874,0.20168258957446952,0.14343246981021474,0.5618422727121593,0.184843269951828,0.0350912923886337,2026-08-20T17:12:11Z
822861,695734,Daylen Lile,WSH,TEX,0,6,projected,Jacob deGrom,Globe Life Field,2026-08-21T00:05:00Z,3.9318778399167944,967,1691,0.12157850232285458,0.6037920772512976,0.227431577692758,0.668500691787654,0.6387351296640815,0.433023337837146,0.27515606016903266,0.16097246760622166,0.5977163788487069,0.3540529854799286,0.20959355566216467,0.1490121116624871,0.5845171885981503,0.20537991912977938,0.04295301115871269,2026-08-20T17:12:11Z
822861,677649,Ezequiel Duran,TEX,WSH,1,7,projected,Andrew Alvarez,Globe Life Field,2026-08-21T00:05:00Z,3.4631218493902223,1861,459,0.0826738051953115,0.5696546422293555,0.2913710244571306,0.5936795712288667,0.6048179804795022,0.39684230242344937,0.24380708724872055,0.13712340749379484,0.5326490721225501,0.2941646330674717,0.16633052237970958,0.1195876173557996,0.5528649132537216,0.17539323615233587,0.03131108270165281,2026-08-20T17:12:11Z
822861,677588,José Tena,WSH,TEX,0,7,projected,Jacob deGrom,Globe Life Field,2026-08-21T00:05:00Z,3.3907565303820344,790,1691,0.07739952151730006,0.5185968339436737,0.2507717553047104,0.7490601627562221,0.5402721340533905,0.3378451761905844,0.19826269900139745,0.10588478253073579,0.48943955193052696,0.25950057689140893,0.1433533292434611,0.10425163364831029,0.5049376849685736,0.14068657603083046,0.02169756492724155,2026-08-20T17:12:11Z
822861,643376,Danny Jansen,TEX,WSH,1,8,projected,Andrew Alvarez,Globe Life Field,2026-08-21T00:05:00Z,3.4631218493902227,1531,459,0.1030676049697521,0.5008753850457373,0.4499932391936849,0.5849802620758939,0.5903135382764558,0.3830838889386385,0.23287291055202533,0.12941360928699505,0.504856633581754,0.27175825174182294,0.15138138201824086,0.10956734182682808,0.48814445094993675,0.13051624343009582,0.019157357223993775,2026-08-20T17:12:11Z
822861,696285,Jacob Young,WSH,TEX,0,8,projected,Jacob deGrom,Globe Life Field,2026-08-21T00:05:00Z,3.3907565303820344,1519,1691,0.05700981112061042,0.5281047306361124,0.21324510624215165,0.5882443366015675,0.5469360303815857,0.3440832605119954,0.20312709202920004,0.10922936109283705,0.46998228163565786,0.24531945188829415,0.13435999117273995,0.09818028080971923,0.5138441896341377,0.14732580501543965,0.02352470823606956,2026-08-20T17:12:11Z
822861,670032,Nicky Lopez,TEX,WSH,1,9,projected,Andrew Alvarez,Globe Life Field,2026-08-21T00:05:00Z,3.1839347192013485,1609,459,0.03955433507066617,0.5199928977381023,0.26478937387308527,0.42333026332978557,0.5333963214156582,0.33018945952591877,0.19150896609188164,0.10069518549484309,0.44337697714282404,0.22426971589152675,0.12043948361348648,0.08884052192483441,0.5064348316622583,0.1386916597456975,0.019913008431439744,2026-08-20T17:12:11Z
