game_pk,pitcher_id,pitcher,team,opponent,expected_bf,starts_seen,career_starts,days_since_last_start,appearances_seen,days_since_last_appearance,role,k_rate,k_rate_base,velo_z_used,expected_k,expected_outs,implied_baserunners,lineup_faced,prob_k_over_5.5,prob_k_over_6.5,prob_outs_over_14.5,prob_outs_over_15.5,prob_outs_over_16.5,prob_outs_over_17.5,prob_outs_over_18.5,outs_dist,k_dist,predicted_at_utc,start_time_utc,velo_base,velo_recent,velo_drop,velo_state,kform_base,kform_recent,kform_z,kform_state
823087,693433,Bryan Woo,SEA,LAA,23.42287665864173,29,99,6.0,29,6.0,starter,0.2505154321707614,0.2407965883185707,1.0450369733538376,7.186897411442585,17.149375734841275,6.273500923800455,9,0.724038707237526,0.5819229694052485,0.8416743715918935,0.6554885408227117,0.5861256786406313,0.5268920417353133,0.2816066511638227,"6:0.001434,7:0.000794,8:0.006152,9:0.014593,10:0.011846,11:0.014306,12:0.054108,13:0.029218,14:0.025875,15:0.186186,16:0.069363,17:0.059234,18:0.245285,19:0.043015,20:0.029761,21:0.148252,22:0.010941,24:0.044691,25:0.004947","0.000921,0.006090,0.020568,0.047251,0.082917,0.118213,0.142116,0.147586,0.134575,0.108978,0.079006,0.051568,0.030424,0.016266,0.007895,0.003482,0.001396,0.000509,0.000169,0.000051,0.000014,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-24T19:19:42Z,2026-09-25T01:40:00Z,95.43590558334033,96.25469527515044,0.8187896918101103,Hot,0.24768089053803338,0.24271844660194175,-0.11667207685259524,Normal
823493,693855,Ian Seymour,TB,NYY,21.43913418254957,15,19,6.0,46,6.0,starter,0.2908044432477703,0.2929857701449421,-0.2345512792657923,6.729006673190715,14.971267120007663,6.467867062541901,9,0.6589701094094531,0.5113990342049473,0.6377767562186324,0.4118234926901742,0.3414501298185468,0.2912090452661708,0.1172802067063637,"6:0.008726,7:0.004038,8:0.026158,9:0.051874,10:0.035205,11:0.035542,12:0.112384,13:0.050735,14:0.037562,15:0.225953,16:0.070373,17:0.050241,18:0.173929,19:0.025499,20:0.014749,21:0.061423,22:0.003790,24:0.010819,25:0.001001","0.001772,0.010335,0.030996,0.063834,0.101504,0.132589,0.147571,0.143199,0.122986,0.094444,0.065306,0.040857,0.023198,0.011974,0.005623,0.002402,0.000933,0.000329,0.000106,0.000031,0.000008,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-24T19:19:42Z,2026-09-24T23:05:00Z,90.752166367542,90.578273582507,-0.17389278503500805,Normal,0.2813067150635209,0.3068181818181818,0.5322490825481959,Normal
823895,607192,Tyler Glasnow,LAD,SD,22.65574511354649,12,73,6.0,13,6.0,starter,0.2802161871656249,0.2880008384342505,-0.8370592761963037,6.369533786005309,17.002033668512034,5.653711445034457,9,0.6119811601477865,0.4568607416855904,0.830485056896978,0.6392864589414046,0.5689619456381361,0.5096708082035964,0.2672696344911837,"6:0.001653,7:0.000903,8:0.006909,9:0.016181,10:0.012969,11:0.015463,12:0.057740,13:0.030783,14:0.026914,15:0.191199,16:0.070325,17:0.059291,18:0.242401,19:0.041968,20:0.028667,21:0.140990,22:0.010273,24:0.040901,25:0.004470","0.002197,0.012598,0.037119,0.074802,0.115629,0.145673,0.155120,0.142942,0.115814,0.083417,0.053823,0.031274,0.016421,0.007809,0.003367,0.001317,0.000467,0.000151,0.000044,0.000012,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-24T19:19:42Z,2026-09-25T02:10:00Z,96.15473391819971,95.60565359477124,-0.5490803234284698,Cold,0.3201024327784891,0.3263157894736842,0.12981409735135463,Normal
823493,693645,Cam Schlittler,NYY,TB,23.298433511836244,33,46,5.0,33,5.0,starter,0.3004313065734574,0.2999180440494994,0.055189518705155,6.290245677146145,17.717081227165806,5.581352284670437,9,0.6024674691429126,0.4443368022451846,0.8805826107032408,0.7158858757233258,0.6513590512473776,0.5934086281629225,0.3410403184800217,"6:0.000806,7:0.000469,8:0.003825,9:0.009542,10:0.008146,11:0.010345,12:0.041150,13:0.023369,14:0.021765,15:0.164697,16:0.064527,17:0.057950,18:0.252368,19:0.046543,20:0.033865,21:0.177414,22:0.013769,24:0.062207,25:0.007242","0.002149,0.012580,0.037649,0.076626,0.118938,0.149592,0.158131,0.143878,0.114539,0.080713,0.050772,0.028683,0.014615,0.006736,0.002814,0.001066,0.000366,0.000114,0.000032,0.000008,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-24T19:19:42Z,2026-09-24T23:05:00Z,96.84230256114338,96.88590534979424,0.043602788650858315,Normal,0.29780564263322884,0.34375,0.9844024118990321,Normal
824866,641816,Tyler Mahle,ATL,CIN,22.597821558240582,27,72,6.0,27,6.0,starter,0.2319459656169363,0.2244735278024809,0.8034879370382184,6.23035423019201,16.464793762276056,6.133027795964527,9,0.5917703623819625,0.4350050771278648,0.7860591963232341,0.5790674454470947,0.5063386675519229,0.4477625535871894,0.2189937963751699,"6:0.002701,7:0.001410,8:0.010304,9:0.023052,10:0.017649,11:0.020101,12:0.071705,13:0.036518,14:0.030501,15:0.206992,16:0.072729,17:0.058576,18:0.228769,19:0.037837,20:0.024690,21:0.115996,22:0.008074,24:0.029335,25:0.003063","0.002446,0.013864,0.040297,0.079951,0.121474,0.150198,0.156765,0.141419,0.112036,0.078801,0.049576,0.028035,0.014293,0.006581,0.002738,0.001030,0.000350,0.000107,0.000030,0.000007,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-24T19:19:42Z,2026-09-24T23:15:00Z,91.39523772183513,92.31517438536305,0.9199366635279205,Hot,0.22694094226940942,0.22105263157894736,-0.13702182773262567,Normal
823326,694973,Paul Skenes,PIT,STL,22.614872364039957,31,84,6.0,32,6.0,starter,0.2564408220851232,0.272094312978507,-1.6831710638047146,5.774966077660509,16.664816870144282,5.950055493895672,9,0.5195653187733518,0.3621562172195968,0.8032463375580889,0.6016474538342609,0.5296085288581126,0.4706010121118936,0.2362270601090588,"6:0.002260,7:0.001200,8:0.008917,9:0.020290,10:0.015799,11:0.018300,12:0.066390,13:0.034387,14:0.029210,15:0.201599,16:0.072039,17:0.059008,18:0.234374,19:0.039423,20:0.026162,21:0.125007,22:0.008849,24:0.033255,25:0.003531","0.003775,0.019894,0.053862,0.099609,0.141014,0.162282,0.157409,0.131750,0.096692,0.062923,0.036595,0.019124,0.009012,0.003839,0.001479,0.000516,0.000163,0.000047,0.000012,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-24T19:19:42Z,2026-09-24T16:35:00Z,97.83873037955459,96.30301704014938,-1.5357133394052056,Cold,0.30359085963003263,0.17894736842105263,-2.6421339423801844,Cold
824950,663567,Peter Lambert,HOU,ATH,23.54419379798821,27,42,6.0,27,6.0,starter,0.2242290765798102,0.2286022182777345,-0.470230290099377,5.670538310964575,16.654068210225585,6.890125587762629,9,0.5038066570311849,0.344247585825009,0.8023417997569858,0.600437798581451,0.5283555660992144,0.4693663605931193,0.2352785742062865,"6:0.002282,7:0.001210,8:0.008988,9:0.020432,10:0.015895,11:0.018395,12:0.066673,13:0.034502,14:0.029281,15:0.201904,16:0.072082,17:0.058989,18:0.234088,19:0.039339,20:0.026083,21:0.124513,22:0.008806,24:0.033033,25:0.003504","0.003758,0.020249,0.055592,0.103432,0.146236,0.166926,0.159559,0.130775,0.093396,0.058785,0.032877,0.016439,0.007382,0.002988,0.001094,0.000363,0.000109,0.000030,0.000007,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-24T19:19:42Z,2026-09-25T01:40:00Z,93.65655694315244,93.30557868275515,-0.35097826039728375,Normal,0.2073490813648294,0.2222222222222222,0.3650297381023254,Normal
824298,593958,Eduardo Rodriguez,AZ,COL,24.287491645673743,32,112,6.0,32,6.0,starter,0.1981338544849338,0.1921200370274444,0.6466470384397226,5.174727824710234,17.545884530358336,6.741607115315407,9,0.4175715453853355,0.2650915157928663,0.8695601241452681,0.6980656098642455,0.6319002206540288,0.573384504402778,0.3224409362582825,"6:0.000964,7:0.000553,8:0.004435,9:0.010895,10:0.009160,11:0.011456,12:0.044871,13:0.025093,14:0.023014,15:0.171495,16:0.066165,17:0.058516,18:0.250944,19:0.045574,20:0.032655,21:0.168463,22:0.012875,24:0.056407,25:0.006467","0.005865,0.029484,0.075137,0.129102,0.167725,0.175115,0.152480,0.113463,0.073379,0.041748,0.021081,0.009511,0.003852,0.001406,0.000464,0.000138,0.000037,0.000009,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-24T19:19:42Z,2026-09-24T19:10:00Z,91.21189194655422,91.68056683316519,0.46867488661096957,Normal,0.2025512176265945,0.21,0.1853388471049686,Normal
822842,804267,Zac Thornton,NYM,TEX,22.639087882151145,14,14,6.0,14,6.0,starter,0.2030353670691443,0.1983426381574529,0.5045945066334819,5.0836683413536345,16.734436484713957,5.904651397437188,9,0.4020358482195593,0.2541538743495977,0.8090516545528463,0.6094698998113984,0.5377285641362816,0.478616095819266,0.2424320160281118,"6:0.002121,7:0.001133,8:0.008470,9:0.019386,10:0.015185,11:0.017693,12:0.064570,13:0.033643,14:0.028747,15:0.199582,16:0.071741,17:0.059112,18:0.236184,19:0.039963,20:0.026678,21:0.128228,22:0.009131,24:0.034723,25:0.003709","0.007103,0.033580,0.081359,0.134270,0.169101,0.172550,0.147882,0.108967,0.070143,0.039892,0.020207,0.009171,0.003745,0.001380,0.000460,0.000139,0.000038,0.000009,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-24T19:19:42Z,2026-09-24T18:35:00Z,90.46325104949177,90.75379440665155,0.29054335715977686,Normal,0.17937219730941703,0.2,0.5240395847059632,Normal
824707,682982,Daniel Espino,CLE,BOS,22.41509433962264,0,0,,12,6.0,reliever,0.2254956977179199,0.2254956977179199,,4.863876411068176,15.943396226415096,6.471698113207546,9,0.3635399570543076,0.2217080489791863,0.7379454926624734,0.5199161425576517,0.4465408805031443,0.3899371069182387,0.1781970649895176,"6:0.004193,7:0.002096,8:0.014675,9:0.031447,10:0.023061,11:0.025157,12:0.085954,13:0.041929,14:0.033543,15:0.218029,16:0.073375,17:0.056604,18:0.211740,19:0.033543,20:0.020964,21:0.094340,22:0.006289,24:0.020964,25:0.002096","0.008708,0.039593,0.092228,0.146242,0.176781,0.172908,0.141832,0.099885,0.061382,0.033303,0.016088,0.006964,0.002713,0.000954,0.000303,0.000087,0.000023,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-09-24T19:19:42Z,2026-09-24T22:45:00Z,,,,Unknown,,,,Unknown
