market,player,line,prob_over,hold,n_books,commence_time,home_team,away_team,game_date,fetched_at_utc
pitcher_strikeouts,Zach Thornton,3.5,0.585022807906741,0.0649340108115128,3,2026-09-12T17:36:00Z,New York Yankees,New York Mets,2026-09-12,2026-09-12T03:40:18Z
pitcher_strikeouts,Jesus Luzardo,6.5,0.5543606364172068,0.061320302768995,3,2026-09-12T23:16:00Z,Atlanta Braves,Philadelphia Phillies,2026-09-12,2026-09-12T03:40:18Z
pitcher_strikeouts,Peter Lambert,3.5,0.591513230093891,0.059766104542223975,1,2026-09-12T22:11:00Z,Tampa Bay Rays,Houston Astros,2026-09-12,2026-09-12T16:06:17Z
pitcher_strikeouts,Luis Castillo,3.5,0.579926127337463,0.07245953982836895,2,2026-09-12T23:16:00Z,St. Louis Cardinals,Chicago White Sox,2026-09-12,2026-09-12T16:06:17Z
pitcher_strikeouts,Tanner Gordon,3.5,0.5576648320276839,0.06522931545769017,6,2026-09-12T17:10:00Z,Detroit Tigers,Colorado Rockies,2026-09-12,2026-09-12T16:06:17Z
pitcher_strikeouts,Tyler Phillips,3.5,0.5466156692000197,0.06364388604193205,6,2026-09-12T20:11:00Z,Miami Marlins,Los Angeles Dodgers,2026-09-12,2026-09-12T16:06:17Z
pitcher_strikeouts,Cesar Perdomo,3.5,0.5437463028847975,0.06515008701975866,6,2026-09-12T20:06:00Z,San Francisco Giants,San Diego Padres,2026-09-12,2026-09-12T16:06:17Z
pitcher_strikeouts,Kumar Rocker,3.5,0.529768932366335,0.06515565939179813,6,2026-09-13T00:11:00Z,Arizona Diamondbacks,Texas Rangers,2026-09-12,2026-09-12T16:06:17Z
pitcher_strikeouts,Kyle Bradish,3.5,0.5195319741088819,0.06575765309222603,6,2026-09-12T19:08:00Z,Toronto Blue Jays,Baltimore Orioles,2026-09-12,2026-09-12T16:06:17Z
pitcher_strikeouts,Randy Dobnak,3.5,0.42492992238290805,0.06648273336490573,6,2026-09-12T20:11:00Z,Boston Red Sox,Kansas City Royals,2026-09-12,2026-09-12T16:06:17Z
pitcher_strikeouts,Kyle Leahy,3.5,0.3982930298719772,0.06838905775075999,5,2026-09-12T23:16:00Z,St. Louis Cardinals,Chicago White Sox,2026-09-12,2026-09-12T16:06:17Z
pitcher_strikeouts,Ranger Suarez,4.5,0.5636760294518679,0.0650148089287006,5,2026-09-12T20:11:00Z,Boston Red Sox,Kansas City Royals,2026-09-12,2026-09-12T16:06:17Z
