window,window_start,window_end,n_games,solo,tier,leg_no,n_legs,player_id,name,team,opponent,game_pk,prop_key,prop,line,p,lift,base,kind,edge,clash,slip_p,game_date,built_at_utc
0,2026-09-20 17:10:00+00:00,2026-09-20 18:35:00+00:00,9,False,MIXED,1,3,691718,Pete Crow-Armstrong,CHC,CIN,824462,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7617644505460526,1.1393647278640993,0.6685870045969283,bat,,False,0.10794561122368927,2026-09-20,2026-09-20T03:33:55Z
0,2026-09-20 17:10:00+00:00,2026-09-20 18:35:00+00:00,9,False,MIXED,2,3,656941,Kyle Schwarber,PHI,NYM,823570,prob_tb_over_3.5,TB 3.5,,0.2844421951174093,1.9573638584509137,0.1453190186838951,bat,,False,0.10794561122368927,2026-09-20,2026-09-20T03:33:55Z
0,2026-09-20 17:10:00+00:00,2026-09-20 18:35:00+00:00,9,False,MIXED,3,3,670623,Isaac Paredes,HOU,ATL,824139,prob_walk,Walk,,0.4981845637284302,1.5738789612499193,0.31653295837488643,bat,,False,0.10794561122368927,2026-09-20,2026-09-20T03:33:55Z
0,2026-09-20 17:10:00+00:00,2026-09-20 18:35:00+00:00,9,False,SAFE,1,3,691718,Pete Crow-Armstrong,CHC,CIN,824462,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7617644505460526,1.1393647278640993,0.6685870045969283,bat,,False,0.4264443941530157,2026-09-20,2026-09-20T03:33:55Z
0,2026-09-20 17:10:00+00:00,2026-09-20 18:35:00+00:00,9,False,SAFE,2,3,650333,Luis Arraez,PHI,NYM,823570,prob_hit,Hit,,0.7537681053202681,1.2115375585041435,0.622158264949646,bat,,False,0.4264443941530157,2026-09-20,2026-09-20T03:33:55Z
0,2026-09-20 17:10:00+00:00,2026-09-20 18:35:00+00:00,9,False,SAFE,3,3,608369,Corey Seager,TEX,TOR,822844,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7426838008716243,1.1108259594715977,0.6685870045969283,bat,,False,0.4264443941530157,2026-09-20,2026-09-20T03:33:55Z
0,2026-09-20 17:10:00+00:00,2026-09-20 18:35:00+00:00,9,False,MEDIUM,1,3,691718,Pete Crow-Armstrong,CHC,CIN,824462,prob_tb_over_3.5,TB 3.5,,0.302990676850548,2.0850035982532185,0.1453190186838951,bat,,False,0.04293520626260105,2026-09-20,2026-09-20T03:33:55Z
0,2026-09-20 17:10:00+00:00,2026-09-20 18:35:00+00:00,9,False,MEDIUM,2,3,656941,Kyle Schwarber,PHI,NYM,823570,prob_tb_over_3.5,TB 3.5,,0.2844421951174093,1.9573638584509137,0.1453190186838951,bat,,False,0.04293520626260105,2026-09-20,2026-09-20T03:33:55Z
0,2026-09-20 17:10:00+00:00,2026-09-20 18:35:00+00:00,9,False,MEDIUM,3,3,670623,Isaac Paredes,HOU,ATL,824139,prob_walk,Walk,,0.4981845637284302,1.5738789612499193,0.31653295837488643,bat,,False,0.04293520626260105,2026-09-20,2026-09-20T03:33:55Z
0,2026-09-20 17:10:00+00:00,2026-09-20 18:35:00+00:00,9,False,LOTTO,1,3,691718,Pete Crow-Armstrong,CHC,CIN,824462,prob_hr,HR,,0.2739636033148662,2.479881653498442,0.11047446676674175,bat,,False,0.007706726359548218,2026-09-20,2026-09-20T03:33:55Z
0,2026-09-20 17:10:00+00:00,2026-09-20 18:35:00+00:00,9,False,LOTTO,2,3,656941,Kyle Schwarber,PHI,NYM,823570,prob_hr,HR,,0.2729698725857623,2.470886536724517,0.11047446676674175,bat,,False,0.007706726359548218,2026-09-20,2026-09-20T03:33:55Z
0,2026-09-20 17:10:00+00:00,2026-09-20 18:35:00+00:00,9,False,LOTTO,3,3,650490,Yandy Díaz,TB,BOS,822922,prob_hits_over_2.5,Hits 2.5,,0.1030534064911185,2.1107830030478936,0.048822359447803554,bat,,False,0.007706726359548218,2026-09-20,2026-09-20T03:33:55Z
1,2026-09-20 19:10:00+00:00,2026-09-20 19:10:00+00:00,1,True,MIXED,1,3,677594,Julio Rodríguez,SEA,COL,824300,prob_hrr_over_0.5,H+R+RBI 0.5,,0.743332489962215,1.1117961983277682,0.6685870045969283,bat,,False,0.06518394591121172,2026-09-20,2026-09-20T03:33:55Z
1,2026-09-20 19:10:00+00:00,2026-09-20 19:10:00+00:00,1,True,MIXED,2,3,696100,Hunter Goodman,COL,SEA,824300,prob_tb_over_3.5,TB 3.5,,0.2995184951167775,2.0611100861361065,0.1453190186838951,bat,,False,0.06518394591121172,2026-09-20,2026-09-20T03:33:55Z
1,2026-09-20 19:10:00+00:00,2026-09-20 19:10:00+00:00,1,True,MIXED,3,3,663728,Cal Raleigh,SEA,COL,824300,prob_tb_over_3.5,TB 3.5,,0.2927749303570719,2.0147048404856767,0.1453190186838951,bat,,False,0.06518394591121172,2026-09-20,2026-09-20T03:33:55Z
1,2026-09-20 19:10:00+00:00,2026-09-20 19:10:00+00:00,1,True,SAFE,1,3,677594,Julio Rodríguez,SEA,COL,824300,prob_hrr_over_0.5,H+R+RBI 0.5,,0.743332489962215,1.1117961983277682,0.6685870045969283,bat,,False,0.4024678939734018,2026-09-20,2026-09-20T03:33:55Z
1,2026-09-20 19:10:00+00:00,2026-09-20 19:10:00+00:00,1,True,SAFE,2,3,696100,Hunter Goodman,COL,SEA,824300,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7416308661667484,1.1092510938256364,0.6685870045969283,bat,,False,0.4024678939734018,2026-09-20,2026-09-20T03:33:55Z
1,2026-09-20 19:10:00+00:00,2026-09-20 19:10:00+00:00,1,True,SAFE,3,3,663728,Cal Raleigh,SEA,COL,824300,prob_hrr_over_0.5,H+R+RBI 0.5,,0.7300629837133674,1.0919491086332154,0.6685870045969283,bat,,False,0.4024678939734018,2026-09-20,2026-09-20T03:33:55Z
1,2026-09-20 19:10:00+00:00,2026-09-20 19:10:00+00:00,1,True,MEDIUM,1,3,696100,Hunter Goodman,COL,SEA,824300,prob_tb_over_3.5,TB 3.5,,0.2995184951167775,2.0611100861361065,0.1453190186838951,bat,,False,0.028505913561464338,2026-09-20,2026-09-20T03:33:55Z
1,2026-09-20 19:10:00+00:00,2026-09-20 19:10:00+00:00,1,True,MEDIUM,2,3,663728,Cal Raleigh,SEA,COL,824300,prob_tb_over_3.5,TB 3.5,,0.2927749303570719,2.0147048404856767,0.1453190186838951,bat,,False,0.028505913561464338,2026-09-20,2026-09-20T03:33:55Z
