market,player,line,prob_over,hold,n_books,commence_time,home_team,away_team,game_date,fetched_at_utc,key,pitcher,team,opponent,expected_k,expected_bf,starts_seen,model_prob,market_prob,edge,side
pitcher_strikeouts,Anthony Molina,6.5,0.3414012738853503,0.0651289009497966,1,2026-09-05T20:11:00Z,New York Mets,San Francisco Giants,2026-09-05,2026-09-05T21:34:40Z,anthony molina,Anthony Molina,SF,NYM,3.520025913390092,22.35995808817603,1,0.067863,0.3414012738853503,-0.2735382738853503,UNDER
pitcher_strikeouts,Mason Adams,3.5,0.5046575790762068,0.0664354148042013,6,2026-09-06T00:11:00Z,Colorado Rockies,St. Louis Cardinals,2026-09-05,2026-09-05T21:34:40Z,mason adams,Mason Adams,COL,STL,5.008381159175321,21.52988503119929,2,0.730401,0.5046575790762068,0.22574342092379318,OVER
pitcher_strikeouts,Javier Assad,3.5,0.4554079696394686,0.0711382113821139,1,2026-09-05T20:11:00Z,Miami Marlins,Chicago Cubs,2026-09-05,2026-09-05T21:34:40Z,javier assad,Javier Assad,CHC,MIA,4.5613652747864,20.98597520353692,13,0.6643519999999998,0.4554079696394686,0.20894403036053122,OVER
pitcher_strikeouts,Tyler Glasnow,6.5,0.5801428479505822,0.0632868089764642,1,2026-09-06T01:11:00Z,Los Angeles Dodgers,Washington Nationals,2026-09-05,2026-09-05T21:34:40Z,tyler glasnow,Tyler Glasnow,LAD,WSH,6.268410537991031,22.82935507239732,12,0.441483,0.5801428479505822,-0.13865984795058223,UNDER
pitcher_strikeouts,Tyler Glasnow,7.5,0.4334891627709307,0.06993006993007,5,2026-09-06T01:11:00Z,Los Angeles Dodgers,Washington Nationals,2026-09-05,2026-09-05T21:34:40Z,tyler glasnow,Tyler Glasnow,LAD,WSH,6.268410537991031,22.82935507239732,12,0.297746,0.4334891627709307,-0.13574316277093068,UNDER
pitcher_strikeouts,Braxton Ashcraft,6.5,0.4176935633581922,0.0593361136540875,1,2026-09-05T22:41:00Z,Pittsburgh Pirates,Los Angeles Angels,2026-09-05,2026-09-05T21:34:40Z,braxton ashcraft,Braxton Ashcraft,PIT,LAA,6.755803476884477,23.47923530293873,29,0.516976,0.4176935633581922,0.0992824366418078,OVER
pitcher_strikeouts,Jacob deGrom,5.5,0.4592085979482169,0.0622729631551635,5,2026-09-05T23:06:00Z,Texas Rangers,Tampa Bay Rays,2026-09-05,2026-09-05T21:34:40Z,jacob degrom,Jacob deGrom,TEX,TB,4.849821417078495,21.76513630285404,30,0.36258799999999997,0.4592085979482169,-0.09662059794821692,UNDER
pitcher_strikeouts,Braxton Ashcraft,5.5,0.5722252590018349,0.0674724394293853,4,2026-09-05T22:41:00Z,Pittsburgh Pirates,Los Angeles Angels,2026-09-05,2026-09-05T21:34:40Z,braxton ashcraft,Braxton Ashcraft,PIT,LAA,6.755803476884477,23.47923530293873,29,0.66869,0.5722252590018349,0.09646474099816515,OVER
pitcher_strikeouts,Zack Wheeler,6.5,0.4796954314720812,0.0644218606882716,5,2026-09-05T22:06:00Z,Philadelphia Phillies,Atlanta Braves,2026-09-05,2026-09-05T21:34:40Z,zack wheeler,Zack Wheeler,PHI,ATL,5.988565048412368,23.342705232548138,22,0.395443,0.4796954314720812,-0.08425243147208122,UNDER
pitcher_strikeouts,Ethan Pecko,3.5,0.5020777062123416,0.0661043936906005,6,2026-09-05T23:16:00Z,Houston Astros,Arizona Diamondbacks,2026-09-05,2026-09-05T21:34:40Z,ethan pecko,Ethan Pecko,HOU,AZ,4.083385945989089,21.33119866351107,3,0.581032,0.5020777062123416,0.07895429378765839,OVER
