game_date,label,n,base_rate,mean_pred,auc,brier,brier_skill,clean_n,clean_base_rate,clean_mean_pred,clean_auc,clean_brier,clean_brier_skill
2026-08-20,Total bases over 2.5,151,0.152317880794702,0.1921818088226338,0.5845788043478262,0.1299606791475115,-0.0065330996067973,97.0,0.1752577319587628,0.1967095757558773,0.5801470588235293,0.1442938353609962,0.0017200758002841
2026-08-20,Total bases over 3.5,151,0.0927152317880794,0.1375199436954262,0.5719499478623566,0.085933192607034,-0.021565549860784,97.0,0.0824742268041237,0.1406258126178377,0.5955056179775281,0.0786896526937684,-0.0398749188141394
2026-08-20,Hits over 0.5,151,0.5894039735099338,0.5737244060376712,0.625226531351939,0.233552726260438,0.0349337239100676,97.0,0.5463917525773195,0.5774256334798037,0.5690394511149227,0.2446374718345505,0.012952841984869
2026-08-20,Hits over 1.5,151,0.1655629139072847,0.1989584477358066,0.5803174603174603,0.1382246596180754,-0.0005271314132502,97.0,0.2061855670103092,0.202315343015739,0.5740259740259741,0.1621880554870514,0.0090731077417745
2026-08-20,Hits over 2.5,151,0.0529801324503311,0.0423251444351479,0.6748251748251748,0.0495642150875714,0.0121384019128353,97.0,0.0824742268041237,0.0435734043558304,0.6573033707865169,0.0760445087466225,-0.004919638759792
2026-08-30,at least 1 home run,252,0.1269841269841269,0.1098958315214618,0.6644886363636363,0.107369790544888,0.0314756848348626,72.0,0.1805555555555555,0.1189522580741743,0.7196870925684485,0.1423378596089757,0.0379668002438976
2026-08-30,at least 1 hit,252,0.6150793650793651,0.5988209002711922,0.6311273694712339,0.226969409556564,0.0413391829411344,72.0,0.6388888888888888,0.599030116930068,0.6262541806020068,0.2240240814595789,0.0289792322019593
2026-08-30,at least 1 walk,252,0.3333333333333333,0.3152443551260328,0.6197562358276644,0.2146118661798344,0.0342466021907452,72.0,0.3055555555555556,0.3135125010813748,0.670909090909091,0.1973370215564495,0.0700044365921507
2026-08-30,H+R+RBI over 0.5,252,0.6547619047619048,0.6389546367862168,0.6140717520027865,0.2192389751606205,0.0301252609822328,72.0,0.6805555555555556,0.6406499246275046,0.6450754214729371,0.2095461702129698,0.0361248035634111
2026-08-30,H+R+RBI over 1.5,252,0.4801587301587302,0.4368190423824896,0.6766765503753707,0.2354034141799887,0.0569012419351456,72.0,0.5138888888888888,0.4390370095948614,0.722007722007722,0.2337097353457525,0.0644391752645704
2026-08-30,H+R+RBI over 2.5,252,0.2777777777777778,0.2813588635066872,0.6569073783359497,0.1910157765517554,0.0478598214958654,72.0,0.3333333333333333,0.2835772340377083,0.703125,0.2094761466737466,0.0573573399681399
2026-08-30,H+R+RBI over 3.5,252,0.1507936507936507,0.1671727111771293,0.5895228726020658,0.1266806290727403,0.010732086985329,72.0,0.1527777777777778,0.1690771748978355,0.5886736214605067,0.1282749970093518,0.0089752839098663
2026-08-30,Total bases over 0.5,252,0.6150793650793651,0.5698872761950475,0.6200199534419688,0.2300474262328706,0.0283384266383627,72.0,0.6388888888888888,0.5773780066050626,0.6329431438127091,0.2254929190941242,0.0226126316187792
2026-08-30,Total bases over 1.5,252,0.3531746031746032,0.3347041658755229,0.6362445715861308,0.2192483805370829,0.0402461461620655,72.0,0.4305555555555556,0.3418762522846483,0.6254917387883556,0.2438217484071366,0.0055295485896172
2026-08-30,Total bases over 2.5,252,0.2023809523809523,0.1987625619846403,0.6395473612330504,0.1562735934172987,0.0318994950373491,72.0,0.25,0.204195194681774,0.6934156378600823,0.1787896221043987,0.0464553487765401
2026-08-30,Total bases over 3.5,252,0.1428571428571428,0.1428292126041035,0.6422325102880658,0.119321208046763,0.0255434676181023,72.0,0.1944444444444444,0.1466616590382633,0.6613300492610837,0.1530460186323353,0.0229180288300167
2026-08-30,Hits over 0.5,252,0.6150793650793651,0.580322160077612,0.6313934153641504,0.2282818392949008,0.0357958149262795,72.0,0.6388888888888888,0.58072818858192,0.6245819397993311,0.2260396816940138,0.0202427174734385
2026-08-30,Hits over 1.5,252,0.2063492063492063,0.2045095356365685,0.6628846153846154,0.1566635235193593,0.0433884233102502,72.0,0.2361111111111111,0.2052123180941106,0.66951871657754,0.173216193518528,0.0396227302673267
2026-08-30,Hits over 2.5,252,0.0277777777777777,0.0444079264285056,0.5206997084548105,0.0275978737658488,-0.0219098400154305,72.0,0.0277777777777777,0.0448539754201779,0.4214285714285715,0.0281335610213102,-0.0417455738176608
2026-09-01,at least 1 home run,236,0.11016949152542373,0.11876088778189488,0.6247252747252747,0.09746022834900357,0.005834271405475433,236.0,0.11016949152542373,0.11876088778189488,0.6247252747252747,0.09746022834900357,0.005834271405475433
2026-09-01,at least 1 hit,236,0.6228813559322034,0.6254484969534508,0.5730337078651685,0.23320491228635123,0.007216938416218177,236.0,0.6228813559322034,0.6254484969534508,0.5730337078651685,0.23320491228635123,0.007216938416218177
2026-09-01,at least 1 walk,236,0.3305084745762712,0.3247987252198064,0.6051606621226875,0.2161553512492611,0.023126546317847385,236.0,0.3305084745762712,0.3247987252198064,0.6051606621226875,0.2161553512492611,0.023126546317847385
2026-09-01,H+R+RBI over 0.5,236,0.7033898305084746,0.6643612826929057,0.5783993115318417,0.2093974781212417,-0.003666260020712242,236.0,0.7033898305084746,0.6643612826929057,0.5783993115318417,0.2093974781212417,-0.003666260020712242
2026-09-01,H+R+RBI over 1.5,236,0.538135593220339,0.4618904332895225,0.5870114859495774,0.24933161458749672,-0.00316214737161169,236.0,0.538135593220339,0.4618904332895225,0.5870114859495774,0.24933161458749672,-0.00316214737161169
2026-09-01,H+R+RBI over 2.5,236,0.3644067796610169,0.3015523761118298,0.5513178294573644,0.23467586274363564,-0.013217585377482743,236.0,0.3644067796610169,0.3015523761118298,0.5513178294573644,0.23467586274363564,-0.013217585377482743
2026-09-01,H+R+RBI over 3.5,236,0.22033898305084745,0.18182201889035982,0.5775501672240803,0.1720096713347703,-0.0012803777865140198,236.0,0.22033898305084745,0.18182201889035982,0.5775501672240803,0.1720096713347703,-0.0012803777865140198
2026-09-01,Total bases over 0.5,236,0.6228813559322034,0.5989317883276786,0.5520904991209968,0.23582654244990453,-0.003943675631726817,236.0,0.6228813559322034,0.5989317883276786,0.5520904991209968,0.23582654244990453,-0.003943675631726817
2026-09-01,Total bases over 1.5,236,0.3898305084745763,0.35911485617580113,0.5822765700483091,0.23544892740604453,0.010147685627486469,236.0,0.3898305084745763,0.35911485617580113,0.5822765700483091,0.23544892740604453,0.010147685627486469
2026-09-01,Total bases over 2.5,236,0.25,0.21532739414637178,0.6022215838360625,0.18598777087970092,0.008065221974928427,236.0,0.25,0.21532739414637178,0.6022215838360625,0.18598777087970092,0.008065221974928427
2026-09-01,Total bases over 3.5,236,0.1440677966101695,0.15339150979052996,0.6517181129877694,0.1209732048703053,0.018968605349952816,236.0,0.1440677966101695,0.15339150979052996,0.6517181129877694,0.1209732048703053,0.018968605349952816
2026-09-01,Hits over 0.5,236,0.6228813559322034,0.6060668565382488,0.5731101429335779,0.23344612224602762,0.006190076846690151,236.0,0.6228813559322034,0.6060668565382488,0.5731101429335779,0.23344612224602762,0.006190076846690151
2026-09-01,Hits over 1.5,236,0.2542372881355932,0.22603592916307713,0.590814393939394,0.1871271627490114,0.013045979501047467,236.0,0.2542372881355932,0.22603592916307713,0.590814393939394,0.1871271627490114,0.013045979501047467
2026-09-01,Hits over 2.5,236,0.05508474576271186,0.052007316338185706,0.5888237323214901,0.05201909673224068,0.0006017207316745266,236.0,0.05508474576271186,0.052007316338185706,0.5888237323214901,0.05201909673224068,0.0006017207316745266
